@relation SubsetSum

@attribute ArraySize numeric
@attribute Sum numeric
@attribute runtime numeric

@data
3418,94304,369296
5792,49368,55411
4811,46836,515527
7722,14241,94336
4178,90506,43085
2532,46520,66792
6741,49684,25238
1014,24684,907839
2184,53481,1369766
2975,6963,44970
5697,18039,382183
9019,52216,217948
539,17406,1271
3102,64874,53898
8165,6963,227766
2216,37659,2913862
1963,31646,264251
9747,41140,193931
2184,84810,217229
3861,39558,213038
6266,60760,177868
8323,33861,33047
729,77848,56705
5127,66772,312586
6583,50317,44941
9114,73418,184472
1077,64241,1023688
3608,46203,142955
3830,19621,569130
1963,89557,450446
412,12343,936784
8386,2216,85234
855,90823,431386
8987,67089,73219
5317,89874,404344
4209,52532,176752
9462,76266,307034
2153,20254,394171
9557,46520,229092
4051,14558,214909
1362,47152,3076675
3703,77215,315439
5665,96203,218944
5285,17722,1352410
9336,29748,57091
1710,12343,108076
2248,25317,94942
6709,14558,1120083
9209,14558,64970
1457,83544,408346
5760,20887,755015
5665,5064,1031999
950,67405,52721
3577,37342,587763
9367,45254,770805
3197,62026,1710708
2722,9811,832413
9430,39241,183631
5823,62342,3407878
5538,98101,40422
33,63608,21534
4209,66140,623559
7057,90823,558834
7817,44937,19224
7437,78481,70277
9209,70253,528017
760,6014,17825
9146,61709,250786
6899,52532,70326
9525,5381,8127
824,82912,379655
3545,66772,96074
6361,25634,623610
6266,59178,27585
7247,87342,112323
3640,4115,313643
571,73418,928090
412,97152,1050978
3482,48418,1210752
1836,87658,1688990
3577,27532,3805
2089,9178,211071
3260,62659,889277
5285,950,761987
634,19938,164254
8007,81013,511638
2627,9495,1051146
9652,57279,318113
1646,99051,1578458
6583,61393,239171
7848,11077,815647
6171,20570,63188
3798,94304,1225137
5222,37659,119225
2343,69304,578290
7310,64241,121157
1710,15824,43761
9241,634,244935
5285,72152,29567
5412,3482,166776
2975,10127,1885081
1014,34178,92600
2691,93354,70412
1931,66772,71749
1551,92722,4075947
3229,29431,62054
1,17722,88
5412,52216,1042027
9937,33229,291270
2754,79431,165243
349,21520,41390
1,80380,85
9937,97785,110995
8291,26583,198218
2153,70886,630915
7405,71836,793053
8260,60443,163556
9715,25001,92533
9715,47469,227006
5918,43355,90875
3260,1267,346987
5855,71519,190263
2374,89874,724470
4399,1,15835
6203,2216,584611
792,93038,331754
5886,36393,280360
9589,94937,101672
7848,34494,431278
5317,94304,146495
5823,43671,157778
3323,75950,272595
6994,19938,653186
7374,27532,147287
6678,81962,1818772
3735,75317,534401
8798,6014,71071
8703,42722,85677
9430,7596,159323
8671,6330,586066
2596,78481,312994
6266,1900,28972
7437,86393,186476
4589,95886,40798
1805,20570,789124
9336,89874,88917
9082,6330,493103
5981,18355,452192
8386,30380,69134
8734,98734,266640
1520,79747,48245
2026,29431,1263666
855,89874,910970
5349,19938,1013322
8323,45887,97734
2311,4115,297104
5886,89874,137141
9272,28798,557933
1488,43039,109861
5538,39241,20708
507,20570,319469
2058,86393,218236
2026,58861,43813
760,55697,71882
2437,53481,756405
2627,95886,315401
2659,48418,436114
4779,11393,295295
4146,37659,913965
1520,72469,453385
2564,61076,1024062
7627,9178,458652
1140,62026,123900
3260,72469,91358
1140,93987,281482
8450,96519,492155
7500,87342,603709
1267,15191,151134
3893,50000,2128028
2880,30064,202634
1393,95886,429094
5443,89557,945330
3640,37975,643141
9873,98734,168219
8323,56962,504227
5032,26899,758985
1805,44937,5319
4304,70253,559267
4811,8229,1030113
9684,9495,232929
3988,29431,768580
1646,52849,209714
96,71519,547558
2058,56646,33197
3893,6330,70056
3703,87975,15816
5792,43355,44431
6836,85760,129669
1615,88291,84504
5127,69304,872013
7121,43988,1723079
9399,98734,664809
665,4115,2283837
9462,32596,1591920
9367,67089,552891
9177,86076,692993
9652,60127,140222
4304,77532,193504
9399,70886,153850
317,95253,306630
3102,6647,125699
5823,39241,17925
1583,63608,211457
2691,26267,48181
1235,96519,488101
2026,6330,11183
7342,22786,56261
9652,14874,1943
3893,24684,37192
9462,20570,843192
1235,77848,1111457
9905,83228,402719
8260,9495,159533
887,57595,341821
5475,59494,150115
4716,66456,79537
9272,7279,522258
9589,11393,460664
33,15191,2325
9525,24684,768798
697,87658,322206
4146,7279,540439
7753,69937,105775
5443,46203,650615
8196,69621,54980
1267,90506,191384
4684,31013,425032
9810,94937,90950
9652,21203,39627
6108,5381,1633533
6045,32912,4004484
9019,62975,12312
7057,47469,1589782
4146,14874,196201
1077,68988,344677
9620,31963,427915
4051,94620,70335
8956,10760,137266
476,19305,108529
7912,87975,579222
3007,37026,37787
2374,9495,98171
8386,13292,663878
9905,23735,484365
7374,50000,154540
665,43039,123950
6235,80063,435634
4115,54747,536889
4811,36077,1365914
1741,49684,218790
9620,634,539294
1836,49684,653353
4368,82912,252073
1425,30697,476998
1994,37026,117872
1583,18355,1040968
1203,42406,36714
9494,27216,150990
8007,56330,203490
1077,73734,2225313
3577,49368,241185
5792,65190,21399
2627,81329,149858
5981,19621,174430
792,52532,833348
2532,14241,585802
4716,38608,44688
2596,75317,780985
3165,84494,82942
2944,2216,452679
665,16457,53032
4115,40823,17476
1425,34494,446019
6108,12343,94364
1963,84810,292881
1646,49684,20412
1235,30380,1287273
1520,92089,621215
8671,25317,66193
602,33861,509666
9747,86709,45504
8576,98418,129873
824,95253,941275
9810,96203,172257
665,26267,571639
9462,9811,1414756
3988,87342,932994
7026,63608,335985
8070,43039,8676
3513,81646,232503
9430,20887,538833
6678,61393,237364
5918,73102,31777
6329,9178,147064
7469,85127,3232459
6709,61076,1250209
9177,8545,451765
7152,82595,39296
2121,96519,141871
5886,60443,436713
5981,81329,195921
5602,60443,94813
507,62975,10296
3482,36709,355242
3070,17089,258301
1108,7279,294645
6171,60127,39484
3387,59178,1681975
6614,11710,693256
3229,7596,578188
855,94937,520902
9051,6647,183336
5032,15824,786020
8291,56646,82381
2216,26583,747912
2627,93354,654777
6678,77848,2362533
8734,40190,309821
7374,43039,415753
5443,9178,55960
4779,55697,957474
792,31013,51898
2564,91139,40149
8291,33229,138041
6931,97468,68372
4399,72152,556709
9399,75000,200632
8639,68671,120799
4083,73734,367875
5475,8545,57299
8228,97152,2002335
6551,6647,295605
5285,42406,161243
3007,28165,767143
2311,57912,587946
4051,74367,3541
1393,82595,140271
8481,84810,163134
4906,38925,120921
1710,23418,280384
2912,22786,22394
3545,17089,133598
1,93354,84
1298,47152,29983
8861,31963,146219
2786,86076,295389
1425,74367,90996
9557,68355,217502
8101,89557,863734
8513,39874,740791
3545,75317,685596
2374,67405,660825
6171,29431,474031
1172,20570,543551
4431,74367,269633
1551,36709,18793
4621,1900,622335
3608,47469,32401
8070,24684,31332
6171,95886,152685
6867,3482,181444
7437,17406,479560
3039,76583,138844
3798,33861,790961
571,8862,57081
5380,20887,38682
1900,36709,17541
4209,35127,8480
792,67089,379674
7184,41140,312723
9620,37659,113600
5127,53481,525750
6045,52849,85958
9494,41773,332106
9146,22786,224680
1393,81013,8132
9842,6014,77624
3861,49368,421718
5602,81962,482678
8133,97152,290075
3007,66140,265967
6298,15191,1838120
7627,20887,203756
7405,42722,1624297
855,6963,301888
444,87658,177508
3039,46520,331422
64,13292,1236
1551,35444,24702
6772,32596,12639
3102,25317,39068
5475,80696,198989
602,34178,380944
8418,71836,1167730
9684,68671,384753
2754,57279,118946
7753,29431,40162
2912,6647,386112
3513,4431,130293
2437,39241,61227
2659,23418,16099
3197,43039,521714
9272,950,187424
6804,68038,215775
4209,99367,37635
4969,44621,46809
7152,34178,99246
222,70253,150840
191,20887,601813
1267,32596,117121
7627,55064,301999
4399,98418,13761
349,32279,457769
349,89874,240715
760,88608,243633
2153,43671,106095
634,38925,659881
4779,75000,2008001
1488,93671,631899
7437,50950,41046
2184,17089,158450
2026,27849,182017
96,54747,58891
2975,3166,33379
5317,87342,227591
5760,88608,233474
3355,85760,1013778
4716,97468,43277
2026,55380,2155943
4906,88608,972653
4051,3798,268884
8101,71203,68534
6140,83544,203864
6045,71519,89103
1520,4748,19267
1077,67405,263743
1488,44304,326954
855,5697,5409
8291,96203,93727
3418,16773,641233
33,67089,35502
4178,8862,280491
96,31963,109987
2248,90190,552686
1267,9495,24813
1773,96203,976017
6867,32279,23759
5760,27849,575082
3387,57912,607147
4304,94620,645199
6741,1900,193384
9114,34494,1323621
7722,42722,572193
507,84494,351402
5254,1267,24348
1963,19938,127401
2596,81646,69311
8893,49051,205434
8924,75317,1365918
9209,42722,309724
7848,46203,52330
8766,81646,22368
1330,87342,281480
9336,43988,213768
5159,32596,71007
5602,13608,473198
1045,15824,179754
5570,58861,296467
4209,45887,1613857
4906,52216,27782
3861,21203,39034
3608,89874,76841
8133,90506,327545
3197,18355,1891548
5159,70886,818595
4336,31646,296174
1203,46836,505695
6140,31963,726998
1805,83544,52309
9937,87025,83128
1425,69621,1386321
128,87025,599796
8481,72152,201303
634,23735,361884
7121,29431,12834
9177,32912,149445
2975,54431,272105
5095,13608,119574
4874,84177,1699325
1457,1900,280983
602,43355,85951
6203,50633,389138
1,27532,70
5633,59178,1194030
412,51583,695140
1583,85443,434200
697,91139,329513
5918,55064,251737
7943,8545,297068
8291,1267,279431
507,36393,15383
9209,77532,671252
3292,62342,354020
7437,21203,41334
5728,76583,229360
4589,13925,880868
7469,50633,288603
1140,9495,934229
8355,88924,206713
8893,38608,464716
8196,25950,29554
3672,12343,22656
539,1267,11078
7690,73418,101120
3703,65190,1364276
4146,55380,251477
2248,48102,1867703
6867,37026,74262
5633,1,20240
2564,75950,252172
9430,57279,767847
5159,14558,22580
1583,16773,630928
7374,6963,1028697
7500,7279,467784
159,56013,239382
8671,75950,73471
6108,14874,815769
5380,51899,471951
602,4115,410906
8861,1900,4028
1646,44937,90283
128,35127,311909
7564,77215,630922
8386,31646,551964
4241,70253,496514
6962,84810,154991
3640,75000,485816
3577,96203,735013
9652,50633,536086
317,38608,205201
6013,49684,223735
1931,46203,442704
5760,73734,210403
1298,74367,445103
8355,17722,82775
634,74367,224978
4020,37342,394627
8576,51583,95316
919,35444,1228969
3608,62342,248692
5697,72152,11594
9177,10760,401264
1583,57912,106459
5475,42406,587461
7722,80696,439288
7121,44621,705106
7089,1,27735
507,57279,975473
9684,35444,116336
2627,41456,209205
5950,54114,1265031
3450,46203,313193
8386,67722,176025
6804,18988,11787
286,77848,111181
6393,37342,120726
7057,87025,383959
8924,42722,128132
8386,55697,1022770
3387,1267,353718
8734,26899,1199802
476,53481,867080
2817,634,94025
4273,9811,78281
8893,65823,183087
8038,56013,461457
9462,63292,68692
2944,42406,274914
8165,37659,207315
5823,16773,696780
5792,69304,423602
5475,1267,8703
6741,92722,205877
2532,54114,290172
9968,24368,338473
4273,86393,320021
5159,37026,88095
9779,49051,426545
412,92405,750835
9937,9178,229444
3766,24368,333146
6488,48735,43077
3925,52849,133129
317,4431,69328
8228,46836,3806489
8323,28482,561752
2279,55697,12225
2691,46203,1587997
824,86076,490485
1678,12343,31900
3355,3166,49959
2596,20254,210368
7310,80696,238329
1710,88291,1789766
3513,78798,827173
2121,98418,51123
2121,59178,20318
2564,10127,647761
2121,52216,1268170
349,9495,523009
476,46520,377824
4209,39874,19420
4779,68038,908275
2089,64241,38525
2406,33229,399172
9430,51266,148096
2880,22153,186073
2786,29748,238042
7405,64874,60009
824,15507,404537
2722,32596,121932
5285,25001,3582
8133,43671,425915
5792,74684,437540
2437,41773,210643
2564,32912,365633
7342,21203,162632
2564,5064,306379
2026,92722,444579
7817,56330,31708
476,71836,567
4558,16457,136634
349,82595,434374
1172,6330,485162
9399,1,45141
760,23735,1522099
3070,41140,107561
3798,2216,618081
7500,96203,2515
1330,14558,47120
5602,61076,1091425
6994,81962,843
4368,67405,134084
760,50633,745316
8260,15507,406538
8323,71203,165624
5633,77848,23107
9019,82912,985043
381,29431,309438
4779,46836,94111
571,68355,945522
9019,1583,222556
1457,11393,742328
5633,44621,238428
1457,42722,232964
3039,80380,1855101
8513,88291,411323
5950,4431,71587
2248,62975,626642
2374,53165,24435
4716,74684,203473
1362,24684,735966
9462,7279,1082054
286,25950,323848
9367,17722,1210
7564,15191,6318
4304,93671,21100
5317,25950,259769
3323,34811,772468
3102,66456,210085
3134,67405,4226
2248,52216,164625
4494,69621,818773
8101,27216,162615
4336,90506,129201
4051,56330,894975
760,47152,310327
8513,12026,55439
4368,19621,1522427
7405,14558,571479
3292,43988,550565
4273,42406,551699
5254,21520,116854
6962,94620,1136891
8734,33545,1182489
7152,71203,988663
3861,4115,70321
9114,68355,482776
4906,48418,31008
9589,44937,37600
5349,54114,430891
5823,33861,37572
9399,46836,42810
3292,62975,667531
9715,64557,1262130
9114,23102,15125
5285,80380,204032
349,64874,82185
1235,71836,46501
5633,95253,1720543
4526,87975,272831
8987,37975,303128
349,36393,773211
8829,40507,115282
3482,16457,206387
9146,98734,91216
1551,46203,57421
3418,60443,111505
5570,31963,720631
4115,4115,387865
9082,53481,370012
4146,79747,83868
6424,11393,2827610
2659,56646,715057
9747,53165,658398
1140,95570,14646
9367,66456,55218
9557,24368,181955
8038,53798,634241
7785,31963,972195
6361,33861,83118
7943,44304,439903
4431,12659,1472852
5950,59811,232017
6203,82279,279813
6772,66456,567026
1646,24368,1533370
2975,55064,184658
9051,99684,388241
7437,34494,236616
5792,79114,1356514
8513,30380,82585
7500,67405,278233
9114,49368,436267
2564,79431,1025363
6140,49684,164728
5570,25634,126711
5127,88924,330434
7785,78481,133526
7975,6647,17706
634,82595,46036
6899,85760,691864
7247,97785,131877
6772,75950,165108
4209,86076,1036315
8355,48735,155571
5412,86076,545853
1330,30064,1265072
5380,51583,1098377
855,1900,296605
3640,10444,682321
4304,59178,693066
2121,91772,279689
286,16140,628764
4558,62659,923217
1362,96835,419227
3735,12976,381221
6867,49051,185966
8450,73418,1035150
7342,74051,132073
7026,69621,338892
4051,50000,937804
3355,43039,130558
9494,72152,429197
3134,47785,470395
6329,56646,108184
4304,4748,112431
4621,51899,206603
6235,94937,66781
9968,10760,422497
9399,62975,15222
571,18672,43959
7057,65507,273923
2437,37026,215257
7627,68671,63537
2153,4115,1674276
254,80380,1291032
2659,29748,1040159
9146,39241,110787
5538,41773,1034428
8291,27532,432167
9589,17089,29071
1931,76899,712927
5412,78165,36392
2849,70570,332030
8671,25634,684296
919,68355,1285082
6931,69621,624379
7658,45254,44333
9557,2216,778695
1773,30064,248925
33,44304,2680
3323,24051,58657
9114,44937,54751
8956,14241,1740616
444,45254,181239
1077,46836,284373
9557,35127,99317
444,66140,404430
9620,87342,679334
5697,48102,788387
1615,40823,533448
697,43988,206257
571,25634,516563
2184,83861,107575
4336,78165,297675
5032,57279,365753
7437,69937,291722
5823,64874,7870
6678,11710,2824304
9336,28798,91345
7912,92722,238915
6804,97152,245673
6867,61076,770568
4906,62659,472588
3861,2533,79914
507,21520,8654
6836,39558,81970
9367,89874,345327
7564,91139,959600
602,45570,98565
6899,8862,64857
3007,37342,244002
7627,317,86890
6361,95570,211194
8703,68671,358185
3482,12343,418210
2627,61393,21458
6583,2216,176689
6045,97468,75679
4146,62975,872225
5443,62975,40106
6614,58228,28545
2311,39558,347289
824,5064,462239
665,13608,142892
6836,42722,73851
1045,3482,511853
7247,11077,678966
2216,82912,20171
4937,73102,445711
2975,70570,318424
8576,80380,267452
4874,92089,548694
2596,15824,13204
8291,41140,2516707
665,82595,189212
1551,83544,494134
2754,10127,1541721
8355,34494,400670
8038,34811,104012
9557,17722,327154
8101,12976,35864
1710,5064,2029013
9873,13925,314344
1646,89557,1953025
6772,83544,433557
3134,87975,36601
3482,48102,346900
602,40823,107616
5855,36393,452648
4621,42089,434689
507,30380,1775822
824,48735,28506
3450,57912,289589
1488,71519,120849
4115,20254,1091505
6899,37975,193652
2975,92722,1523227
7500,84494,123280
2849,52532,139743
539,39241,872911
9652,28798,1487687
2754,48418,439023
2912,74367,758297
6298,16457,1162869
2058,61393,77780
5064,71836,111404
9715,1583,521118
9842,86393,180218
7279,1267,441791
3798,67722,1266660
1172,14558,513098
3070,90506,3696
3672,36709,287630
128,31013,12825
5443,45887,900668
697,37026,217340
855,62975,846043
7405,13925,86774
6741,43355,329511
6488,31013,2267805
8671,90190,36266
4399,67405,63270
33,47785,18003
6266,20887,2297986
9937,78481,477920
5697,37342,114316
6203,90823,949952
7627,42089,193121
7342,72469,384073
286,84177,613162
1045,27849,453369
4937,45254,277792
4304,44304,424546
7880,91772,1280225
381,95570,363254
5032,52849,55892
8355,94937,140831
8418,73418,21447
9272,93671,98506
1425,50000,754976
3134,31330,1383090
5855,70253,176054
3387,12026,781947
7722,79114,268876
919,81013,268549
1014,51583,2143063
7595,79747,156927
9620,10444,282647
6329,18355,819568
3355,87975,78380
982,8862,332463
2564,19621,298058
8260,84494,193522
9873,1,35628
3672,634,308069
4304,66772,345044
7469,73418,30501
3387,75000,495998
9557,33229,158024
9810,4431,36925
4146,91456,242515
8671,59811,21804
5380,82279,1203464
4747,81646,540478
2817,55064,173815
5760,82912,51811
919,67722,324999
3102,35127,205386
4178,31330,48533
1520,17722,230228
8355,86076,86354
2026,30380,271114
6456,59494,148220
1900,38925,38512
5728,21203,987078
4652,61709,1666559
3355,94304,31630
128,97785,202569
6329,78481,567214
6171,7279,16264
5317,62026,294822
7690,86709,209671
6931,34494,307103
2248,42089,568057
2722,70570,395499
5665,21520,12155
7310,73734,35781
1773,35760,1155904
8608,55697,1194957
2596,4748,499655
7658,71519,399339
919,88608,184900
8450,45570,1262857
1805,14558,166550
6235,38608,117252
3070,21520,982841
128,35760,797839
4051,52849,867023
7374,50633,439543
1488,32912,328360
8766,70253,61292
6140,20254,1875742
6171,27532,142837
5190,68355,1165236
5918,52532,268547
7975,99684,227819
4020,41773,1222410
5159,75000,2032571
5633,74051,10522
3640,18672,1288744
5602,33861,1592
8038,78798,1217773
4209,82279,78149
8291,97785,214668
855,62659,590787
8956,35760,1728982
7753,93354,110446
1140,85127,203588
4146,97785,159000
1583,83228,2004714
1520,70253,894130
6646,31013,48717
5317,53798,648585
476,81646,533135
5981,25634,831260
9905,31013,117575
7121,74367,1247548
1773,51583,2022
7437,4115,36143
9873,54114,21860
4842,7279,402350
4747,96519,180708
6140,25634,2714237
2311,57279,407016
3418,75633,52549
444,50000,1162688
2216,67722,337718
8861,28798,430804
665,58861,203587
8228,77848,293582
159,950,699
4842,45254,2346
8576,8229,644858
4146,15824,1902481
6424,72469,185414
1615,38292,652482
3039,72152,174997
6424,9811,27484
4463,60760,582537
8260,83228,252312
3292,98734,171829
9779,11077,1208054
824,17089,583182
8228,27849,180540
1014,15824,69090
6108,69621,194515
8323,4431,179680
2596,6330,326282
7912,85760,662358
6994,94304,243457
7310,2533,201874
3545,2533,1611764
9177,45887,212796
5349,71203,173312
6804,89557,2629005
6551,98734,204531
4526,90190,123779
9399,41140,81311
2437,57912,369134
8165,73102,175898
8829,16457,64541
5792,68355,78998
6171,74367,1132384
9842,58861,214853
4463,65190,262199
1425,19305,853385
2817,79431,87848
5950,17089,626651
9051,71519,29596
6836,89557,204134
1045,74367,116833
222,57595,891686
3766,25001,70125
9367,89241,106919
6646,77215,503218
1678,49051,186864
8608,22153,478352
4589,10444,342427
8196,8545,323906
3893,15824,335366
1077,2533,542227
1,31646,97
6329,72469,4456795
4178,4431,50645
7152,45570,2353229
2153,6963,82078
412,12659,399987
2754,85760,54928
5380,77215,100797
9209,74684,281827
634,81646,412386
7848,9178,131074
2058,13925,178598
792,35444,77891
5254,67089,29947
9842,97785,382253
8101,27532,317233
9525,29748,447847
64,91456,122056
6424,317,29622
8386,35444,1856525
8228,21203,608248
9652,48418,135825
6931,33861,2200690
7057,10127,400263
3545,17406,351996
634,56646,563491
2912,29115,53348
381,46520,50830
4526,22153,79986
64,16773,6815
6140,47469,132689
2501,91772,341459
5981,67405,168561
6361,60127,616901
1741,14241,558558
9968,317,317181
5918,15507,479950
1868,9178,40936
4684,32596,1730730
1298,37659,113174
3640,80063,27282
1741,62975,955071
4368,26267,47143
7564,29115,99105
6013,23418,70705
7057,317,86097
6614,95570,123246
9051,13608,463641
4083,87975,2763
9905,9811,904151
6646,15191,123377
4368,95253,212277
507,67405,791097
9019,37659,2243748
697,27216,55384
5760,79114,552737
919,18672,95483
7405,8229,481966
4431,60443,2523789
3387,54114,1306545
4051,8229,17539
2279,5697,8222
6519,28798,417648
2343,24684,73632
6361,87975,114968
4874,78165,274319
5095,45254,340979
8291,47785,37417
1045,40507,101268
4336,88924,87122
9715,17406,122064
2754,78481,4304
444,65507,43796
9557,45254,145251
33,72152,10200
4906,87025,361315
1203,34178,487329
3165,13925,478975
8481,99367,53642
6709,73734,196373
381,34494,62929
9114,22786,22424
3323,32279,541126
8798,24051,173667
159,41773,383590
1140,1583,566956
8386,25001,221286
8260,6963,544317
4431,18039,35203
8608,12659,892495
6646,66456,35694
3988,22153,1185288
5064,25317,61341
919,13925,174813
7564,30380,76260
9367,6963,28889
8893,39241,563986
222,99367,639440
824,52849,206770
1235,80063,79546
9304,20887,351200
5159,2533,257380
7310,18672,548864
5380,15824,252276
6108,83861,60045
4937,87975,71160
1,35444,77
1994,54431,582230
3893,71836,36759
7627,8545,905517
2912,59811,241449
8291,1,29779
3260,33861,32290
476,2849,19340
6899,75000,159189
7785,97152,44929
64,6330,346
4779,60443,352446
3640,68038,347853
7722,30380,147981
9684,75950,32121
6361,41140,133768
7975,62975,559179
1425,35127,273129
5507,50317,30993
2627,29431,87980
3577,64557,50135
571,74684,1169880
3134,16457,140245
5760,55380,597530
4842,15191,68501
539,34494,677938
4399,38292,3910
9019,45570,232827
4842,96203,1249027
1077,96519,38268
5633,60127,1419779
3165,8229,13858
3134,94304,451214
7975,10444,377665
8038,44937,48978
5570,93987,304843
8070,63608,142128
7152,39874,13602
602,24051,218377
6076,81013,1252656
1868,72152,23344
8576,61709,373135
1994,11077,214806
8671,86393,781265
9241,7912,156138
602,22469,31320
412,88608,209657
7469,40823,281630
3925,26267,742172
4779,66772,201644
4083,3798,308095
8165,17722,413619
9082,92722,39469
4716,95570,1769577
5792,62975,261007
5001,99367,105109
697,80063,337678
729,87025,610221
792,24368,662305
7532,71203,664214
4937,19621,215543
128,85127,197479
5507,2216,430049
2184,44304,13938
7026,94937,561486
2722,34811,58379
2153,7279,82084
5285,90823,249403
6931,40823,784088
5349,62975,55032
3861,86393,260323
9715,81962,993681
9082,49684,127826
634,78481,231218
5633,12659,944165
6994,9495,146267
3798,9811,328134
5570,11393,339641
3608,1267,284010
3988,18672,144026
8228,76266,471709
3545,43671,111861
5317,30380,148637
4273,16773,3984
3735,31646,30380
1900,23418,245628
381,56013,208107
919,92405,590519
9810,14241,145970
5728,22469,28612
5886,70253,902015
2912,53481,225237
5918,78481,107409
5538,39874,241681
5665,11077,2624
2501,65190,31935
5792,96835,577624
3260,11710,1418862
9684,31330,323277
5633,88608,874850
7121,75633,419862
1868,2216,459875
1773,23735,935459
1994,8229,577900
7279,93354,1441228
1014,38925,790165
5633,14874,247530
6456,41456,634931
1615,34811,90255
7532,12659,1140479
1457,74051,35329
3134,29431,161488
8038,4748,614380
9905,58545,364251
7564,75000,69657
8165,24368,129819
9146,58228,475771
6994,72152,7716
8418,53798,91417
6456,88608,598066
3292,19621,652100
5886,60760,222769
5222,5697,89315
2248,64241,6647
6962,93671,321396
7405,17089,134659
1868,90823,396209
5475,55380,283596
4020,56962,830373
1963,95886,366792
8228,73418,702400
9272,75633,450601
9905,34178,28105
1710,19938,65491
5475,66140,2051463
1488,4748,623229
1298,93987,487867
6994,15824,422010
9209,54747,163622
7089,98418,236351
855,99367,1447468
8798,26583,165471
2248,82279,174991
3229,74367,213699
5475,78481,608088
1583,29748,355256
4652,49051,36756
8133,63608,282418
5001,37659,805134
4115,96519,1271927
1203,30064,43764
1900,73734,632913
4463,33229,212376
8671,78798,126512
1203,96203,689095
7310,69304,1690481
3418,78481,1011495
7880,78481,267069
4115,65507,973813
7595,32279,453717
381,68988,1123479
5349,37342,89493
8386,55064,132527
254,20887,296764
2754,67405,1014788
8101,24684,1298704
9272,74684,192568
697,55697,405278
2248,83861,711103
2089,50317,957
254,66140,365741
6678,83861,451771
7247,54114,200942
1583,73734,389130
3798,45887,532011
5981,78165,188318
2089,6014,157865
1298,3798,54973
6931,59811,296184
634,53798,254934
96,57912,27964
8544,34178,448014
3513,86393,41649
5285,89874,66838
6646,40507,167799
9019,46520,1309180
4020,14874,95480
697,75950,1121178
6235,97468,130106
5760,78481,279468
6836,81646,223753
3988,41773,651895
5222,37026,401750
4020,14558,235216
3988,41456,118773
1678,22153,1043145
7374,87025,421753
5981,90506,12626
5918,62975,225164
2564,40823,308835
9399,41456,615066
8260,94304,424093
7532,94304,729789
8703,16140,560984
4589,96835,106060
9779,39874,45745
729,96203,582038
7658,60760,313512
9810,52532,38678
7121,45570,267730
5792,9495,532217
2216,14874,95619
6235,65190,121910
6709,51266,710284
2089,43355,637508
9304,54114,126660
6108,25634,1096075
349,11393,46718
4399,27849,413173
7469,65823,90811
507,29115,324833
7469,48735,283458
6772,95886,569267
9557,34178,363099
5507,98101,68608
6678,76899,68254
1900,34178,90058
4399,99684,88725
9114,52849,122905
7722,38292,195015
9272,69937,492105
317,72785,30680
1741,17089,199667
3229,83861,324384
665,54431,691177
9842,88291,220785
3482,49051,47589
5349,12343,269427
9747,45570,73467
9209,70886,1832246
5317,17406,345790
2248,15191,107116
2279,75633,3187359
8639,55064,64463
5633,950,206093
7152,59494,190686
4684,62026,211874
4463,61709,1711415
4558,50950,151343
6171,8545,49686
4906,59178,283121
4494,47785,67524
33,51899,45429
4368,9811,101891
5475,34178,57655
8355,9495,358714
9336,20254,622561
1583,89557,51298
6741,23735,157819
2849,46203,1551435
5855,39558,204708
1741,74051,723974
8386,90823,326815
9019,31963,727660
4463,21203,157495
5823,69937,272304
5697,83544,13961
634,57912,61131
2912,23735,33512
4494,41140,843720
8260,87975,379707
1836,92722,263566
2754,54431,691498
128,59811,318694
2121,19305,181625
7848,50950,105407
8291,95570,29379
1298,66456,329874
3292,95253,1000429
8924,5381,147726
9241,4748,176914
982,74367,318815
6266,76899,2006
1298,92722,178427
5001,38608,158007
1045,13292,50409
9209,19305,97448
6646,41773,275332
7057,45254,37710
2849,34494,296054
3577,91139,128354
8101,25950,167268
4811,57595,345983
6804,94620,162399
128,68671,172626
3355,72152,47523
6867,18039,252785
1488,4115,739421
7912,69937,420022
9905,76899,98497
8070,44937,19434
9620,55697,4696
2691,51583,558451
2786,70570,3582730
4874,76899,94013
5728,64874,95453
6836,14874,2027066
665,96835,1773287
2975,73418,460856
1330,44304,433992
7785,81329,172220
5981,44621,171320
5095,20887,601191
412,77532,106597
5950,82595,1086667
3830,90506,2241103
9336,31330,126084
9937,33861,308135
5886,45254,96019
8323,76899,10351
5190,56962,102923
1077,75633,123361
9367,1583,464869
7595,66772,33347
2248,60127,662479
8323,6014,823442
1646,25634,441382
381,31330,126483
1014,32596,103961
571,34178,20208
2564,82279,438433
1994,45887,948931
2311,82595,197759
1646,93987,226955
5254,86393,146617
697,1900,41686
4937,44621,575883
4494,20254,605012
8196,317,218324
5190,66456,1356408
3323,95253,5608372
9336,8862,183256
191,61393,43468
4621,64557,45807
1741,53481,212821
8070,63292,387107
5570,46520,1393029
4842,40190,160478
6583,80696,222963
4431,15191,582265
1615,37026,177056
982,34178,9259
7627,94937,55076
8924,34811,950511
7848,25634,137830
6456,74367,744940
9082,34178,126668
5412,87658,1513369
2627,82595,138600
5981,24684,4084
9304,68038,279834
2754,64241,279104
5001,6330,157839
3735,88608,4777
9684,50633,431345
3482,15824,64944
8260,8862,1862065
381,72785,665452
4969,47152,96054
1678,37026,150459
9272,58545,597724
2944,42722,223472
3387,93987,353760
4684,28798,923849
7690,31013,237934
