@relation SortArray

@attribute ArraySize numeric
@attribute runtime numeric

@data
1282,95419
2843,182710
2333,133329
8004,554633
784,52340
7951,665124
7379,635731
6979,503588
4811,307153
9555,747334
6404,390479
5494,382584
5666,340835
3230,179739
3265,183175
8878,568211
5885,358243
9316,661148
8553,541355
1532,81223
7000,447890
4217,418621
7616,484895
3691,212852
5167,310207
2100,112053
6692,447972
5772,422013
7008,476524
4704,322424
8780,689881
2248,129444
6834,464038
3169,192964
6520,393598
2536,198436
8202,682321
547,30169
167,6396
8686,598737
6654,439545
5964,390429
496,23894
9794,661132
8543,619023
3589,207389
2199,118239
9518,622778
8754,574084
5539,340146
1683,87594
9502,790870
2920,184365
5896,362513
9002,583559
8343,649124
1632,93744
5362,351166
5513,357102
6638,602323
526,31293
6877,478227
9191,623346
9166,647184
3191,182411
8961,616578
7040,442446
7273,449033
6594,420982
1514,76622
2346,123027
2033,106452
8807,635903
1354,74086
9450,655264
6925,566296
9413,653803
1028,50036
8876,566938
8694,696321
375,22515
1646,107007
427,23307
373,19325
7544,557061
3627,257267
2789,164099
2953,184829
4257,332331
8852,810265
5294,341678
7740,482064
8722,549580
5071,314000
1168,96911
3811,219973
7505,474206
4227,259048
7783,481047
4511,297214
4597,272874
9517,606267
2048,121750
2722,150362
8754,549152
5576,328662
4809,281374
2413,127536
6660,409235
9022,662046
9107,726576
7276,519271
7018,585853
9134,831489
3660,272537
6380,418176
1583,98099
5363,363567
845,45100
1853,113381
225,9388
346,16400
7117,539687
2743,165658
1100,59393
7606,521487
1499,78260
3376,189482
8078,514908
9091,583600
8708,553422
1652,87616
7773,513400
9672,638660
3573,507001
6458,777664
1587,88947
7894,537084
1451,79256
5129,437635
42,1537
3849,238808
1586,88216
2102,121079
6813,457230
9571,672938
4560,300051
294,15018
6089,421180
3181,236465
4525,285682
7765,521138
303,13887
2605,154136
6426,419241
8792,643168
7715,490494
1471,93505
1410,90123
6410,396048
9830,626945
9052,592793
3807,220779
4924,346819
8296,756351
5386,376318
8664,598631
3715,235366
9842,763983
5842,378648
7,160
3203,217694
1745,91285
9707,674553
9049,589010
9938,661545
9779,632357
2453,134344
4307,250970
5852,351961
2379,129621
4808,295570
3998,260324
6921,424703
6193,419228
7339,515722
3161,252554
6140,403460
2379,139607
3540,216978
810,40539
1705,106923
1258,66862
7031,489515
7334,455864
864,41312
3893,221775
2755,152311
62,1993
1030,49733
9204,587960
8842,579725
9505,617334
3500,203331
6107,382921
4481,306434
9673,712275
4293,272208
4855,314692
102,3471
6426,398600
8509,539581
7118,440913
6710,417161
2323,126441
9743,617551
7854,493034
6121,374873
5565,363132
6524,399734
9446,1037781
666,65863
1280,140017
5461,798850
4189,246208
5780,372571
7109,478540
7875,515147
2637,144153
1104,54563
3273,182458
4436,260849
6951,461324
8266,520198
2222,118517
1998,105573
5193,303401
4846,285180
690,32437
785,36059
2436,134671
7468,466937
3735,216091
644,29634
5925,357187
3209,196560
8496,536671
9498,697680
9130,649997
6482,401444
8519,537331
6750,414675
4726,279291
8118,514043
466,20611
8508,525135
6094,374447
1361,68630
2498,135067
5218,312181
8710,576108
5211,327827
8324,522966
3506,225760
9139,567593
7654,515283
708,33342
1944,102182
9496,607991
6018,414997
3517,226506
2566,167171
9067,562262
1652,84195
3757,215507
3030,169026
1888,97861
1743,90205
8127,523734
9316,596770
4810,283348
5900,358802
273,10006
7491,499880
6413,387770
7528,461807
5172,318168
7890,485975
7564,518514
1718,102502
283,10773
3472,192961
9954,639256
5705,344611
1797,94492
7573,500876
2504,137557
8498,534391
9825,623855
1327,66438
8349,524517
7365,460180
3898,226890
7414,506001
2410,142536
6445,396212
7,171
5105,303579
6940,446917
1365,68354
6019,368856
6914,422305
4796,284428
2288,125012
3655,208159
5799,348791
3438,194680
51,1409
7704,483156
4360,255035
4270,251777
8801,598780
5782,351648
5167,310059
8011,556227
2327,121720
7314,454705
8461,555007
7695,485588
6268,384043
2072,110748
566,26204
6818,414337
7802,544936
4804,622229
6293,835404
124,8666
2326,263629
1886,175338
4851,466307
955,80170
1669,150755
9212,1023544
5830,351078
8454,527131
5644,345037
3627,335166
7341,457975
6375,417310
7562,523250
1723,88852
1382,66403
1533,76981
4192,243517
8883,568857
1482,75959
8888,585525
99,2838
3778,218563
9460,606023
8134,520087
452,20141
3147,177304
4144,239208
2335,129020
8906,573146
4729,282849
7884,493174
8061,507601
1415,72293
7597,468198
3984,227517
3519,199696
7329,461093
3218,179624
9683,747951
3373,204650
7198,447643
3055,197608
9781,624152
3445,197028
1022,48983
9219,584968
4789,285065
1183,59224
9338,604175
2061,109959
5484,330817
5442,321124
8407,569694
9975,671218
442,75378
7404,1029102
8512,1106552
5041,528738
4310,441441
9206,971380
5749,347261
3222,180932
2771,151881
8244,511529
1449,73135
436,18393
1619,83447
5141,306548
1026,48741
3435,208071
6917,431366
3411,193098
7574,494813
2818,154967
9825,622989
6727,446193
7888,493175
6313,387032
8283,523973
1715,87590
4848,284704
4516,289725
6706,448741
3563,221026
7025,549201
8259,615148
1023,53519
536,26343
3626,235076
4601,302174
4191,484985
6768,527149
2193,127347
9344,677973
2441,143527
7398,724686
4723,322914
6335,415437
8917,625765
8840,562468
6202,379603
7790,527538
6746,409845
7356,518197
5663,341989
3170,204028
9095,571762
3097,174031
1321,66515
1164,57195
1957,102010
9324,648232
1682,86586
6996,435750
9466,619225
2469,171213
6387,489815
7369,535222
8928,684897
4500,341278
4658,294117
3025,185266
7518,511003
8002,531136
887,49811
3597,274776
8637,596400
8026,612335
4006,251079
3870,239461
6928,493843
6898,425355
4407,256488
2694,198109
2079,110555
6640,408985
2438,131970
8071,522846
5942,370701
2602,150599
9825,645574
4141,480816
8331,607198
2118,122112
9140,635314
5404,498383
9030,651703
1027,49771
4193,267810
1483,74312
5522,329733
2406,128043
9868,868911
2625,181271
5715,472878
6030,490312
6825,427992
2073,111452
3121,176654
7066,435944
3094,197777
8924,636013
944,50235
4747,302881
1198,64425
10,220
60,1940
2620,152594
4906,368925
9494,660787
2359,151614
6740,506439
4053,316362
4929,315051
5972,391311
9599,955752
1986,124499
1211,66089
2532,160316
3484,231786
7082,505140
2429,320524
4170,258762
1580,81057
3549,203883
7825,486048
8396,587083
598,27383
7496,541697
1060,67210
9686,657851
6518,434243
8187,562974
996,52382
1307,70844
3612,221116
2190,126422
4194,265016
7812,599674
6750,617278
3301,228889
1289,84092
1551,76435
3213,184011
1679,86950
1712,89562
2592,140567
7071,436919
7721,570635
2626,193562
11,443
3393,209710
4708,298307
7410,603506
3882,295996
6536,567785
7100,486555
9403,597909
4971,288680
9843,697501
1523,79308
1546,79437
8183,542712
6580,408511
5406,324415
6511,447038
3977,228384
5704,339172
4746,321746
8575,551086
9877,683993
533,24415
3733,428703
2912,159598
8438,537433
7839,493718
8040,505159
8204,516718
1380,69249
3189,179772
1155,70127
4175,325564
6050,452129
8325,567902
353,16845
7071,563213
9300,675682
7473,503756
934,49431
6962,535536
2689,178626
636,31430
7414,508222
6947,532720
7717,484985
9712,629768
5937,357925
8869,635852
1180,60101
2136,114439
2017,108365
9065,590598
2965,168520
3242,185741
2374,134457
2710,362140
5023,294673
370,15876
3135,177020
3229,182401
1073,52142
5547,358073
9492,628163
1785,106126
2057,159598
9875,694543
75,2525
759,38097
4929,330903
6239,546006
9078,626850
2273,121421
1176,59327
8512,538322
252,9272
4969,370877
2960,186838
8476,680078
609,30469
7950,538365
8293,589940
5668,370275
8074,550113
5391,348968
7086,477056
751,37493
7877,611863
6764,442885
3420,197089
9368,596880
7184,475355
4373,256543
4340,265211
1858,101976
8476,642104
7947,619136
1554,100964
8985,637043
9785,684308
7879,494722
9130,643857
9799,635017
9180,603173
3057,172492
7466,464787
2594,141682
5093,329364
3325,198645
8906,558491
8095,568823
3309,189735
9365,687114
1317,67841
7541,475392
9571,665950
30,794
6479,418404
3064,184108
9154,713202
8114,513913
121,3960
870,41225
8068,510277
1726,90470
5076,355114
2610,141800
312,13422
9607,621602
9527,651498
4255,249554
910,55099
9848,872492
5582,339939
2922,161599
1355,67385
4221,243340
119,4162
6850,425920
8983,571795
9920,686552
1624,83995
1100,53260
5021,300410
5421,325841
5698,342833
641,29535
8,212
8617,545156
135,4548
2264,122294
6801,446697
138,4356
9427,593179
5621,365115
7744,487419
9796,717837
3934,280854
8074,551930
4474,275494
3967,230558
6086,364184
2044,108451
8401,517240
5323,311790
367,16070
650,29584
6346,382949
1944,103468
2999,168836
7309,494269
9753,629345
5554,356352
1847,96625
267,10059
930,44387
7423,461587
8501,540435
9580,670034
3060,170027
5472,329540
8274,525400
2003,106140
6466,387218
4137,239906
1631,81875
3073,171550
5410,337309
133,4400
7968,506496
7055,463253
4400,260562
8830,547974
1841,95671
8937,559832
3023,169231
6814,418340
7990,503522
3017,165780
1514,77405
7901,562169
9473,688626
9132,600306
4525,278220
9013,569659
3240,182173
4143,253321
5124,307113
2086,107798
1092,51129
4292,251873
6548,408258
496,21699
3876,225479
4398,256556
2902,161908
1037,49729
7513,464524
1222,81788
299,15377
4718,277098
112,3652
9681,625202
3762,216070
2214,117623
4922,288736
1157,57716
941,46416
1667,85591
4503,262714
3076,172810
2179,114695
8713,568463
5601,342427
3939,225258
290,12416
643,29394
1547,81076
8948,1179755
3942,433187
3266,326507
2136,201165
7641,831338
4095,307161
5729,346078
5088,304643
5021,298132
2599,142025
1578,80451
4466,259914
5135,347465
1392,76988
2863,181268
4781,321093
9415,616412
3507,212323
6426,392255
4824,282867
6830,422198
3295,184721
3000,168242
6615,406094
6138,374653
1441,72572
8124,513514
2125,113465
2082,109474
898,43850
4925,295346
8172,508233
5934,365453
9641,688846
6623,405059
2099,112290
8031,497935
5791,348999
9965,642726
3206,177730
5358,314183
9881,624219
8650,545843
4992,299343
591,27892
3100,173381
2315,122790
5415,623184
7979,1076080
6923,856015
2022,192153
7815,865454
7017,756004
1151,101425
9606,1071110
8384,588336
2086,111831
9428,653262
8098,515051
6554,420894
7254,456349
9231,612302
615,31437
5987,364987
5977,360338
8594,549198
5116,332499
944,46557
8899,571802
3431,193334
6150,370651
1298,84715
4391,257158
9677,625290
1983,104210
5217,310062
9911,666043
5780,347504
6137,368048
340,14306
8051,523089
7866,525400
2470,185840
5467,327068
6297,481942
6523,433362
749,36700
8375,537376
8607,546673
6919,433591
3768,215236
1481,75339
6885,420896
1889,98123
4698,278102
3571,202685
5269,315728
9299,638911
4317,255408
1570,82185
2084,112089
4298,264597
5,156
2738,161361
5144,305750
2880,158666
3654,210258
6980,449500
4729,277219
5061,296619
3783,215733
4693,275798
7112,440681
6308,381064
958,46580
46,1278
8864,564095
7476,942304
8716,1200194
122,8901
7129,774531
4665,489403
9637,1037489
6284,455855
454,21523
8412,558797
4261,265338
5853,429874
5044,355487
4352,276070
1192,63727
4077,259345
4314,338345
7823,639557
3864,287887
2163,130215
4082,289526
4021,252214
345,15916
9431,800632
8934,617021
6680,433971
5424,351094
3422,195413
439,19907
5536,336437
6860,423709
6147,369103
7640,478820
5967,423843
4498,265318
9815,682311
6107,371717
6784,413942
9857,632375
9930,642056
2709,150945
2445,131704
9091,575191
143,5123
3213,178855
5830,372200
9468,653584
2912,187387
4420,435150
8875,1260491
1375,162108
9434,843496
5636,604133
9507,1057342
6609,444432
4800,309323
822,42461
990,51875
2065,119408
1209,71748
5180,338068
6918,457227
5357,387994
4959,296220
3943,228510
9374,638896
3644,212394
1052,51889
4132,249739
4386,324420
1043,51977
1020,48929
667,30828
5617,562888
1294,66806
5116,304790
7767,485385
2592,142876
4391,258357
3757,216147
8927,562668
9045,644958
3909,296557
9798,747171
9759,798141
8406,634595
3171,193759
1322,71818
7892,541692
8704,610368
2979,185701
1961,106578
9668,660751
5609,331187
7491,489750
3454,247958
1530,79756
2147,114431
7575,488977
1201,60184
6974,473479
6901,432121
1310,68271
833,40957
5977,589622
6912,426943
6527,396726
4182,239026
897,43076
8687,559413
1405,71302
1468,74594
5136,308713
1440,73908
4160,241449
2245,122371
4945,335134
3344,239763
9600,662762
3113,188837
4218,314296
6385,493964
3949,249054
7154,458054
9488,659282
7241,505521
4780,318544
971,47484
6678,463832
8146,555444
7510,500996
8882,700324
9765,625064
3442,229921
5310,318681
5411,328588
2653,148142
3892,262218
2699,152747
437,20004
9800,700062
973,47397
8715,789651
8499,617425
9708,677761
6499,561262
4842,345823
7895,508471
3900,225536
2554,140152
2585,139293
4020,231555
3133,213132
7268,456413
1439,75643
2274,120631
8842,562428
4191,246127
2572,140923
8733,546360
2333,125269
9733,628738
3965,262600
3588,205083
7583,472248
7784,536700
5932,387681
4950,481753
7734,551843
6407,510913
4012,302257
2867,171199
2170,123322
6214,411272
8190,652352
2272,145282
7676,558914
7914,525628
2744,159517
4830,290010
4245,304976
7660,484791
9552,663251
6960,427337
9746,702946
8321,550857
6464,491256
4949,325699
2971,165577
5160,307241
3627,214209
7087,439710
1024,49282
1314,64677
5760,345835
6584,401186
6880,492032
2284,165007
9647,654695
6111,599016
5612,380488
9592,780172
8710,647199
6177,416150
1421,77116
8038,559365
8454,526740
6295,390498
9483,669187
1442,81516
1501,84742
7070,518314
3528,226637
8028,574870
4034,259385
2190,135290
4053,259177
4041,257827
5053,298063
6229,378423
8384,526668
1157,71083
9747,736034
1524,85250
4679,309957
3200,193342
6526,535023
9213,636160
8635,736748
7416,565769
3640,272091
9367,652689
3005,193713
9303,679707
188,8258
2540,150673
6197,419785
8936,618994
4300,336897
2159,150084
9461,774595
6196,413252
6627,435527
1187,72301
7647,534767
1860,120719
9687,654038
2647,151870
6962,642476
7967,586535
9187,789787
4166,265714
4196,267245
918,48382
2526,146070
718,35185
2265,128928
8473,577351
4102,254070
1464,79509
5590,353599
9812,656203
88,2528
4052,232689
3444,198580
4327,249883
8560,561022
9221,589288
636,45270
3816,221194
2648,146321
8392,529793
7068,441835
7727,483474
3436,209942
9824,637374
3650,222261
274,10846
6713,408737
9416,612268
846,54459
8172,586539
9352,600557
7796,492910
8202,520865
3008,167743
6130,360607
7681,520808
4124,241183
5131,322153
6344,425777
7218,460900
2429,131246
6030,386617
5982,364059
2614,142959
2903,161769
291,12406
3091,181947
9976,645601
6551,396852
4714,278309
6296,380238
5472,352351
4038,230604
8431,530575
8870,616941
7790,492112
3995,229524
9678,688002
4636,275393
8690,574092
3046,171724
1701,88030
2077,145209
9221,698569
800,40024
3517,206278
5023,293605
8559,646127
4654,288094
1717,89957
7223,449731
6109,367060
8236,517352
4557,271596
3955,228730
1975,103597
896,69724
8685,557807
1201,58925
3072,172999
6485,424230
7834,484170
6106,371385
7515,468946
6107,398082
6481,398173
7458,454638
6418,427047
3919,225281
5407,327257
3808,219104
2106,110681
9700,613753
7465,489086
7501,464681
6093,366188
1864,111643
5593,370178
7317,491506
6678,412793
938,44781
236,8771
9113,570483
5442,363539
3026,170551
1145,56400
5826,350186
7344,454722
1754,91193
8677,544950
2869,158881
4372,295233
6139,375138
2712,148702
7196,520404
5598,395586
5350,320757
2596,141773
303,12881
1699,87222
8939,573395
9861,649226
4554,265334
2681,147289
7475,466057
1317,66917
8600,603502
5316,321531
4328,250632
7201,483958
8994,571252
1833,96308
3212,194334
5006,297446
6531,390841
243,8843
9873,712540
4745,326650
5966,493527
4229,285475
6241,407714
4586,297173
2695,146831
7400,454261
989,47708
9850,685914
1869,97884
9775,635868
8398,531211
1446,73259
6416,439999
5594,338571
8489,558478
4813,344272
4349,292490
7445,535375
6005,389190
499,22530
2603,144376
1550,80894
2603,143635
6072,370225
2039,109795
4133,238032
4457,259218
8786,677807
1724,123102
3850,225969
2236,121142
9029,576131
8165,508719
5166,311250
5485,324754
3590,243275
9988,651403
8818,584110
9620,616991
1187,59260
7660,507991
3751,220396
4134,239232
1509,75544
1748,105500
7902,529856
8053,549384
1581,87875
7811,556634
4762,346661
547,25014
5950,357045
3898,225931
1295,65080
7810,744279
5317,355262
2027,120749
4776,291168
6517,415858
7671,488324
4704,283844
909,44431
5736,407443
3485,279932
4768,281555
996,48784
4813,287277
1463,76396
3386,191735
5248,314860
6077,366319
5326,341411
6618,427110
604,28234
7905,496867
5002,315079
585,26545
6824,418098
3201,177670
3623,230267
95,3129
5753,349284
4731,280140
7395,487866
2645,147538
6134,370698
9276,576456
6422,898113
9366,752856
5944,678048
8154,900668
6037,615199
2635,155726
1468,80044
7320,490325
2468,144598
2289,134467
5024,362056
5149,385568
8891,616401
8487,775203
170,9033
879,60883
3189,300359
134,4724
5472,384797
6257,417720
7027,563010
7206,606102
8360,589948
3994,252191
7889,579308
6880,414884
1770,91548
72,2235
6944,429955
7704,498424
7200,497912
7680,500159
8338,626231
8274,549944
6365,425779
9925,675603
2958,176544
8314,777686
9432,719220
8271,569957
158,5430
3252,200905
3798,256017
9832,791289
8988,598279
3657,235281
4629,272972
374,16526
7425,723744
7016,507711
427,19785
5018,323316
4841,286877
3045,171008
5560,333323
505,22888
8781,670819
3063,170724
7559,500732
8692,547364
4909,291861
9686,636715
7637,470298
8530,542926
9799,629398
7095,526609
697,35106
1293,69236
8548,615498
9480,754216
2448,214828
7905,545960
8124,568232
8719,552651
2412,184775
8808,634303
7106,471627
8431,527028
2278,122003
3073,172296
8140,511770
7626,635659
2275,133790
6155,459053
5272,347768
5168,332662
2530,139994
3140,181924
7255,751364
1323,71622
7815,567485
7641,521084
7169,642252
9172,623414
2337,133958
5594,361988
2201,126691
167,6169
2323,132350
5006,350615
5106,316927
3143,177695
3205,201068
4206,273328
3900,225938
6754,476543
7865,537357
2106,121530
8857,856193
5805,458344
726,34459
9569,734457
4085,260672
6292,511183
2377,131560
7457,469815
4088,242650
6817,485432
7824,623361
6527,452439
235,9678
6693,464666
394,23642
3074,324725
4754,382669
6499,456198
8502,554949
1781,150602
3764,294220
5731,474475
6953,493239
7462,629254
3925,242009
1251,67798
2288,212049
5139,376957
1661,95450
5376,343408
6431,421299
8513,583727
5696,388553
3376,261705
2194,129415
5058,323366
1925,109248
1334,72646
3267,200098
4704,298503
3334,205876
8528,649175
8444,633265
6566,474400
4100,257084
9633,821952
8100,557690
2619,150224
2108,135343
4656,293525
9895,872252
2759,166432
5032,365546
5836,350641
7780,546546
9776,729421
558,39109
5720,351153
8470,563681
110,3713
8383,522339
6065,364618
1530,79278
7474,466111
6697,472646
4905,289028
3892,227191
1676,86454
9585,693875
9638,685311
6387,514545
5055,398490
6058,491974
1000,63124
352,18887
2815,229625
3244,239704
6821,458342
2846,175348
4991,314722
870,41474
9713,623798
5931,443645
8713,557123
6696,491238
476,21293
6874,421694
8793,592763
5500,335738
9354,597321
1473,76506
6606,456597
7516,585399
3670,237148
685,32902
8350,759448
759,35883
8567,539088
7063,486498
960,51233
7557,530710
6564,474479
9953,698659
5577,467966
1067,57550
6433,420694
857,40482
9504,693864
4471,281973
1509,77701
50,1354
9638,682916
8548,609769
9600,677242
168,6035
5599,435412
6570,404430
1901,100839
160,5872
6550,473904
1170,58326
5867,351414
9535,633865
6388,403802
2321,127896
9650,633860
4301,256154
7967,756155
3292,186171
7514,496171
7513,499827
277,10748
4105,238629
8612,565061
976,46838
1842,94965
7052,440931
8793,581286
5017,297224
7377,484673
7507,470235
1824,94676
3262,192520
2072,120748
6378,481402
257,12738
8893,756218
5825,364959
1969,106829
6500,398850
4272,249966
1381,69640
8081,552102
5408,328462
7991,542234
9858,640368
9597,707850
8384,543114
8862,614849
2923,163568
6028,362168
9897,671132
5276,313729
1718,90234
3839,218729
7908,492142
541,24384
9486,602321
3710,213619
7722,481024
3293,257255
1811,109278
2211,129294
4868,345154
7638,510366
4037,234594
840,38829
1137,55347
8774,605544
4032,234119
9847,659860
4750,279963
1082,52776
4141,238225
876,41748
5320,321747
6150,365225
7548,501852
1115,53986
7391,498218
4610,289677
5940,360561
5413,325068
8020,504750
2595,141973
1596,102244
5582,336575
1856,98165
4852,288786
9897,714176
9898,664794
6540,421426
7088,444928
3836,219993
391,17550
1425,73250
4511,265846
3498,198341
9187,590815
5039,338615
522,25427
6771,451583
3755,228198
2838,168518
6450,390260
1274,63915
2766,152458
5007,294481
6226,377483
4750,372413
7373,635908
9550,822900
3280,193316
9982,651065
8383,528587
5384,325582
5758,353172
1537,79777
6330,406286
683,31142
8477,578593
2437,144326
3082,182489
5088,303278
4493,260156
7537,496441
6075,373901
5823,353847
5258,337227
966,46123
459,19541
850,39548
937,45328
2555,138580
5651,344360
4549,293889
9973,643793
3450,195649
456,21067
3948,227277
9032,579531
8558,576351
5125,305145
7866,523610
8546,545441
5390,325184
5506,334045
8456,531974
2882,162828
7477,480467
2113,114569
3881,224506
9831,715592
1561,85790
1778,100042
927,46894
7272,453070
5003,295447
4993,298559
3245,183712
5286,338216
9385,604647
1331,66572
265,10329
8647,555023
643,29200
941,45192
2498,133063
6477,394834
1327,68421
3981,232767
701,32169
318,13391
4138,238331
181,6240
9278,630382
1392,70806
370,15796
8164,512928
9498,618348
3974,227644
9133,614594
9058,575471
9979,648945
5147,309491
2501,135393
2145,113355
2123,113487
4709,278242
2606,142269
1115,54273
5665,339389
160,5759
1539,154180
2490,137513
112,3587
72,2131
1362,68930
279,10720
4392,256860
7339,460813
3406,191603
1737,90998
7835,493043
8091,536755
8330,526895
3246,229611
2515,150509
6657,461114
8329,607199
3619,220315
3445,217210
1476,76287
2757,150262
4037,229501
7051,426466
7425,464295
6870,423300
4203,252461
6788,460086
4494,287536
8558,571425
9589,617340
2177,114547
7842,524609
4459,255351
1048,51274
3866,222461
414,18264
9565,614591
4497,262148
7074,439771
1752,89940
6356,415080
5816,351106
2627,144352
8321,527479
7538,470160
9212,589411
1344,66357
6149,462525
5557,334704
7416,473522
5193,311282
227,8395
7713,472692
4850,303536
6859,424310
5360,322238
464,20868
414,17965
5529,335043
8060,597197
8527,580313
6693,409040
5736,372466
9879,679186
7669,492238
7502,521413
9377,639799
8101,546288
8791,558581
6317,387253
8685,539879
1982,103881
6890,432456
6587,398790
4359,255583
2110,111606
9781,633801
6327,404886
6919,416511
512,22691
7979,481802
8275,530007
6540,403544
787,36801
9986,644755
2312,124779
2254,120744
5624,335539
6503,834853
8112,1113100
542,64610
2094,136612
9429,683007
6174,409587
3167,235755
1980,113707
4094,308794
1673,92780
4605,306948
5763,383030
2372,174422
6434,545528
5686,374005
5998,428114
4456,279322
7834,668570
5461,356131
2880,174923
1775,105526
7161,511234
1989,154908
5873,354753
2201,147893
2114,113852
5928,357488
2793,153493
201,7221
34,816
6731,419505
9149,615597
1116,53111
6432,394630
5364,383472
3008,167966
7193,449299
6166,390853
5157,309102
2194,116866
520,23303
6312,395410
6575,416974
9499,611271
4341,254183
5817,348368
798,37270
9816,616164
7608,473899
3451,267932
7483,599207
2716,169298
8935,622516
7593,638921
4749,299393
8759,662491
4816,349277
343,17384
5972,483322
679,35425
8750,601625
1830,104715
9450,726494
6727,409733
556,24999
1417,70519
8955,600920
2378,128751
3166,216495
7745,487490
821,38738
9508,625094
3394,193350
6930,441103
7287,455114
2852,405376
3738,216252
1273,64429
4140,244116
449,20477
3315,185543
5020,298698
2279,122369
4875,290914
2704,148386
2452,160929
578,30246
7783,563003
1087,58129
3081,187249
9554,699756
553,78353
2135,131388
7744,561763
600,29818
8882,698684
182,6954
6856,473208
7194,534779
1800,129271
7506,505944
3808,252002
5572,370786
4495,286876
5908,392009
1586,88261
7910,605017
471,22824
3128,190223
8765,614550
1673,93792
7639,492531
4740,277585
9611,625856
3529,238058
5608,380969
5770,426319
9604,746201
2158,124044
3682,261384
7916,616874
4273,271858
4034,231477
6085,358318
3050,170621
8565,575174
3967,244699
1005,49285
9608,666683
6252,383795
2664,147771
4420,264546
2137,127619
6973,461206
9420,591344
8992,618579
1897,98755
2394,128543
5115,299084
9915,636437
2781,150850
4270,246198
3977,301091
7485,502923
583,28462
6720,452827
7584,533716
2159,143377
4639,383248
3701,315079
5190,338749
8278,565299
3158,218240
4050,371789
9926,668150
6764,434187
5854,357351
6263,570689
1333,82324
8447,536424
4208,242311
1676,87056
838,39097
3802,217501
4,119
9910,639397
9169,689901
7523,472408
4872,333252
3247,208367
2647,164247
5620,382928
3297,212137
1714,89102
1883,98104
5008,293733
7985,528037
680,30835
5340,322523
9647,773131
3426,246349
6158,497474
5660,460137
5577,462153
1612,115096
7191,505353
8770,608292
1368,88399
7187,443828
754,35695
4641,308813
8961,586216
494,22496
2638,173092
2868,161347
8887,559327
4786,282096
4117,240501
3653,212280
6873,427238
6177,376977
5515,336882
1399,71396
862,43131
2074,112000
4196,297366
6761,468418
5314,318021
8564,572348
2996,169695
9762,618202
6524,417053
453,20371
8131,505299
8160,574152
802,53978
8445,574310
9311,738294
8417,614473
3371,219573
9032,654575
5840,440533
7689,522984
6280,455146
3793,256108
7474,489077
539,24433
3361,188369
761,35568
6723,413005
4738,281778
2674,192425
4446,275142
6409,396339
4324,257043
5127,310464
9795,630418
3382,194619
2345,130281
3264,188472
2883,384886
1555,87432
9548,709969
754,38580
157,5614
5573,355779
5318,454687
2657,158384
8851,585956
9291,601978
3100,174838
1366,70614
1699,90574
662,31317
7462,463942
349,15418
4925,310373
7898,508591
6933,431296
3736,211384
4524,262037
5580,373665
3495,199749
6065,450345
214,7582
5568,399073
7223,474661
7794,527495
2334,137100
6537,439484
7591,577430
1078,67510
2319,125241
2863,161021
7939,494144
5531,340268
6619,410229
3135,216590
1247,73373
7150,464299
1361,125669
629,48219
5938,365380
1983,107694
4405,267770
4718,315947
7255,653878
6468,395810
8223,523135
3694,213664
9866,633208
5886,359652
3731,213023
939,45806
8069,545046
6158,368827
9710,622124
7459,481266
1295,84255
3807,229384
3904,219710
5461,330492
3810,245275
5233,310796
1005,49579
9321,610004
3073,199472
6580,478797
2372,138919
2917,206276
829,41552
2074,121474
5793,367750
8953,569216
604,28396
2874,157625
8952,571253
1361,68040
4563,269080
8511,540253
7993,520086
7179,445284
361,15615
9529,669532
352,15863
8723,546574
8450,530615
1557,79100
9727,616756
2435,130715
5719,349503
82,2571
6343,389325
8969,572054
4436,261785
7255,449216
3425,194368
924,45003
3410,194762
1158,56006
4572,303969
141,4486
7868,488112
7336,480434
4780,281351
4504,264967
4226,240780
7489,467814
9712,612193
6643,407959
7113,457313
9789,638869
5659,511717
7453,951101
81,5304
9155,1136853
9883,1119801
8942,717506
805,37993
5987,360658
2751,152249
7807,534494
4347,253434
5947,350810
8185,521395
996,48748
940,44794
6628,423748
8933,569881
4397,279854
6846,431693
4768,283818
1943,103057
2202,118216
4237,244468
6307,386867
7336,459187
5376,343186
4367,253263
3955,227784
9141,588389
6828,414412
460,20309
7583,469571
4965,319066
98,3076
2065,109605
3868,218788
1884,98252
8951,612117
1558,87579
8706,574521
8840,593235
6903,426334
3576,206659
270,10415
6023,365670
3110,195555
3857,221189
4809,279962
8240,519430
8008,503931
4117,240932
1123,55425
7470,467211
9691,628503
6062,369877
318,14226
7065,442179
8590,541499
8865,557658
3798,218240
3843,219985
6449,395679
1962,102842
6154,369148
1032,48482
8956,565016
6980,430720
4709,276482
2152,110572
3422,188094
1681,87210
2408,131797
3628,207537
4100,269389
2795,154756
8424,532860
6578,430371
1189,57561
2107,109848
4820,307678
176,5735
5414,348084
6062,365223
920,44029
413,18260
6673,415693
2030,108449
8491,539093
4910,334907
5672,442624
4828,621419
4119,499092
5836,719253
327,24140
140,9025
6477,695233
8366,898763
8632,581606
399,17774
5968,357063
465,20687
1981,103281
3480,194432
57,1617
837,50209
1135,98121
4939,523905
7505,832103
7883,784109
7590,481539
707,32646
579,26335
4572,271120
7479,463541
3197,179212
9688,720915
8102,572172
310,14317
7060,523081
3716,314320
774,865727
8680,1109871
8441,734502
4915,902503
316,19637
3445,247051
5457,418372
2846,203039
3828,243577
5778,383136
9116,624305
1173,62224
4566,293642
5404,349948
2008,115359
1536,83574
3017,181970
7981,555600
