@relation ScaleImage

@attribute ImageWidth numeric
@attribute ImageHeight numeric
@attribute ScaleFactor numeric
@attribute runtime numeric

@data
5918,633,2.077273,305066672
100,2766,2.868182,47541221
682,100,1.681818,5504982
100,1344,2.340909,13450850
5336,1344,0.890909,112749246
2718,3477,0.890909,144983981
3882,1700,0.627273,53894963
4755,1522,1.813636,483570716
1555,811,2.736364,190153946
5336,3299,2.077273,1508384382
1555,2944,2.077273,405209073
682,633,1.418182,15700590
2718,633,1.55,76921217
4464,2588,1.813636,749375340
5627,1700,2.472727,1155480898
5918,1877,1.813636,703504986
1264,2055,2.077273,211412711
1555,278,1.286364,15387588
3300,2766,1.945455,663524369
5627,2233,2.868182,2017841340
1845,1877,2.736364,510619185
5045,3299,2.077273,1391190465
3591,1522,2.736364,812764688
1555,455,1.418182,25443955
5627,2944,1.813636,1072708769
100,3299,0.495455,1654065
5918,278,0.890909,23540154
4173,1522,1.55,302021910
5627,3299,1.022727,388179782
4173,2055,1.022727,172411322
682,2055,2.736364,214018790
973,2055,1.55,96138559
1555,3121,0.1,1753460
4464,455,0.890909,31949413
5045,100,0.627273,3455031
1555,1522,1.418182,91159045
100,2055,0.495455,964788
1555,1166,2.736364,261343285
3591,3121,0.1,2406912
3591,3832,0.759091,159098128
391,2588,1.55,51931288
3882,2233,0.1,1688671
3300,3832,2.736364,1854470682
3882,1522,0.627273,46857157
5627,2410,2.209091,1314858829
1555,1522,2.472727,282656912
5045,1700,1.154545,224256268
4464,278,1.286364,39561198
682,3655,1.154545,65527177
5627,2588,0.363636,37218829
4755,2055,0.363636,27638313
100,3121,1.55,14987862
1555,989,1.418182,61312147
2136,3121,1.154545,172877944
5627,1877,0.759091,119747836
5918,1166,2.472727,835144619
5336,2944,2.868182,2511275312
5336,1344,2.868182,1145114938
3300,1700,0.363636,16460171
2136,1700,1.681818,201545438
3882,633,1.681818,133572401
391,100,1.55,1719664
5336,989,1.813636,328048581
973,3832,0.759091,45780372
4755,455,2.472727,259401208
5045,2233,1.813636,730027414
4755,989,0.363636,11372483
4464,3655,2.077273,1387925214
2718,3655,0.231818,10353540
2718,1344,2.077273,304797885
4464,2766,2.077273,1030443527
3009,2588,0.363636,18549624
100,1877,1.286364,5559906
4755,3477,1.813636,1078291341
5336,100,1.154545,15106932
5336,2233,0.231818,11771524
1264,2944,0.495455,20847293
3300,633,1.154545,57085777
3300,2944,0.363636,25954825
4755,2055,2.209091,936243227
100,2233,2.868182,37400324
2718,2766,1.154545,196561279
2718,2233,1.154545,154106522
5045,3299,1.154545,427232628
391,100,2.077273,3657417
3009,811,2.736364,373786568
973,455,0.759091,4735613
1555,3477,1.681818,296281260
1845,1877,1.154545,85422468
4173,278,1.945455,93121789
2427,3832,2.077273,793835520
1555,2766,1.945455,318040466
2427,3655,0.231818,10360932
2718,278,1.945455,52468948
391,3655,2.340909,149666764
2427,633,2.736364,228518115
3300,3477,1.418182,453871906
2427,1522,2.736364,548152285
2136,2944,1.022727,131648784
1264,3477,1.813636,291113178
682,278,2.340909,21158659
2427,1344,0.495455,14457071
1264,2410,0.495455,13608896
5045,3299,1.681818,927375389
1555,2055,0.363636,8134023
5627,2410,1.154545,363543227
1845,811,0.231818,1541069
1555,278,1.418182,15713316
4464,2233,1.286364,324433056
2718,3299,0.759091,99770497
3591,2233,1.286364,267566253
3009,2410,1.286364,228782729
1264,989,2.604545,173188273
4755,455,1.681818,121685846
3009,1166,2.209091,328350514
2718,3832,1.154545,270497000
5627,3832,1.418182,860111796
1845,811,0.759091,15390051
5045,2588,2.340909,1381720133
2718,3832,0.1,2037430
1264,1344,1.681818,91763680
2718,989,2.868182,472563887
391,3477,1.154545,37232658
2427,1344,0.627273,28074206
1555,100,0.890909,2162072
682,1522,1.022727,21967047
391,3121,0.759091,12601272
2718,2588,2.868182,1148534949
1845,1700,1.154545,82180926
5336,1877,1.681818,564457964
5336,455,1.945455,190472987
973,1166,0.495455,5659767
391,1344,2.340909,54226604
4464,3299,2.340909,1563561270
682,100,2.077273,5290935
391,3832,2.472727,180314936
4755,989,0.1,934832
3009,2944,1.154545,232380810
3009,3121,0.231818,9466019
2718,2766,2.340909,803224632
2718,1344,1.55,163434125
2427,2233,2.472727,662127954
4464,1700,1.945455,606752784
2718,3655,2.472727,1270309442
4464,2588,2.209091,1290798609
5045,3299,0.363636,42548495
3591,3121,1.681818,751345024
5045,455,1.022727,48780515
2427,3477,1.813636,533167510
1264,2055,0.231818,2603370
2718,1522,1.945455,305801403
2427,100,2.077273,20832718
5627,2233,0.363636,29944193
682,2944,0.627273,15388598
5336,989,0.495455,23458940
2718,1166,0.363636,7543252
1845,811,0.495455,9107480
1264,3299,1.55,201239124
1845,1166,1.55,101693563
973,3832,1.945455,272736310
5627,811,0.627273,34551483
3300,3655,1.681818,653923010
5918,811,1.418182,188163636
3300,3121,1.813636,675590016
1555,278,2.209091,40146698
5336,3477,0.759091,206877344
3882,100,2.472727,45094756
1555,2410,0.1,1503059
682,2944,1.022727,39916206
1555,2410,1.154545,100881464
1555,1166,1.286364,61794727
2427,2766,0.231818,6581622
100,2944,2.472727,35179320
3882,3477,2.077273,1149701059
5627,633,0.363636,8545937
2718,2588,0.890909,113204478
3882,1877,2.868182,1174057407
5336,1522,0.1,1575069
2718,2233,1.286364,194755475
2136,3121,1.022727,139824400
5627,3121,2.209091,1658654621
973,278,1.945455,21716800
3882,2588,1.813636,643277118
5336,1700,1.418182,352506095
3591,3832,1.418182,544365194
1264,2055,2.340909,286934693
391,3832,1.945455,108384382
1555,3121,2.868182,815811603
5336,1522,2.209091,777346057
5336,989,0.363636,15018214
1264,3655,1.022727,93453101
1264,100,0.495455,551669
1845,1522,2.209091,264454611
391,278,2.340909,11034597
3591,2410,1.945455,646526645
2136,3655,1.022727,165345149
4464,811,1.945455,270703258
3009,3477,0.495455,54173695
2136,278,2.472727,67389658
1264,2233,1.55,130196807
2136,1877,1.681818,232190066
4464,2944,0.890909,201289744
4173,3121,0.759091,156406645
2136,3299,1.022727,141554993
2718,3299,0.627273,67757517
2136,633,1.813636,86602111
2427,2410,2.868182,953801990
5045,278,1.813636,92280890
973,1700,2.604545,223458521
2718,1344,0.1,900500
1555,3832,0.1,1783649
100,2410,1.286364,7351673
3882,2588,1.55,464276282
100,278,0.231818,44550
3882,3832,0.759091,171621218
1264,455,2.209091,50482853
3300,278,1.945455,71397949
4464,3477,0.495455,76660733
3591,811,1.022727,62519811
682,2766,2.472727,222917212
5336,100,0.627273,3693296
100,989,2.077273,8865694
5336,3655,2.077273,1667057714
682,1522,1.154545,27699335
3300,2055,1.286364,224150046
3591,2766,2.209091,965006456
2718,1522,0.890909,62215143
2427,3299,2.736364,1210316082
4464,2410,0.495455,54937301
3300,989,0.759091,36683472
1555,278,1.945455,33546294
5627,3299,2.736364,2767623004
391,1877,2.868182,121199561
5336,2410,1.418182,514292770
1555,989,2.736364,220826574
1264,2766,1.813636,231222126
2427,3655,0.495455,45384674
2427,1877,1.154545,114297376
682,1877,2.472727,155669058
2427,989,1.55,110751397
4755,1877,2.209091,852387783
1264,2766,0.495455,16658613
4755,3832,2.736364,2686204902
5336,1166,2.472727,1011408151
3591,3121,0.759091,132698947
2427,3477,2.736364,1233558719
5627,1877,2.472727,1272441264
3009,2766,1.022727,164635744
3591,3477,0.495455,58047680
1555,2410,1.418182,151690571
3591,455,1.813636,103030253
1264,2410,2.472727,365549772
3300,2233,1.681818,403133493
391,1877,0.495455,3913766
3882,278,1.813636,71222927
2136,100,2.604545,28518375
3882,100,2.209091,37550966
3882,3121,1.418182,504485541
1555,3121,2.472727,573333774
100,278,0.759091,313217
3591,633,1.681818,126737551
4755,1522,1.681818,389566433
1555,1522,1.022727,50000556
100,2233,2.077273,20109250
5336,1344,0.495455,31555754
973,3832,0.231818,5001701
100,1522,2.868182,22932570
2136,100,1.154545,5232334
4755,1700,0.890909,122926061
4173,3299,1.154545,354748584
3591,2410,2.077273,736253586
4173,2410,2.209091,1006475148
1555,2588,0.759091,46439563
2136,1700,1.813636,232805319
3009,1344,0.759091,45104521
2136,1166,2.736364,363337091
5045,2766,2.868182,2214219981
2136,1344,2.340909,327223474
2718,3655,2.340909,1055556654
3591,1166,1.022727,99857484
391,2055,1.418182,34992848
4464,100,2.868182,69200169
3009,3477,1.022727,213129584
3591,2588,2.340909,984988148
1845,100,0.759091,1845462
4755,455,0.231818,2098082
5045,2410,0.627273,93645784
682,989,2.340909,74432071
682,3655,0.759091,29381192
1555,3832,2.340909,636943724
1845,2410,2.868182,711632600
5045,278,2.736364,205030373
3009,2588,1.813636,495007150
682,1344,1.418182,36258502
2718,2588,2.340909,767426820
5918,1166,1.945455,511731978
5627,2944,0.627273,124510076
1555,2055,1.55,155117295
5627,2233,2.736364,1820617502
3009,989,1.945455,213776052
973,278,0.890909,3746491
2136,455,0.890909,13724873
1555,3655,2.736364,830747166
1845,1700,0.759091,32696231
3009,278,1.022727,20239862
1845,2944,2.472727,660970644
2427,3832,0.890909,144226377
4755,2410,1.813636,737526203
4464,633,0.890909,42694092
1264,1700,2.209091,206921511
4755,2944,2.604545,1837208694
3882,2944,0.495455,53165566
2427,633,1.945455,109941750
100,2944,2.340909,31734961
5918,1344,0.231818,10194809
3300,2410,0.495455,37340860
1845,2944,0.890909,85349602
4173,1166,1.154545,120942796
2427,3477,1.286364,282689392
5627,3299,0.231818,21001868
5918,100,0.1,147690
5045,2588,1.945455,1016004628
5918,2588,0.627273,116555985
1264,3655,1.681818,254993858
1555,3832,1.154545,152593914
3591,2410,2.868182,1414312560
3009,2944,2.736364,1303855980
2136,100,1.681818,10805639
100,3299,0.231818,427225
4464,2944,0.495455,62403445
5045,3832,2.868182,3206013591
5045,1700,1.286364,266632871
391,3477,0.231818,1689610
5336,989,1.945455,384421399
3882,3832,1.681818,832248283
1555,278,2.868182,71534629
3009,2588,2.077273,643808870
100,2233,1.022727,6582274
100,2766,2.209091,26951807
3300,278,0.363636,2159583
3591,2233,1.813636,505431849
3882,2055,0.627273,59218179
4173,1344,1.286364,180837611
1555,1344,2.604545,281256559
2427,1344,2.736364,475467265
2718,455,2.077273,106986980
2136,3477,0.495455,35929907
2427,3477,1.55,405775713
4755,3655,0.1,4438316
5045,1522,1.681818,423752018
4464,3121,0.495455,64661242
682,811,0.759091,8423385
2427,278,1.022727,14389141
391,1700,1.418182,26674605
1555,3832,2.868182,958848716
1264,2055,1.154545,66922216
973,3477,1.022727,66732530
4755,2410,1.945455,830622982
973,1344,0.1,298728
2427,633,2.209091,146790915
5336,3655,1.154545,571951705
1264,633,1.286364,23789180
3591,633,2.868182,430500162
1264,2410,2.736364,477131917
5627,3477,0.759091,277475359
4173,3655,1.154545,388981972
3882,3832,2.077273,1298254226
391,2410,1.681818,53332411
3300,2233,2.868182,1243662656
100,3477,1.681818,19626779
4464,2588,2.340909,1259831574
5336,3299,0.890909,272371345
100,1166,0.363636,320915
3591,3655,1.418182,519510116
3009,2233,0.759091,72459171
5045,3477,0.231818,20243857
100,1344,0.627273,2059351
5045,278,1.286364,48296350
5045,2233,0.363636,27244796
4173,2588,1.418182,443458440
391,278,1.945455,7658324
2136,1700,1.154545,92268486
100,1522,1.945455,10353880
391,278,0.890909,2247717
5918,2410,0.759091,158719720
5045,1877,1.945455,683565144
1845,2588,2.340909,513899526
3591,3121,0.495455,55153009
2427,2055,1.813636,332108583
1845,811,2.868182,237589052
5336,3299,1.813636,1190628121
5336,455,2.472727,293698715
3300,1877,2.736364,906955766
973,3121,1.55,144844607
5627,633,1.945455,261781344
4755,3832,2.340909,1949150300
3882,2588,1.154545,276964326
4755,3655,2.736364,2556276481
2136,1344,0.759091,32203732
2427,2588,2.472727,771616924
682,1522,1.813636,67174204
3591,1877,2.868182,1156160058
3591,1166,1.286364,136403468
1264,2055,0.495455,14737877
4464,3121,0.231818,15217429
3300,2410,0.627273,61225103
3591,2944,0.363636,28327364
1845,1166,2.077273,181122998
4464,811,1.55,163510336
682,3121,2.472727,258153281
100,989,2.868182,17173377
1845,2410,2.340909,476054636
1555,2766,1.681818,238485303
2136,3832,1.55,374423359
3009,278,2.209091,78435016
4464,2055,0.231818,10371943
2718,811,0.627273,15704220
3009,3477,1.55,504235275
1264,3121,0.495455,17531720
5336,1522,1.55,380878983
2718,2233,2.077273,515663367
682,1344,1.681818,49119444
4173,2944,0.890909,196559387
3591,2410,0.1,1763509
5045,1166,2.077273,527949793
3009,2588,2.472727,926304144
5045,633,0.495455,16679310
3591,2588,0.890909,140601449
1845,3832,1.681818,390155012
2427,633,0.1,330544
973,2766,0.890909,42636123
2427,3299,2.868182,1310274389
3009,633,1.286364,61859434
5336,3655,1.813636,1242679211
2427,455,0.759091,14510264
682,1700,0.363636,2805282
4755,2233,1.681818,583376982
3300,2410,1.154545,210374685
2427,1877,1.681818,247801733
3882,278,0.231818,1049071
2718,2766,0.759091,82626251
5045,633,1.022727,62493462
5918,100,1.945455,44425897
3882,2944,1.154545,315751021
2718,3121,2.868182,1396834881
2136,1522,0.1,662607
5336,100,2.604545,71487743
100,2233,0.1,75844
4755,1166,2.209091,688448343
682,455,1.681818,16018426
4464,3121,0.890909,223774264
5336,989,1.55,242148987
973,3299,0.627273,25382050
682,989,2.077273,57563004
100,1522,0.231818,323112
5045,3655,0.627273,141144272
3591,2944,1.813636,688971459
4755,2588,1.813636,823279078
3009,2588,2.736364,1148556194
5627,3121,2.868182,2796940104
3591,3832,2.077273,1161399590
5336,633,1.681818,195867133
100,2588,0.627273,2339333
5336,2944,0.495455,80151975
100,3655,2.736364,55777657
2136,1522,0.363636,10328684
5045,100,1.022727,9429164
4464,3121,2.736364,2048267011
3882,633,0.495455,11107333
2136,1344,0.363636,6965545
2718,278,1.813636,51507740
5627,2588,1.418182,562855833
5918,633,0.495455,16817049
5045,2410,1.945455,895234912
5627,3477,0.1,4029104
3591,633,0.231818,2258751
1845,1344,2.472727,306820862
1845,2055,1.286364,120591040
100,2766,1.286364,8375192
1264,1877,1.286364,77839844
3591,1700,1.55,311843841
1264,633,0.363636,1900424
3300,811,2.077273,228136289
5336,2055,2.077273,958151338
5627,3477,2.340909,2096662543
2136,1877,2.472727,479796799
100,2055,0.890909,3346815
2427,3121,1.55,355796905
3882,3477,1.813636,858621423
5336,278,2.340909,157434793
2136,1522,2.604545,435923890
2718,1877,2.077273,430666308
100,1877,2.340909,20594748
3882,1344,2.340909,568928391
5627,2944,0.890909,259040450
5627,1166,0.495455,31715422
2718,1344,0.890909,53903077
3009,1344,1.813636,269999969
391,1522,1.681818,32680605
3591,2410,1.681818,484248672
5336,278,1.286364,46085753
391,3477,1.681818,74885676
1264,3655,1.286364,149224003
682,3299,1.681818,122322253
682,3832,2.209091,236875670
682,3832,1.022727,53989709
2718,278,0.1,225161
100,989,1.55,4272750
3009,455,2.077273,121962897
5045,1522,2.472727,913823021
3009,811,2.472727,288819154
1845,1877,0.495455,15411088
3882,1700,2.868182,1065543247
4173,455,2.736364,292040155
100,3477,0.890909,5200422
1555,1700,1.154545,68554443
5627,989,0.759091,62589422
5045,2588,1.55,657086881
3591,2588,2.868182,1485440076
391,811,2.736364,43809220
4173,278,2.077273,98237251
4464,633,0.759091,34520002
2427,1522,0.231818,3602816
4755,2588,2.077273,1099027404
3009,1700,2.340909,556320214
2136,989,2.209091,200529522
1555,1344,2.868182,340505231
3591,455,0.627273,11556469
100,2588,2.604545,34061637
2136,100,0.759091,2163350
3882,3832,0.495455,68398395
3591,1700,1.286364,190680762
973,1166,2.340909,116656681
5627,3121,2.736364,2564886432
1264,3477,1.418182,168974212
100,3299,2.077273,31891681
3009,2233,1.418182,270347355
2136,2055,1.154545,116284167
5336,2055,2.472727,1327946640
973,811,0.231818,887755
5918,1166,2.340909,744656443
1264,100,2.604545,17464084
3300,2766,1.55,431319117
3300,2766,1.681818,495760620
100,2766,2.077273,25399574
5918,989,0.890909,92708608
4464,455,1.154545,51047018
5045,3477,0.759091,200120432
4464,3299,1.022727,303646457
5336,633,1.286364,106220535
3591,1166,2.077273,356188186
4755,100,0.1,106293
1264,811,1.418182,42689852
5918,989,2.209091,550650753
2136,278,0.627273,4384097
1555,2233,2.868182,571982915
1264,1344,0.627273,11980774
2427,3655,0.363636,21415997
3882,3477,0.495455,66332534
3300,2944,2.736364,1440122667
973,1166,1.681818,60805563
2718,1166,2.736364,458644918
3882,2944,2.340909,1218717426
3591,2055,2.077273,623481341
5918,811,0.1,1819640
3009,3477,1.681818,576336412
4173,2055,1.813636,546045523
5045,2410,1.55,579317071
1264,1877,0.495455,12417624
5045,278,2.472727,185107008
682,2588,0.495455,7926768
5627,278,0.231818,1511280
3009,811,0.627273,17343412
3300,2766,2.472727,1091355758
391,3655,0.363636,3589778
5336,100,0.1,120511
2718,3832,2.472727,1270384978
4173,100,1.154545,9939248
3300,1344,2.736364,654749986
3300,3477,2.604545,1529358206
4173,989,0.495455,21555691
3882,1700,1.418182,262747105
3009,1522,1.154545,119879487
4755,1166,1.681818,312359248
2427,1877,2.077273,382919849
5627,3477,0.363636,49770234
4755,1700,0.231818,7968927
4173,1522,2.472727,753024988
1555,100,2.340909,19347913
1555,989,2.209091,144773999
1555,1344,0.231818,2048727
1845,2766,2.868182,827593234
100,1522,0.627273,1136894
3009,989,2.604545,401177501
3591,1166,2.868182,683839407
100,3299,1.154545,8019130
5627,3832,0.231818,21812241
4464,1344,1.945455,437710743
3009,2588,0.627273,58756185
682,278,1.154545,5225851
973,1166,2.604545,148039368
1264,3299,1.813636,266721210
4464,1877,1.286364,276234566
391,1877,2.472727,87972883
1845,3477,2.472727,736014291
1845,3121,1.022727,115192439
3591,3655,0.495455,62676389
4173,3121,1.022727,268654235
391,3477,1.418182,53807629
4755,1344,0.1,1342411
100,100,1.813636,1168201
3591,3299,1.945455,904837232
5336,278,0.627273,13577348
4755,278,1.154545,31818308
1555,2233,0.231818,4366487
4755,3299,0.890909,248341042
2718,100,2.209091,23463468
682,2766,1.945455,136556347
5336,633,2.868182,544286006
4755,811,0.495455,16949584
3009,1522,0.627273,35117944
391,2944,2.604545,157957791
100,3655,1.813636,22045962
5627,3299,0.890909,284358030
3882,989,2.209091,356085282
2718,633,2.736364,247035648
4173,811,2.604545,475033190
3300,1166,2.077273,324600705
973,2588,2.604545,337856640
3300,2055,1.55,315891733
3882,2055,0.759091,87740380
5336,3121,0.1,3200767
5918,455,2.472727,313195034
4173,455,0.495455,10383199
973,2055,2.077273,166967121
1264,989,2.736364,196850328
2718,3121,1.022727,173782199
4755,455,2.736364,317491137
973,2410,1.154545,61038967
2136,3121,2.077273,563008152
973,1877,2.209091,169321208
1845,2055,1.418182,150453872
2427,455,0.1,246471
3009,2410,1.945455,540790801
682,455,0.627273,2153353
4173,455,0.627273,15016821
5627,1877,1.418182,421054892
2427,1877,1.418182,181378342
3882,1700,1.945455,481638073
2427,278,2.736364,103447616
1264,811,1.945455,77167696
1555,1522,1.681818,129362896
3591,2944,2.340909,1139550548
3009,2944,1.286364,283495642
4464,1166,1.945455,424770060
4755,811,0.627273,29740274
2718,100,0.495455,1169441
4755,2055,2.472727,1196878002
682,1700,0.890909,16722768
2136,3832,1.945455,592585722
5627,3832,0.890909,325655656
100,1700,2.604545,20628303
5627,811,1.154545,121539804
4464,2410,2.604545,1459588430
3591,3299,0.495455,52559719
4755,2588,0.495455,59315506
3591,1522,2.604545,757564406
5627,2588,1.945455,1124992333
682,1700,1.945455,82316500
2718,989,1.022727,50675330
3591,811,2.868182,479007028
5627,1522,2.736364,1277278331
391,633,2.604545,32659950
682,2055,0.759091,14668944
5918,989,1.022727,116785991
2718,811,0.1,453827
4755,2233,0.759091,113423957
1264,2233,0.1,615804
4755,1522,2.736364,1059463302
100,2410,0.627273,1827451
4464,1344,2.472727,717198993
3300,3477,2.209091,1131740494
5627,3655,1.813636,1317349309
2718,1522,0.363636,10007009
682,2055,0.363636,3446261
5918,989,1.813636,375810159
4755,455,0.759091,24828416
100,2233,1.813636,16092685
3009,1166,1.022727,71169261
2718,3299,2.472727,1071401525
3882,3121,2.077273,1012816963
1264,3477,2.868182,706135896
1264,3832,0.231818,4840880
2136,1700,1.418182,152838022
4173,1166,1.813636,323370170
5627,811,1.022727,92988800
1555,2055,1.813636,208587237
973,811,0.363636,2161749
2718,455,0.627273,11807735
3882,1522,2.340909,627817080
2718,2410,1.154545,167027506
973,2766,1.154545,65775446
4755,2410,0.495455,53098418
4173,1522,0.627273,47048402
5336,3477,0.495455,85573719
1555,2588,2.077273,345589445
391,811,2.868182,49179344
391,278,1.154545,2525579
2427,1522,0.1,754830
5336,455,1.813636,149967340
5336,278,2.868182,245893911
5336,1700,0.363636,25967615
3300,811,0.627273,18901986
3300,1344,2.868182,721754844
5918,1344,2.340909,866175576
5336,455,1.022727,51303598
3882,3655,0.627273,109579972
2718,3655,1.681818,539626665
973,2944,2.209091,287249720
1845,2055,2.472727,474439702
4464,3655,0.363636,44013150
4464,455,0.627273,14561162
4755,3121,1.681818,835747849
1264,455,0.495455,2565668
2427,1877,0.890909,73060176
391,2944,0.495455,7216049
4755,2410,2.209091,1098233775
973,3121,2.604545,395100279
4173,3121,1.55,623607226
3300,989,2.077273,297673574
100,278,1.286364,831160
100,3121,1.286364,9263143
5045,3121,1.55,736174466
2718,633,2.077273,146656295
3300,1166,1.681818,210465874
4173,1522,2.604545,840837774
4173,633,1.55,126617369
3009,811,2.604545,330322326
100,2944,0.627273,2396567
4755,1877,2.340909,948405819
1555,2766,1.154545,110718083
4755,1344,2.736364,934283041
682,455,0.363636,809052
973,1344,0.890909,19810368
682,2410,1.286364,51788885
100,2055,1.286364,6100596
3591,3655,1.022727,321671163
4173,3832,2.868182,2577065565
100,633,1.154545,1692167
1555,3655,0.363636,14996790
5045,2588,2.604545,1753468151
5627,1166,2.472727,785459100
3882,989,1.813636,246088721
3009,3655,0.495455,54324455
1264,1522,1.681818,104737738
4755,2766,2.340909,1419498057
391,2410,1.55,42593131
4755,2944,2.736364,2060971436
3300,3477,0.1,3131510
2718,278,2.209091,68104989
682,811,2.736364,79753470
4464,3121,0.363636,35494944
100,1522,1.418182,5519259
4755,1877,1.945455,653348034
1555,2233,0.627273,29829225
973,278,2.209091,23730510
4755,811,1.154545,97060832
1264,3832,1.022727,102646974
1264,1700,1.945455,160645257
5918,2055,0.890909,185235814
3591,278,2.736364,139442099
1264,1344,1.418182,72418823
2136,2410,2.077273,428194141
2136,633,0.1,314395
682,1166,2.736364,122262901
5336,278,0.890909,23118586
1555,811,1.945455,98683842
5627,3121,1.418182,688488437
3300,278,1.286364,29622021
2136,2766,0.627273,45187696
5045,2055,0.495455,48200243
973,2944,2.340909,301245653
100,1700,1.022727,4024374
391,2766,1.286364,37233089
5045,2766,0.231818,16240432
3591,2410,2.340909,949573939
4464,3655,1.022727,389122637
5918,989,2.604545,786032987
682,3477,1.418182,90792488
5918,1166,0.1,1340880
1264,278,1.286364,10282116
3300,3121,1.286364,332645044
4464,1344,2.209091,582554844
4464,1877,1.681818,467375002
1264,100,2.209091,13556924
1845,2410,1.945455,330261798
682,2944,1.154545,51743743
3591,3832,0.363636,35549994
3009,1522,1.55,210195598
100,811,1.681818,4218970
4464,278,0.363636,3329996
5627,3299,1.286364,607340769
3300,1700,0.231818,16717129
2427,2410,0.759091,65467901
682,3299,0.495455,9985136
5918,989,1.418182,234861948
3882,1877,1.945455,540158187
1845,1166,2.868182,343475595
4755,100,1.813636,31682050
973,2766,2.472727,317665813
1264,3832,2.868182,767735188
1555,3832,2.472727,715841600
1845,1166,0.231818,2178693
3882,2055,2.340909,833177903
391,3121,0.495455,5650400
4173,1877,2.077273,654622117
682,2766,0.495455,11023545
973,1522,2.868182,233992552
5045,1522,0.363636,18225481
3882,455,1.286364,54619251
1845,3477,0.231818,6765037
5045,2233,2.736364,1637939410
2427,2055,0.495455,25177448
1264,1344,1.945455,122837865
3009,989,1.022727,58712020
3882,2766,1.154545,283577426
1264,455,0.1,133164
1264,1877,1.418182,92754750
1555,989,2.340909,167348228
4755,2944,0.1,2663031
100,455,2.077273,3445431
391,2766,1.418182,41281188
2136,1344,1.418182,117847297
5045,2766,2.077273,1186151661
5918,1700,2.868182,1604757035
3300,3477,0.627273,87329390
5627,3832,1.681818,1238251209
973,1877,2.868182,296677753
4755,3655,0.363636,44402854
2427,100,0.1,59485
1264,1522,0.495455,10592528
3591,2233,2.472727,935790802
100,2766,2.340909,29506345
2136,3655,1.681818,431699538
3009,811,1.945455,173120780
3300,633,1.286364,69853133
5336,3832,1.286364,672678250
1264,1700,2.868182,348368852
5918,2055,1.681818,683593544
5627,1522,0.363636,22067450
100,278,2.868182,4008435
3591,989,0.1,783323
1555,2944,1.418182,180508810
682,1344,2.209091,83995914
5336,3477,2.077273,1607368231
2136,3121,1.813636,432706605
2718,1877,0.231818,7476485
682,2588,1.286364,58543492
4464,278,0.231818,1346959
4173,2410,2.736364,1505002506
1845,3299,0.231818,6476081
391,811,1.681818,16134678
5336,3121,2.868182,2665812408
5045,2588,0.231818,13144509
1845,278,0.495455,2221960
5627,1877,0.627273,84333061
100,2766,2.604545,42094576
4755,2233,2.868182,1711918431
3591,1522,0.1,1252351
1845,2588,0.627273,37107961
973,3477,1.681818,187301831
391,1877,1.813636,46289452
5045,2233,0.890909,171340414
3591,2233,2.736364,1194344134
391,811,1.286364,11749877
5627,1700,0.231818,11738211
3591,2944,0.627273,79103568
391,3477,0.495455,8284398
3300,2233,2.077273,627774488
3591,3832,1.55,641916967
973,2766,0.627273,20727803
4755,2055,0.890909,149927790
4173,2766,0.890909,176359332
1845,455,1.418182,30195494
4755,1166,2.868182,890278827
4464,1700,2.077273,646608025
1264,278,0.363636,843520
973,633,1.945455,43428093
5045,1166,2.736364,856253689
3009,1344,1.154545,104106233
1555,100,1.681818,7770344
4464,633,0.495455,12728404
4464,2055,2.868182,1530844135
2427,633,1.154545,39785280
4464,989,0.759091,48958680
5336,2233,2.209091,1194498218
1264,1700,1.154545,58564753
3591,3832,2.209091,1290578755
391,278,1.286364,3143367
391,2410,2.868182,150783088
5627,2766,2.736364,2266855016
4173,1700,2.340909,753772979
5627,278,1.813636,97382356
5627,1877,1.022727,217316294
1845,3832,2.340909,766228248
973,3299,0.1,711957
4464,811,0.495455,16416929
1555,811,1.55,54292815
682,3832,0.759091,29551168
3009,2233,1.945455,497315955
682,2233,1.813636,92069917
2136,2588,0.231818,5406145
100,2055,2.472727,25131708
4464,1522,1.022727,135918887
2136,455,0.363636,2302732
2718,811,0.231818,2150314
1845,2233,1.286364,134796224
3882,2766,2.604545,1410774468
4173,3477,0.627273,114832864
1264,1700,0.1,475407
3009,3477,0.363636,29569696
3300,2233,0.363636,22517407
391,2588,0.627273,7306115
5336,3299,2.604545,2339672713
4464,1700,0.759091,108894764
4755,1700,0.627273,62730087
4173,1344,0.363636,14788350
5045,2944,0.1,2799477
1555,2055,2.472727,383296918
1845,1344,2.868182,402682644
5627,3121,2.472727,2107658485
3300,100,1.55,15477798
2718,3299,0.363636,24950250
1555,100,0.759091,3226858
100,989,2.604545,12466388
3882,2233,0.890909,130107374
3009,1877,2.209091,556609774
3009,100,0.1,70961
3591,2055,1.813636,479870484
973,100,2.736364,13128314
4464,2055,0.363636,33401831
2718,3121,1.418182,328054071
2136,278,0.759091,6398693
1555,1344,0.1,465738
5918,2410,2.604545,1888373048
4755,1877,0.495455,44454260
3591,2766,1.55,466898188
3009,1700,2.736364,748915197
3882,1877,2.340909,795343781
3882,3477,2.209091,1307255750
1845,3655,2.472727,820440877
4173,278,2.340909,119289984
973,455,0.231818,447192
1264,989,0.495455,5523889
682,2233,0.231818,1630053
4173,3477,1.154545,375648525
1845,1166,2.604545,291069683
3009,3477,0.627273,81817993
