@relation Fibonacci

@attribute FibonacciNumber numeric
@attribute ComputationMode numeric
@attribute runtime numeric

@data
31,0,123
24,1,110
13,2,3463
29,2,5758276
13,0,170
39,2,445269229
22,1,858
19,2,25867
9,1,419
15,1,246
29,1,247
4,1,206
38,2,274628303
22,0,121
32,1,852
37,1,292
14,0,52
34,1,120
11,1,374
25,0,60
35,1,57
28,1,262
22,1,243
32,2,14001826
15,1,774
33,0,85
3,1,555
26,1,190
37,1,333
28,1,166
10,2,501
6,2,161
19,0,65
2,1,61
18,0,52
18,0,52
21,1,208
19,1,179
2,1,62
4,0,42
22,0,48
22,0,50
14,2,2421
19,1,66
10,1,206
30,2,6288204
36,2,103728416
23,0,97
7,1,856
32,0,69
5,0,45
18,0,50
39,1,343
29,1,281
13,1,203
21,1,188
2,0,50
23,2,189969
4,1,180
10,1,671
36,2,101846883
21,2,147036
20,1,1526
37,0,213
22,1,388
14,2,5230
15,0,105
8,1,639
25,2,1047060
18,1,1499
11,2,1573
34,1,607
39,0,107
3,1,1462
1,1,129
25,1,345
39,0,95
10,1,435
38,1,565
33,1,625
40,0,121
36,0,108
27,2,2392976
29,1,561
37,1,343
19,2,45142
18,0,87
25,1,308
27,1,184
21,1,258
31,1,257
40,1,347
37,1,92
1,1,91
35,1,180
39,1,196
30,2,6435475
13,1,943
29,1,436
8,1,535
27,1,135
1,1,54
37,0,102
21,1,145
13,1,53
2,1,234
15,2,3918
8,2,244
17,0,64
31,2,8829722
14,0,138
4,1,839
3,1,308
18,2,16258
39,1,308
15,2,3876
5,2,135
27,1,304
23,0,64
35,0,60
37,2,170353787
2,1,719
5,0,95
7,1,354
10,1,246
2,2,172
36,2,106484077
28,2,2343261
2,1,1106
25,0,111
14,2,2716
22,2,117785
19,0,61
26,1,572
32,0,45
34,1,336
16,2,6618
14,1,351
36,0,106
33,1,231
21,1,244
8,2,244
37,0,45
16,1,126
15,1,201
28,1,275
17,0,53
15,0,56
38,1,266
16,1,64
5,1,405
36,1,159
9,0,55
34,0,46
19,1,219
4,1,208
39,1,63
31,2,8817799
11,1,845
31,1,300
6,1,186
20,1,266
18,0,103
4,0,42
2,1,272
31,1,61
29,2,3421048
24,0,325
32,1,788
26,1,218
32,0,52
33,1,135
21,2,82114
25,1,311
4,2,121
13,2,1648
15,1,33825
31,2,9199330
37,1,805
19,1,427
21,1,126
15,0,103
24,2,285243
23,2,176278
5,0,52
20,2,41674
18,2,15956
14,0,48
24,2,285182
10,1,380
24,2,285121
6,1,592
34,2,40361222
8,1,1174
14,1,332
36,1,370
9,1,132
36,1,52
12,2,1075
10,1,205
23,1,292
2,0,99
14,1,62
11,1,132
29,1,206
14,0,60
8,0,53
3,1,331
19,2,25832
24,1,56
39,1,200
10,2,453
22,1,51
21,2,67373
25,0,49
39,0,51
32,1,289
34,1,60
12,1,68
5,1,64
29,1,53
3,1,59
34,2,40756324
36,0,139
12,1,815
33,1,347
39,2,470462173
19,0,120
26,0,60
26,2,750307
17,1,892
1,1,66
20,2,41705
30,0,54
8,1,430
13,2,1516
3,0,50
9,0,49
10,1,287
15,2,3845
16,1,144
3,1,362
22,1,281
12,2,970
16,0,43
27,1,227
21,2,67372
2,0,44
1,2,82
32,1,299
3,2,85
18,1,137
31,0,49
9,1,138
36,0,49
28,2,1954123
6,1,141
32,2,20292134
25,1,1316
34,1,374
22,1,150
18,0,100
16,1,484
16,1,62
1,0,66
1,0,46
20,1,440
34,1,59
23,1,329
6,1,321
38,1,653
4,2,280
2,2,102
16,1,72
11,1,413
40,2,723652051
12,0,132
6,0,43
32,2,13814158
15,0,129
17,1,846
34,0,50
30,0,43
10,2,493
34,1,352
11,0,49
30,2,5115757
28,1,306
14,1,179
33,1,218
30,2,5413168
6,1,892
3,1,418
5,2,199
13,1,83
28,1,163
21,2,67460
7,2,178
22,0,92
17,1,77
40,1,235
15,1,235
28,0,56
8,1,205
5,0,46
40,1,55
15,2,3875
8,2,213
29,1,56
10,1,182
38,0,50
39,1,137
29,0,49
38,0,57
7,1,57
12,2,996
19,0,50
32,1,142
13,1,56
36,1,180
38,2,269582888
14,1,969
25,1,331
25,1,54
29,0,99
37,0,57
39,1,336
29,1,215
26,1,60
13,1,52
9,1,321
26,2,746564
25,2,533061
20,2,41702
39,1,192
11,2,614
37,0,50
27,1,148
10,2,451
38,1,135
27,2,1216890
5,0,61
33,1,217
32,2,14644394
36,0,150
2,1,744
4,0,60
5,1,303
15,1,318
17,1,143
17,1,51
4,1,133
31,1,273
16,1,54
3,1,59
35,2,68559666
4,2,252
36,1,929
3,0,105
34,1,189
29,1,251
5,1,345
32,2,14965314
2,1,878
3,1,234
14,0,98
37,1,340
26,2,751005
11,1,372
33,1,356
24,2,285339
25,1,227
34,1,110
30,0,65
38,2,276429954
16,1,1003
39,2,442523892
32,1,925
40,1,324
7,1,398
31,0,97
17,0,49
3,2,130
1,0,60
21,1,524
33,2,23245818
10,2,530
20,1,777
2,0,112
33,1,299
19,1,124
37,1,268
21,0,51
39,1,278
35,1,131
38,1,132
3,1,458
25,1,186
15,2,3911
8,0,50
33,1,61
14,0,44
30,1,127
3,2,94
6,1,143
5,1,60
35,2,61470746
4,2,255
12,1,826
23,1,384
31,1,242
33,1,53
4,1,267
33,1,53
7,1,174
26,1,130
4,1,53
24,2,285202
4,1,55
8,1,197
27,1,129
15,1,244
31,0,99
20,2,41700
25,0,65
36,1,194
38,2,287835300
27,1,845
11,1,404
14,0,104
15,1,241
36,2,107130159
26,2,746551
9,1,769
35,1,342
25,2,461353
19,1,363
32,0,90
5,0,67
31,0,42
7,2,218
33,1,223
22,2,109000
34,2,40727407
40,2,726114671
8,0,127
24,1,832
10,1,443
18,1,166
8,1,186
34,2,41181877
2,2,142
22,0,91
6,0,55
19,1,1138
24,2,288697
36,2,103206435
25,1,747
11,0,102
19,1,365
35,0,71
38,1,385
15,2,3918
18,1,53
37,1,211
11,1,431
24,1,109
26,1,159
38,2,269318434
14,0,151
36,0,59
31,2,10119225
4,1,938
2,1,359
20,0,89
13,1,307
27,2,1607584
30,0,66
11,1,597
19,1,414
7,0,47
25,1,206
26,1,141
38,2,282608660
34,1,801
29,1,674
20,1,245
15,0,89
11,0,76
18,1,133
38,1,197
36,1,172
26,0,52
28,1,135
27,2,1317247
6,1,362
33,0,52
9,1,138
32,1,354
4,1,182
28,0,48
33,2,23810241
37,0,122
11,1,874
21,1,348
25,1,189
19,1,454
10,0,49
22,0,61
34,1,318
20,0,42
33,1,208
7,2,287
35,2,68169938
28,1,1471
21,1,417
5,0,194
3,0,105
19,2,55764
4,2,234
40,2,706332006
26,1,773
3,1,571
16,1,201
30,1,246
33,2,22382126
10,1,1326
9,2,397
2,0,95
26,1,358
19,2,27815
11,1,142
18,1,335
19,1,56
27,2,1239382
1,1,56
33,2,22936728
9,1,1043
2,1,461
40,1,375
34,1,123
14,2,2475
2,0,81
9,1,61
16,2,6191
37,0,45
8,1,202
16,2,6124
18,2,16010
35,0,45
20,1,295
23,0,50
2,2,72
15,1,252
9,2,298
30,1,252
38,1,127
34,1,52
16,1,299
3,2,87
29,0,53
27,0,48
20,0,48
5,1,148
25,1,251
29,1,176
20,2,285724
3,1,311
11,1,188
26,1,63
31,2,9157949
6,0,91
33,1,748
10,0,67
19,1,320
38,2,277245842
11,1,994
8,1,274
17,2,10781
31,2,8736976
2,2,197
30,0,81
3,1,853
37,2,169734218
36,1,868
5,1,377
27,0,81
24,2,285227
26,2,850037
39,1,450
8,2,278
18,2,16210
33,1,300
35,0,90
39,1,67
2,0,44
33,2,25484806
25,2,559413
26,2,873986
1,1,79
34,1,1600
7,2,300
3,1,833
1,2,75
38,1,274
14,1,559
24,0,130
11,0,64
7,1,228
23,2,383990
3,2,168
22,1,780
7,2,443
32,2,15352215
14,2,2719
7,2,220
26,0,83
10,2,481
18,0,60
1,1,78
38,2,271405356
30,1,1027
4,1,361
13,0,89
37,2,162808184
29,1,810
5,1,324
27,0,95
22,1,280
19,0,52
13,2,1590
6,0,47
19,1,256
34,2,38976387
29,2,3961948
25,2,510042
2,0,109
26,1,739
28,2,2351473
14,0,108
9,1,1249
24,1,416
19,1,235
37,1,202
36,0,63
16,0,56
25,2,533352
7,1,308
27,1,204
23,1,110
4,1,256
34,2,38040411
29,1,828
13,0,87
10,1,425
6,1,201
18,1,238
22,1,208
12,2,1047
36,1,192
12,1,127
6,2,171
30,1,198
39,2,449603226
7,1,1043
22,1,386
14,1,162
37,2,166887992
21,1,786
26,0,100
8,0,43
24,1,218
20,0,43
40,1,352
4,1,353
7,1,172
37,0,49
24,1,54
9,1,271
24,2,285227
10,2,429
18,2,15975
12,0,58
29,1,196
14,2,2393
24,1,63
2,2,67
23,1,140
15,1,248
9,0,49
4,2,124
29,0,51
12,1,124
12,0,49
14,2,2390
40,0,54
20,1,131
17,1,61
31,2,8840212
31,1,617
23,1,183
33,1,412
10,2,552
20,1,103
34,0,110
17,0,54
29,0,45
9,1,204
3,2,139
9,0,45
35,1,326
16,1,177
23,1,56
13,1,59
6,2,204
28,0,48
30,0,54
23,1,65
18,0,63
33,2,24507516
18,1,1477
30,2,6335140
37,0,99
33,1,439
6,1,385
27,2,1255044
37,1,501
14,2,2423
36,1,158
36,0,69
4,1,318
18,1,87
35,1,58
2,1,300
1,0,64
20,1,54
19,1,53
9,1,141
26,1,139
1,1,56
26,1,51
38,1,219
6,2,194
19,0,69
23,1,266
28,2,2090719
6,2,252
21,2,67370
13,1,490
13,1,98
27,2,1338365
31,1,569
8,0,104
14,1,292
15,1,251
6,1,140
13,1,58
3,1,250
14,1,67
35,0,64
18,1,71
10,2,514
19,2,27820
8,1,123
39,1,157
29,1,158
6,1,59
37,1,193
10,2,465
30,2,5439632
8,1,350
17,1,128
27,1,149
29,0,94
19,1,65
10,0,50
14,0,50
34,1,86
11,0,61
35,1,59
31,2,8835388
15,2,4179
36,2,99854202
33,2,25581423
35,0,134
9,1,1118
30,1,445
17,2,10240
23,1,369
28,1,233
6,1,179
26,1,52
32,1,119
16,1,401
34,0,78
27,0,53
32,2,14137209
37,1,795
35,1,165
10,0,99
12,1,347
7,1,346
38,1,196
9,2,404
25,1,288
32,1,250
22,0,66
27,1,211
2,1,356
6,2,152
16,1,59
17,0,49
22,2,119184
23,2,477786
33,0,278
23,1,864
6,1,219
18,2,34533
13,0,139
4,1,256
16,1,144
15,1,223
22,0,129
2,1,181
31,0,92
5,2,389
34,1,216
14,0,96
29,0,99
39,2,447544231
10,2,565
13,2,1526
40,1,845
3,1,475
4,0,110
29,2,3312944
29,2,3161744
9,1,331
18,1,555
31,1,204
23,1,251
9,2,318
14,2,2419
19,1,58
12,1,133
38,1,142
27,1,210
4,2,109
10,0,62
3,0,49
32,1,65
21,2,67399
6,1,113
6,1,53
21,1,126
23,1,61
14,2,2369
2,2,81
24,0,49
9,1,71
14,2,2382
5,0,50
20,0,49
35,1,139
20,0,53
8,1,53
5,2,133
2,0,49
9,2,325
20,0,44
8,1,56
21,1,50
30,2,6285062
4,1,390
20,2,41753
12,0,87
20,1,220
26,1,62
32,1,100
23,0,60
13,1,142
24,2,285215
26,2,746467
32,1,60
34,1,73
39,1,78
33,0,54
14,0,49
38,1,64
15,1,235
38,1,51
39,1,52
34,1,62
36,1,66
23,1,70
24,0,54
7,1,76
13,2,1529
8,1,58
31,1,52
33,1,51
10,1,146
9,0,51
38,1,56
11,0,49
37,2,170604184
30,0,111
40,1,841
8,2,317
1,2,62
13,2,1579
14,1,454
24,1,234
16,0,54
11,1,339
6,0,51
31,0,50
35,2,66435482
39,2,451201206
32,2,16622237
24,1,866
32,0,97
38,1,426
14,0,59
12,1,272
13,1,133
10,0,49
7,0,49
22,1,136
34,2,37623576
3,1,1295
28,0,98
7,1,540
38,0,44
22,1,313
20,0,44
39,1,309
14,1,179
27,1,214
27,1,63
25,0,43
22,1,52
21,1,200
37,2,171239221
20,1,1242
7,1,1047
13,1,144
6,2,191
23,1,328
37,1,359
5,1,297
14,2,2421
25,2,467941
27,2,1342667
22,2,118056
17,2,10944
16,2,6651
7,1,596
10,1,496
21,1,240
39,1,491
23,1,119
30,2,5673521
29,1,967
9,0,99
2,2,103
14,2,2429
23,0,50
22,1,287
1,1,65
24,1,64
39,1,342
24,1,52
31,2,11120838
35,1,814
19,2,27829
13,0,108
4,1,343
30,1,300
38,2,291827181
30,2,5115843
38,1,842
36,1,257
33,1,247
15,1,332
9,1,247
29,2,4482582
31,1,1172
13,2,1744
35,1,450
6,2,190
27,0,95
30,1,147
16,0,62
8,0,48
28,0,50
32,1,64
12,1,368
35,0,45
21,2,72590
39,2,447159104
6,0,154
3,2,180
5,2,182
28,2,2109246
27,1,714
2,2,110
23,0,92
12,1,383
21,1,196
33,1,249
36,1,335
40,1,215
32,1,130
8,0,72
30,1,59
8,2,264
29,1,60
25,1,197
33,2,25757605
5,2,225
23,0,93
31,1,817
38,1,281
37,2,165188802
13,1,892
38,1,448
18,2,16055
38,0,111
23,1,333
31,0,56
6,0,50
22,2,109022
18,0,43
33,2,26842766
37,1,905
38,1,235
28,2,1957776
33,1,678
23,2,235810
9,1,440
26,2,800443
19,2,25820
36,2,103525169
3,1,1428
27,0,79
36,0,52
22,1,317
35,2,62339105
22,1,825
23,2,536626
39,1,980
35,1,333
5,2,426
23,0,184
31,1,380
24,2,614906
36,2,109920551
8,1,1005
9,2,504
8,1,110
29,2,4268706
8,0,93
19,0,73
39,0,49
6,2,187
28,1,755
14,0,55
15,2,4172
8,0,47
11,2,686
34,0,49
35,0,46
28,0,48
23,0,45
32,2,15202843
4,1,760
26,0,91
32,1,462
30,0,55
12,2,1092
29,1,656
21,0,55
14,0,49
12,1,280
16,1,200
11,2,670
4,1,64
38,1,274
12,0,53
39,1,56
4,1,67
14,2,2622
29,2,5521533
24,2,307260
23,1,679
20,2,44906
20,1,248
16,2,6659
10,0,94
5,0,63
12,0,50
24,0,47
9,1,334
35,2,68983080
40,2,792742016
22,1,889
20,0,98
26,2,804787
35,1,370
26,2,811256
11,1,560
35,0,134
16,1,274
6,2,167
31,1,275
18,0,56
5,1,195
7,1,140
8,2,254
40,0,61
22,2,118768
11,1,174
24,1,302
15,2,4118
14,1,135
8,2,210
30,2,6002095
14,1,994
3,0,102
36,1,441
27,1,281
12,1,198
15,0,51
9,0,54
13,1,58
19,1,535
17,2,10755
27,0,73
28,0,52
35,2,67545463
26,0,112
12,2,1131
11,0,63
27,1,823
2,0,46
22,0,54
26,1,90
21,1,258
8,1,325
16,2,6674
12,1,222
7,1,197
19,2,27760
31,1,519
12,1,65
38,1,250
5,1,133
22,0,61
17,1,128
37,2,187445090
37,1,1026
32,2,15477699
33,2,27884381
28,1,1671
5,0,90
6,2,218
27,2,1561761
10,0,102
10,1,696
27,0,68
10,1,94
38,2,282784772
33,1,879
11,0,93
39,1,278
31,2,8861105
27,2,1207796
17,0,78
8,1,651
40,0,49
13,2,1561
7,1,216
8,1,61
36,2,99813689
7,1,922
31,1,368
38,0,91
29,1,212
7,1,53
17,1,183
16,1,126
37,0,65
38,1,264
12,2,1073
3,2,96
29,0,59
9,1,246
34,1,143
34,1,60
2,1,251
35,1,54
31,1,51
36,2,131187843
12,2,1215
8,0,101
1,1,69
10,1,1471
40,1,543
37,1,214
26,1,283
30,2,5628622
22,0,130
35,0,52
30,1,653
15,1,381
30,0,50
10,0,49
13,1,220
18,1,194
8,1,267
7,1,127
5,2,217
15,0,60
2,1,254
20,1,70
19,1,57
4,2,122
37,0,69
33,1,143
15,2,4207
16,0,62
24,1,168
39,1,273
16,1,60
26,1,141
27,1,130
6,0,58
7,1,74
33,2,25941355
38,0,111
18,1,659
33,1,284
29,2,3161777
31,0,57
8,1,320
11,1,212
13,2,1527
39,2,437680354
23,2,256934
22,0,92
2,1,892
37,1,460
21,1,1063
33,0,71
11,1,380
16,1,255
35,2,64425026
28,1,920
3,1,492
33,0,100
13,0,50
30,2,5218496
17,1,464
19,1,322
15,2,3888
14,0,93
26,0,44
9,2,328
17,1,76
18,2,15971
6,2,159
16,1,126
25,0,59
37,2,167450366
25,1,1151
39,1,389
21,1,206
5,0,107
11,2,689
21,0,66
38,2,273374924
38,2,272146322
33,1,1790
27,2,1834173
27,2,1305059
19,1,556
27,1,255
36,1,320
24,2,285258
20,1,65
36,0,99
8,1,318
26,0,50
14,2,2402
3,0,52
32,1,150
22,1,216
32,0,63
28,2,1958525
9,2,288
2,1,279
3,1,135
23,1,56
36,0,53
37,2,159377272
6,1,887
38,0,92
4,2,222
10,2,460
20,1,388
35,0,55
32,1,751
5,2,139
19,1,140
27,2,1207745
24,1,206
33,0,49
6,1,72
19,2,25811
27,2,1207715
39,2,451936227
35,1,816
26,1,286
23,1,237
12,0,96
4,1,351
5,2,227
18,1,567
5,0,118
19,1,183
4,1,144
7,1,178
39,1,217
18,1,56
29,1,131
13,2,2383
34,0,55
8,1,89
39,1,72
3,1,261
10,1,153
29,1,56
18,0,69
15,0,46
3,0,45
26,0,49
20,1,70
21,1,60
40,2,713781297
24,0,121
23,1,858
37,0,60
31,2,8795999
30,1,457
5,2,184
20,0,60
28,2,2008841
24,2,287435
34,2,40806448
25,2,1036060
12,2,2211
29,1,1502
9,2,648
29,2,4692747
15,0,139
34,0,52
34,1,796
28,1,307
30,1,121
3,1,431
29,1,52
13,2,1601
24,1,269
22,2,108997
7,2,169
29,0,53
29,0,57
7,1,273
4,0,54
9,1,116
23,2,176344
30,0,44
17,0,50
13,2,1486
38,1,197
21,0,50
11,2,627
25,1,59
6,1,63
4,0,50
29,1,60
6,1,59
39,1,52
40,1,356
26,0,50
13,2,1493
21,1,212
18,0,62
13,0,48
9,1,65
29,1,50
23,1,52
23,1,59
20,0,50
6,1,61
24,1,53
16,0,52
22,2,109000
10,2,419
21,1,67
28,1,52
23,0,53
12,0,54
33,1,135
37,2,168175302
25,1,1270
32,2,14217052
6,1,906
29,1,371
1,2,73
27,1,185
33,2,24263666
30,1,1408
9,1,431
31,2,9264853
16,1,846
16,2,6300
13,2,1566
28,1,721
17,2,23992
22,1,278
33,2,24562017
13,1,899
4,2,244
15,2,3887
6,0,85
20,2,41683
30,0,48
7,1,464
27,2,1374359
32,1,863
28,2,1990766
27,2,1227458
3,1,721
4,1,53
29,2,3526317
27,1,521
14,1,367
30,0,106
17,1,121
17,1,56
7,1,234
33,2,23678098
40,1,896
15,0,96
38,1,221
25,0,50
30,2,5307925
34,1,842
21,0,66
19,0,48
7,0,45
31,2,9070697
27,2,1224824
40,1,778
8,1,421
19,0,89
25,1,326
20,1,126
25,1,52
22,1,125
36,2,106782312
39,2,439210954
26,2,782847
2,0,80
33,2,22768276
6,1,1280
21,2,145386
35,2,64217636
1,0,91
34,0,71
17,1,842
11,0,58
35,2,63145851
28,0,133
1,1,66
7,1,918
35,0,61
23,1,454
23,1,51
25,0,49
15,0,48
26,2,1245294
34,1,518
16,0,127
6,1,155
7,2,420
25,1,268
11,2,1382
3,1,530
31,2,10023245
40,1,851
32,0,96
33,1,255
11,1,296
16,2,6213
20,0,44
19,1,319
34,0,44
31,1,149
30,1,147
38,0,44
31,1,60
36,1,159
22,1,68
25,0,49
16,1,154
9,0,58
37,0,49
29,1,234
25,0,49
25,1,64
8,1,75
3,1,94
10,0,45
34,1,56
21,0,51
25,1,67
24,1,54
2,1,57
13,1,137
17,2,9915
2,1,60
26,1,53
32,2,13842716
5,2,238
2,1,411
16,0,110
4,1,94
22,1,86
36,1,93
1,1,56
3,0,50
36,1,61
17,1,69
33,1,139
15,2,3894
5,1,69
2,0,48
15,1,141
33,0,50
7,1,52
11,0,48
35,1,53
33,2,25678158
12,1,705
4,2,183
20,2,44940
36,1,446
13,1,126
3,1,381
36,1,58
19,1,296
8,2,228
13,1,58
29,0,106
7,2,193
20,2,44914
23,1,268
34,1,222
6,1,233
13,1,64
8,1,56
21,2,72561
11,0,73
33,0,53
29,1,124
24,1,72
33,1,191
5,1,57
27,1,168
36,0,66
17,2,10655
38,1,218
4,1,58
28,0,56
37,0,54
31,2,10321764
32,1,1197
30,1,224
29,0,173
30,1,93
15,1,458
11,1,405
12,1,92
24,1,268
6,1,267
4,0,112
21,1,287
23,1,94
29,1,283
8,1,91
7,0,87
15,1,98
12,2,1832
29,1,90
35,2,65012380
15,1,1165
10,0,104
21,2,67497
25,1,544
26,2,764682
37,0,132
26,2,854753
24,1,764
13,1,618
35,1,531
39,2,460952720
18,0,192
22,1,1254
19,1,838
36,1,910
31,1,601
2,1,910
24,1,275
16,2,6878
26,0,53
27,1,429
4,1,301
11,1,302
37,2,167586054
31,1,1922
19,2,44235
4,1,762
20,1,780
17,2,15063
15,0,93
2,1,530
13,1,403
33,1,319
23,1,801
27,2,1694162
10,2,922
5,1,2009
14,0,84
38,0,138
2,0,50
32,2,16261278
39,0,260
15,2,4203
30,1,841
36,0,47
12,2,1062
28,0,57
22,2,119800
25,0,52
29,0,52
13,2,1543
32,2,14053921
31,2,8579605
36,0,128
25,1,693
34,1,351
12,1,259
7,0,65
30,2,5327758
17,1,797
14,0,70
24,1,160
15,1,701
27,2,1454428
11,2,774
19,2,41025
26,0,137
16,2,8408
33,2,25168967
26,0,128
6,0,66
38,1,814
24,0,42
31,2,8884928
35,1,588
27,2,1323012
7,0,105
5,0,49
1,1,102
9,1,592
9,0,87
25,1,435
25,1,100
8,2,395
20,2,66980
11,2,1108
12,1,178
36,2,105538046
8,0,129
3,1,1395
29,1,341
16,0,77
22,1,277
2,0,51
16,2,6252
34,1,238
7,1,272
19,2,25800
5,2,138
34,2,37905027
37,0,153
34,0,47
13,1,822
33,0,57
32,1,423
20,2,45043
16,1,207
19,1,264
2,0,50
23,1,197
34,0,53
35,0,54
3,1,469
26,0,45
18,1,53
39,2,442401182
28,2,1954182
2,0,94
2,1,847
17,1,723
25,2,1077225
30,0,277
10,1,901
24,0,132
7,1,296
7,2,462
31,0,105
33,2,24608068
16,0,130
13,2,1577
20,1,797
19,1,199
12,1,264
35,1,323
15,0,52
34,0,43
12,2,1023
20,1,57
25,1,184
20,1,51
32,1,269
12,1,50
7,1,318
7,1,52
38,2,275489321
16,2,13526
8,1,1896
28,1,762
28,1,114
37,1,410
27,2,2486628
36,1,255
6,1,253
39,1,258
19,0,172
21,2,117928
39,1,95
38,0,87
3,2,155
32,1,327
12,1,373
3,1,411
17,1,609
20,2,72986
32,2,14586740
9,1,995
28,2,2295298
12,1,573
32,2,14478977
18,2,16073
20,1,1076
11,1,397
17,1,188
2,1,243
21,2,67428
27,1,207
32,1,228
2,1,53
6,2,149
24,1,213
7,0,96
6,1,190
1,1,55
4,2,119
20,2,41696
12,1,116
25,2,461376
3,1,130
24,1,64
29,1,53
3,0,44
10,2,438
9,1,117
32,0,58
2,2,65
10,2,386
40,2,720086290
19,1,840
24,2,285578
32,1,354
34,2,38887226
8,2,688
3,0,187
14,1,1437
7,1,429
5,1,194
19,1,447
28,1,592
26,1,114
25,1,312
11,2,1480
24,1,231
37,0,120
36,0,107
29,1,139
7,1,222
17,1,127
22,1,188
38,0,105
15,0,107
17,1,151
31,0,105
19,0,93
32,2,14583662
11,1,790
16,1,332
30,1,278
5,0,88
21,1,187
36,0,59
38,1,282
5,2,306
24,0,49
22,1,134
23,1,61
29,0,47
17,1,53
24,1,62
19,1,117
33,1,109
5,2,168
4,1,218
37,0,50
35,1,173
4,2,122
11,1,53
2,0,50
28,1,638
1,1,60
30,0,47
5,1,129
25,2,462630
17,2,10044
16,1,127
20,0,54
37,1,118
26,1,52
40,1,130
23,1,61
22,1,55
40,1,60
4,1,60
38,1,55
37,2,169979249
27,0,212
18,1,1945
8,2,298
16,2,6715
18,0,61
19,2,28025
4,1,454
21,0,55
17,0,48
10,0,46
25,0,50
4,2,114
29,1,345
24,1,181
12,0,47
3,1,326
29,2,3919655
18,1,682
11,0,92
15,2,4176
28,1,321
34,2,45945283
23,2,331706
6,0,115
8,1,882
38,1,419
3,1,429
19,2,148727
24,1,652
26,1,239
14,0,115
13,1,244
15,0,79
13,0,60
24,1,84
22,1,119
39,0,97
34,2,42527492
13,2,2258
18,2,25863
14,2,3861
23,1,726
27,1,338
13,2,2577
35,1,309
21,1,183
24,2,365361
31,2,10270651
22,1,712
33,2,27387034
24,1,841
2,1,459
4,0,87
14,2,2454
33,1,296
14,1,250
38,2,279051815
23,2,176401
30,1,828
5,2,159
11,2,649
28,1,383
21,1,306
18,0,89
5,1,375
22,1,141
27,1,67
17,2,9932
26,0,65
20,2,41675
2,1,302
3,2,80
22,1,61
27,2,1267265
5,0,132
30,1,314
19,0,46
8,1,194
7,2,264
8,1,60
7,0,51
11,1,220
15,1,280
15,1,63
12,1,138
17,0,51
29,1,79
40,0,48
24,1,148
26,2,790625
37,0,131
22,1,423
24,0,56
28,0,47
5,1,182
32,2,16704190
35,1,735
37,2,170199025
17,1,893
27,1,361
12,2,1036
26,2,769505
1,2,56
33,0,90
30,0,70
14,1,261
11,1,349
8,1,287
36,1,368
8,1,52
31,1,189
17,1,57
11,0,63
14,0,52
22,0,44
7,0,43
33,1,55
26,2,803801
30,1,261
31,2,8786015
1,2,80
25,2,461372
40,1,788
38,1,228
38,1,52
32,1,343
12,2,1018
8,1,389
30,1,133
2,1,267
3,0,86
2,0,60
13,2,1523
6,2,169
29,2,3191527
32,1,74
11,0,72
20,1,221
21,1,52
9,0,59
22,2,155243
16,2,6261
12,0,91
3,0,42
10,1,437
37,2,177338603
28,2,2512704
38,1,835
38,1,140
37,1,212
18,2,17256
29,1,260
16,2,6657
17,0,102
30,1,118
8,0,68
18,2,17199
23,1,308
31,1,144
30,0,53
33,0,46
25,0,47
18,1,196
19,1,64
38,2,274584231
3,1,1140
14,1,455
17,1,188
28,1,372
6,1,178
21,2,112031
2,1,217
19,2,45753
7,1,153
26,0,116
12,0,83
6,2,302
3,1,138
40,1,403
13,1,145
33,0,62
7,0,68
5,2,197
7,0,51
34,0,51
4,1,92
8,0,79
20,2,70459
9,2,516
24,0,79
36,0,57
18,1,277
40,2,725410432
39,0,97
21,1,769
25,0,64
32,2,13955296
23,2,176653
23,1,1316
14,1,341
19,1,350
17,0,101
7,2,200
26,2,818669
39,1,435
11,1,388
39,1,222
33,0,62
15,2,3989
34,1,254
40,1,129
5,0,50
22,2,109920
29,0,55
22,0,50
30,2,5236737
19,0,68
25,1,328
30,2,5254870
19,2,25933
9,1,486
33,0,95
23,1,122
23,1,52
4,0,63
39,0,55
14,1,163
26,1,139
9,1,55
30,1,223
15,1,243
5,0,51
9,0,43
4,0,43
11,2,677
35,1,72
14,0,64
35,0,49
16,1,69
30,1,53
15,1,52
6,1,216
2,1,268
34,2,38168281
36,1,1032
36,0,100
39,1,219
10,0,78
24,1,354
30,2,5318343
18,1,881
4,1,369
26,1,126
18,0,98
31,1,253
21,1,125
33,1,63
3,0,65
17,0,53
21,1,63
14,2,2481
35,1,274
29,1,134
21,2,67399
20,1,135
2,1,253
24,0,60
16,2,6155
13,2,1510
19,2,25783
22,0,50
3,0,51
12,2,969
11,1,274
31,2,8570475
6,0,131
14,1,404
7,1,156
25,1,176
14,0,53
35,2,63820151
15,2,4290
39,0,91
9,0,46
26,1,766
27,2,1410906
38,1,1466
3,0,43
20,1,394
31,0,45
26,2,747348
6,1,614
4,2,108
15,1,324
9,1,172
31,0,54
3,1,329
38,0,43
19,1,123
2,1,61
12,1,132
17,1,165
18,0,53
5,1,52
37,1,113
8,2,243
1,1,60
31,0,54
30,1,694
37,0,58
29,2,3400714
13,1,346
39,1,98
20,2,45012
8,2,218
29,1,234
19,0,67
24,0,74
7,0,55
25,2,497861
17,1,142
35,1,129
40,2,750991368
16,2,6252
22,0,89
33,1,1303
1,1,70
24,2,285192
26,0,50
11,0,43
2,2,77
37,0,50
29,1,285
13,1,348
