@relation Fibonacci

@attribute FibonacciNumber numeric
@attribute ComputationMode numeric
@attribute runtime numeric

@data
24,1,190
12,1,209
8,2,232
37,1,269
31,2,10783049
24,1,338
38,1,239
22,1,130
8,1,350
18,0,97
1,0,54
33,0,53
17,2,9977
37,1,82
31,1,78
34,1,134
7,1,127
9,2,311
11,1,140
16,0,54
2,0,47
31,1,60
8,0,58
8,0,44
10,0,43
19,2,25820
9,1,60
13,1,69
15,2,3835
4,1,205
31,2,8721996
39,1,449
30,1,179
34,2,40082648
13,1,904
3,1,466
3,1,52
39,1,323
32,1,292
30,2,7616909
33,0,227
24,1,635
27,0,127
36,0,87
6,1,339
32,0,88
37,1,569
11,1,589
21,0,86
11,1,92
20,2,50725
17,0,50
19,0,46
6,1,57
15,1,272
1,1,55
22,1,138
6,0,51
23,2,176348
21,1,219
11,0,55
20,1,146
19,1,67
34,1,144
13,1,60
30,1,144
5,1,138
10,0,51
32,1,318
37,0,52
37,2,168749049
32,1,895
36,2,104180893
3,1,2866
31,1,571
16,1,497
11,0,117
14,2,3350
30,1,268
23,0,60
32,1,71
24,1,481
33,1,185
38,1,283
28,1,274
33,1,71
32,2,15347753
20,2,41755
33,1,487
35,1,283
17,0,98
17,1,167
23,1,158
24,2,285227
16,1,68
38,1,75
2,1,164
9,2,296
2,1,52
22,1,54
33,2,24403754
1,1,132
36,1,898
2,2,179
3,1,518
13,2,2129
26,2,1160346
3,0,117
40,1,573
31,1,363
4,0,76
19,0,46
26,0,71
39,1,221
15,2,6749
36,1,125
18,0,62
7,1,252
12,0,45
4,2,145
24,1,339
22,0,48
21,0,70
13,1,146
24,2,472420
27,2,1276891
38,0,122
26,0,49
6,2,240
26,1,536
5,2,128
1,0,62
4,1,362
27,1,228
11,0,47
38,2,271576767
13,1,874
35,1,346
16,2,6677
39,1,195
23,2,189836
20,2,44888
4,2,143
17,1,152
36,1,64
27,0,95
11,1,343
6,1,200
17,2,10673
1,1,59
34,1,145
11,1,64
38,0,62
18,1,215
24,2,416732
30,1,438
11,1,302
38,2,276944003
24,2,316184
5,0,179
19,1,1541
10,1,972
3,1,909
28,1,572
37,2,174972446
38,0,153
8,2,293
28,1,1026
7,0,81
27,2,1318610
32,2,15242188
11,2,735
40,0,103
26,1,701
20,1,216
7,1,377
5,1,137
36,0,70
15,1,257
38,1,321
29,0,51
1,1,59
22,1,234
23,2,189956
38,2,281104572
39,1,916
24,1,357
29,0,96
6,2,217
31,1,182
21,0,49
21,1,191
28,1,226
33,1,63
20,1,136
35,1,219
38,0,50
23,2,320890
35,0,50
10,0,46
30,1,182
6,2,187
6,1,294
39,2,449902660
11,1,906
12,1,252
23,1,288
37,1,323
20,2,41756
16,2,6167
33,0,91
15,1,209
7,1,282
12,1,65
27,0,69
27,1,208
13,1,59
14,1,126
16,1,55
31,0,52
5,1,133
24,0,50
13,1,55
9,0,53
28,1,54
9,2,318
27,0,49
27,1,53
2,1,282
13,2,1522
17,1,61
39,1,198
19,1,140
26,1,62
17,1,60
37,1,54
8,1,58
32,1,291
23,0,60
5,2,155
5,1,60
28,1,53
23,1,63
17,1,50
25,1,50
18,0,64
13,2,1511
9,1,51
20,1,56
20,1,54
14,2,2417
1,2,65
12,1,59
9,2,324
8,2,221
17,0,50
13,0,54
25,1,55
34,1,53
39,2,437818185
11,1,993
38,0,109
2,1,536
27,1,596
26,1,175
8,2,2094
25,2,1084464
31,0,92
35,2,67948727
13,2,1612
6,1,872
16,0,90
39,1,367
39,2,468509338
36,0,168
11,0,90
35,1,810
7,0,76
37,1,113
11,2,1167
27,1,411
23,0,93
15,1,431
12,1,700
17,0,86
35,1,107
39,1,283
27,0,87
32,1,343
21,1,409
24,1,174
21,1,98
24,1,103
33,1,90
3,1,435
39,1,94
1,0,114
25,1,93
12,1,110
11,1,343
39,1,110
17,1,184
32,0,92
21,1,116
4,2,232
7,2,339
33,1,91
31,1,95
23,1,100
32,1,93
7,1,193
35,1,90
15,0,84
15,0,88
14,1,196
33,0,92
38,1,189
39,2,477613238
40,1,886
22,1,350
16,1,231
39,1,138
34,0,102
13,0,44
26,0,43
8,0,44
39,1,69
23,1,119
25,0,47
39,1,61
19,1,287
36,0,45
10,1,334
35,2,62050238
12,1,859
3,1,396
17,0,96
26,2,899331
34,1,470
39,0,80
3,1,237
4,2,183
24,1,336
15,0,80
33,0,63
37,1,153
25,0,50
23,1,141
32,2,15013529
34,1,615
37,1,124
18,2,16298
24,2,286793
17,1,329
6,1,313
19,2,26108
38,0,93
4,1,242
37,0,57
35,2,72032444
11,2,827
35,1,949
28,1,575
21,1,280
7,0,108
26,0,54
17,1,275
15,1,278
37,2,177992653
22,1,781
36,1,395
32,0,99
3,2,160
2,1,353
3,0,55
37,0,43
19,1,274
34,0,42
18,2,16016
23,1,117
22,1,61
21,1,63
34,2,40138859
10,1,829
32,2,16460871
30,2,5335412
34,0,143
7,1,905
33,1,335
9,1,262
37,0,55
2,0,47
6,2,265
28,0,50
19,2,28049
39,2,446338627
6,1,917
13,2,1582
16,0,94
19,1,414
17,1,204
15,1,236
2,1,286
39,1,325
38,1,131
20,0,51
36,1,135
8,1,131
24,0,51
31,1,303
30,2,5329992
20,2,41777
18,1,379
27,2,1207742
11,2,616
30,1,190
12,1,222
17,1,68
31,0,98
36,2,104716091
13,0,277
32,0,92
35,2,66355419
38,0,112
11,1,870
25,0,61
37,0,44
25,1,393
36,1,395
16,1,185
21,2,67460
5,1,206
17,0,46
33,0,50
35,0,50
38,1,213
21,2,67388
3,0,49
3,1,353
25,2,461353
21,1,221
18,1,63
29,2,3161756
37,1,69
33,1,216
30,1,110
10,1,139
14,0,54
13,0,52
21,1,52
2,0,43
21,2,67363
8,1,68
31,1,50
2,0,52
2,0,57
36,2,106748873
15,1,1201
4,1,418
19,2,26093
18,1,317
30,1,253
5,1,204
24,0,109
20,0,42
37,2,167509386
34,1,767
38,0,103
6,2,183
14,1,378
1,1,61
35,1,139
38,0,71
8,0,56
14,0,50
22,2,109036
38,1,287
8,0,48
2,2,77
35,0,50
7,1,233
40,1,131
20,1,303
8,2,241
7,1,113
13,1,59
26,1,109
23,1,211
28,0,53
15,1,229
5,2,142
19,2,25831
26,0,93
9,2,304
7,1,124
9,2,262
21,1,112
7,1,59
13,0,52
35,1,135
36,2,102933941
35,0,133
4,1,893
9,1,266
31,1,308
7,2,278
36,1,269
35,0,60
35,1,60
22,2,109021
38,1,262
26,1,237
17,1,172
10,2,450
33,1,53
6,0,49
20,0,53
34,2,41450889
15,0,127
39,0,53
2,2,104
6,2,209
37,2,202755278
25,2,601632
6,2,198
33,1,777
11,1,412
38,1,261
10,0,102
10,1,136
5,2,147
19,1,355
6,0,59
22,1,219
17,1,225
20,1,63
23,1,52
6,2,178
10,2,482
14,1,182
7,0,62
28,1,180
19,1,71
33,1,70
13,2,1660
6,2,126
19,1,66
2,1,287
20,0,56
38,1,61
12,0,46
13,1,56
30,0,68
14,1,61
5,0,52
4,2,131
15,1,205
36,0,47
4,1,141
25,0,46
23,2,189887
35,1,145
18,1,75
17,2,10668
23,2,189825
30,0,57
38,2,280194035
32,2,14781808
37,2,170197870
38,0,132
18,2,16044
20,0,68
31,0,47
4,0,44
8,2,266
24,1,824
8,2,179
11,1,397
6,2,160
27,0,53
13,0,45
20,1,258
2,2,86
22,2,109030
9,2,308
14,0,46
37,0,48
36,0,42
28,1,661
18,1,138
22,0,45
37,1,268
30,0,60
11,2,641
11,1,64
29,1,50
39,1,170
26,0,49
18,0,53
26,1,59
32,1,189
24,1,61
29,1,67
14,1,252
10,1,130
17,2,9930
4,1,206
6,0,52
8,1,188
7,0,51
21,1,126
33,1,62
15,0,62
1,1,64
11,2,633
33,0,50
32,1,65
11,0,42
16,2,6163
23,1,52
18,1,60
24,1,60
19,2,25809
10,1,59
29,1,50
25,1,50
6,1,56
21,0,50
28,2,2032100
33,2,22906623
30,1,793
39,0,89
28,1,334
15,2,3935
25,1,220
39,2,462341057
25,2,497286
16,1,880
23,2,190308
8,1,326
29,1,351
39,1,255
18,0,116
6,1,126
17,1,203
33,1,204
20,2,233414
14,2,4157
5,2,198
20,0,107
28,0,78
3,2,118
32,1,619
12,0,58
28,1,202
9,1,308
1,1,72
3,2,108
12,2,1644
8,2,304
9,1,97
35,0,80
21,1,205
21,1,90
6,1,106
28,1,76
25,0,59
5,1,148
29,2,4746173
4,2,212
30,1,618
1,0,63
21,1,207
8,2,280
24,2,307103
12,2,1024
19,0,73
27,0,45
36,2,105173632
38,2,279886406
24,0,128
11,0,45
5,1,1109
33,1,340
27,1,269
21,1,185
4,2,191
19,1,233
30,2,5554217
9,1,2006
5,0,88
22,1,354
38,0,74
1,1,58
13,1,230
39,1,339
2,2,95
16,2,6194
8,1,216
12,1,198
7,1,135
36,1,215
40,1,143
39,1,55
34,0,56
39,1,53
1,1,49
21,1,115
27,1,194
10,0,53
11,1,143
33,1,205
2,1,233
21,0,57
14,1,59
33,1,53
19,1,168
35,1,52
2,1,54
10,1,154
9,0,51
37,1,52
24,1,59
22,1,62
32,2,14088437
21,1,1172
32,2,16419716
28,2,2202251
4,0,92
39,1,683
32,2,16988440
4,2,229
4,1,812
29,2,3408133
7,2,197
2,2,68
33,0,88
37,1,739
9,0,65
36,1,129
6,0,51
26,2,806768
40,1,426
32,1,305
2,1,377
37,0,50
16,2,6253
5,1,405
40,1,56
40,1,51
5,0,53
36,2,101122206
10,1,1025
14,0,102
9,1,219
20,2,41975
27,0,44
31,1,316
36,2,102054242
7,2,291
5,0,90
12,2,989
1,0,67
21,2,67711
38,0,66
15,0,46
1,1,67
26,0,47
40,0,44
15,0,45
17,1,1281
13,0,45
32,2,15946600
6,1,819
15,2,3901
3,1,418
8,2,245
8,1,134
22,2,108982
3,2,90
7,2,165
11,1,362
28,1,492
18,1,216
13,1,373
27,2,1623972
14,1,1152
30,2,5304309
13,2,1647
10,0,84
28,2,2460477
22,1,948
26,2,747200
26,2,752722
24,0,203
3,1,530
8,1,263
34,2,39783355
32,1,1404
11,1,579
21,2,140257
7,2,314
30,1,269
10,1,157
27,1,252
6,0,124
11,0,69
3,0,50
8,2,366
25,0,54
15,1,253
18,0,62
17,1,211
16,0,62
24,0,54
9,0,46
29,0,51
21,1,181
21,1,64
19,1,116
4,1,216
38,1,342
27,1,67
1,1,68
33,2,25603060
7,1,1178
34,1,405
36,2,99089547
24,2,285321
6,1,922
25,1,365
27,2,1207730
26,1,114
22,2,109029
24,0,92
16,0,44
16,0,44
36,1,404
15,1,245
27,0,50
22,2,108941
16,1,137
18,2,15973
27,1,149
33,1,178
21,0,54
3,1,330
4,1,60
9,0,44
37,0,50
6,1,62
32,0,50
26,2,746507
21,0,49
5,1,60
21,0,50
2,1,54
30,1,136
13,1,135
2,1,63
3,1,54
39,1,179
27,1,67
10,1,155
21,1,187
24,1,128
8,1,50
6,0,54
5,2,147
10,1,60
12,1,53
28,1,51
7,0,69
38,1,136
5,1,54
22,1,51
8,2,250
18,2,15972
34,0,45
6,1,55
37,1,56
24,0,49
37,1,67
17,1,52
16,0,49
27,2,1207741
15,0,44
4,0,53
4,1,55
17,1,60
11,2,626
23,2,176275
19,1,517
40,1,139
8,1,63
26,1,51
37,1,56
26,1,53
36,1,58
3,1,57
7,1,56
30,1,58
11,2,627
13,0,48
19,1,59
15,2,3829
34,0,43
29,1,53
15,0,49
25,0,55
18,1,51
35,1,53
4,1,55
22,0,53
6,0,50
13,1,58
16,1,53
30,2,6901204
14,1,510
7,1,93
14,1,53
10,1,79
17,2,10031
25,1,84
26,1,60
37,1,82
35,0,93
33,1,76
17,0,59
28,1,72
34,0,44
1,2,76
2,1,99
35,1,74
34,0,50
6,1,64
40,0,43
32,1,60
7,0,42
19,0,54
10,1,54
4,1,64
2,0,75
23,2,176345
11,1,139
33,2,24997603
2,0,127
2,1,1216
30,1,607
39,1,299
23,2,176910
4,1,282
18,2,16024
38,0,70
39,1,121
22,1,306
27,1,190
13,1,217
20,2,41755
6,1,159
22,2,109170
3,1,58
11,0,60
11,1,299
26,1,154
5,0,51
13,1,54
2,1,64
26,1,61
8,0,46
1,2,61
37,1,246
24,2,285412
35,1,223
7,2,174
24,2,285311
17,1,181
33,1,176
38,0,50
31,0,48
28,0,50
20,2,41710
33,1,137
2,1,62
24,1,170
19,1,121
23,2,176723
16,1,212
26,0,51
35,1,121
32,2,15177764
34,1,1206
29,0,123
32,1,453
19,1,503
23,1,314
33,1,61
1,1,60
6,0,69
24,0,59
26,0,55
13,1,310
11,1,402
32,2,15373620
30,2,8016083
4,2,235
20,2,44994
11,2,693
8,1,871
36,1,497
2,1,299
19,1,285
14,1,486
31,1,308
25,0,130
32,0,67
19,1,127
25,0,59
13,0,48
25,0,52
8,0,51
1,0,68
17,1,95
3,0,61
13,1,73
36,1,147
7,0,77
17,2,15897
5,1,269
37,2,171703791
17,1,1786
20,2,59739
19,2,51942
27,1,1263
15,0,144
22,0,82
3,2,252
8,0,50
34,1,567
23,0,62
23,1,600
37,0,59
25,2,690589
26,1,628
37,1,573
37,1,54
3,1,902
3,1,57
17,1,359
1,2,63
37,0,100
16,2,6647
20,0,73
19,2,31592
9,2,394
26,0,60
26,0,75
21,1,410
39,2,452978123
27,1,968
3,1,745
5,0,95
39,0,49
31,1,349
15,0,48
17,1,203
35,0,44
34,1,318
8,0,43
7,2,243
27,1,54
11,0,45
24,1,219
22,1,115
4,2,125
14,0,55
21,1,570
1,1,63
16,1,131
32,1,59
32,1,61
37,1,123
9,0,63
1,1,56
6,1,240
3,1,58
37,0,49
5,1,163
10,0,50
34,1,115
15,1,303
17,1,53
12,2,1130
5,1,55
23,0,51
23,1,54
39,1,191
4,0,50
30,1,54
23,1,53
14,1,231
37,1,52
30,0,49
7,1,149
20,2,41751
23,0,50
4,1,107
33,1,113
14,0,47
32,0,50
7,2,152
39,2,448946373
1,2,112
24,1,892
17,0,99
2,0,52
3,1,461
31,1,251
20,2,41771
31,2,12146907
24,0,121
3,1,463
23,0,65
37,1,292
28,0,51
11,2,712
6,0,42
9,0,49
29,1,223
35,1,136
16,1,271
36,0,49
6,2,198
39,2,447221548
5,1,865
35,1,399
26,1,259
19,0,97
5,1,60
8,1,207
19,1,177
10,0,52
34,2,37276632
18,0,110
22,2,109039
9,1,862
20,1,318
11,1,576
31,1,247
1,0,66
26,0,67
5,1,177
32,0,62
24,1,168
21,0,61
2,2,83
39,1,286
10,1,111
14,1,229
22,2,108993
21,1,109
38,1,110
14,2,2421
25,1,55
28,1,207
9,0,51
34,1,119
5,0,48
2,0,50
23,1,62
37,1,133
38,1,54
4,2,127
31,0,48
39,2,445021767
24,2,307228
13,1,813
31,0,100
15,2,4125
9,1,322
25,2,496808
11,0,63
33,2,23256369
17,0,113
24,0,59
8,0,45
33,2,25348552
36,1,1071
14,1,511
17,1,190
30,1,352
30,1,52
6,2,246
36,1,155
33,1,175
39,0,99
10,1,369
27,2,1222371
13,0,62
38,2,276260225
31,1,1242
4,2,192
19,1,410
15,1,305
37,1,254
38,1,230
23,2,189967
30,1,112
39,2,445192563
10,1,1015
37,2,170763214
37,1,963
37,2,172280987
14,1,1604
11,0,99
16,0,53
31,2,8549436
19,1,894
1,1,65
16,2,6227
4,0,94
26,0,45
22,2,167823
16,0,45
39,0,46
36,1,416
6,2,194
28,1,230
21,1,147
21,0,56
5,0,50
13,1,244
8,1,189
11,0,58
35,1,73
26,1,63
3,0,54
10,2,33831
24,1,196
6,2,166
3,1,405
29,1,81
11,1,1271
18,1,220
24,0,117
14,1,148
3,1,153
37,1,145
36,2,105800433
19,0,126
23,2,176675
4,1,1224
28,1,436
3,2,93
39,0,74
21,1,341
4,2,132
16,0,52
24,1,356
7,0,43
19,1,214
16,1,241
3,1,785
25,0,43
8,1,165
11,0,43
4,0,50
31,0,51
7,0,48
30,0,44
29,2,4887543
7,1,1040
15,2,4235
20,1,395
12,1,231
20,2,44915
12,2,1042
15,1,279
18,0,94
39,1,365
32,2,13919360
25,0,137
34,1,553
15,2,3919
27,0,44
4,1,266
25,1,254
18,1,76
5,1,60
23,2,176299
4,1,61
24,2,285177
36,2,100902938
10,2,565
22,1,871
37,1,364
9,1,309
1,0,83
39,0,70
36,1,142
17,1,211
31,0,48
17,1,60
10,1,144
14,0,53
9,2,350
31,1,191
17,1,61
37,1,52
8,1,209
17,2,11931
11,0,60
6,1,147
24,1,131
37,2,168332140
13,2,1663
9,1,964
40,2,712792278
21,1,866
11,1,391
10,1,133
29,0,89
6,0,47
4,2,186
23,2,176328
7,1,281
40,0,52
2,2,76
9,1,143
25,1,165
8,1,53
10,2,440
29,0,47
16,1,135
33,2,26632763
30,1,1110
2,1,451
28,0,88
16,2,6212
33,1,135
2,0,61
37,1,266
6,1,234
14,1,319
2,2,95
27,0,53
10,2,458
24,1,217
29,0,49
29,0,43
7,1,62
28,1,263
29,1,56
12,1,210
29,1,60
25,1,51
10,0,50
11,1,210
19,1,286
21,1,53
2,0,45
16,0,50
40,1,219
3,1,131
37,2,166651336
28,1,926
28,2,2033506
38,2,271680763
34,1,1100
2,1,399
25,1,337
19,1,249
6,1,213
16,1,189
10,1,260
26,0,109
6,1,65
34,2,38951688
29,0,130
32,0,42
31,1,809
28,1,299
17,1,360
1,1,55
30,2,5627281
22,1,765
36,1,357
24,1,53
33,0,83
13,1,294
30,1,225
7,0,62
32,1,199
37,0,58
14,1,56
37,0,52
39,1,414
19,2,25889
20,2,41693
4,1,262
37,1,64
14,0,56
30,1,56
3,1,336
34,0,43
33,0,48
39,1,62
33,1,61
11,0,50
10,1,253
11,1,115
37,2,164824309
23,1,1764
29,1,345
27,0,137
6,1,361
31,1,222
19,0,84
40,1,257
21,0,57
18,0,68
12,1,190
33,0,75
12,2,11009
33,0,121
3,2,143
23,0,77
33,1,424
12,1,245
38,0,55
35,1,227
22,0,46
25,2,510667
29,1,214
22,1,165
7,1,199
20,0,72
15,2,4212
13,1,72
37,0,51
27,0,45
12,1,76
20,1,181
29,1,61
35,1,146
26,1,53
16,1,138
4,1,170
5,1,58
16,1,56
25,1,127
32,0,52
11,1,189
22,0,62
33,2,24295652
4,2,308
3,1,1051
35,2,70303995
39,1,846
30,1,254
12,1,334
36,1,237
2,1,337
1,1,63
29,1,224
25,0,120
3,2,138
1,0,68
2,2,69
6,2,214
10,2,479
29,1,67
39,0,85
20,2,44915
20,2,44861
7,1,341
39,0,54
34,0,48
13,1,142
37,2,176175416
2,0,112
6,1,1206
26,1,322
32,1,321
25,1,185
35,1,261
8,1,205
21,0,60
15,0,55
2,2,179
21,1,136
31,1,64
27,0,66
3,1,304
19,1,138
13,0,52
32,0,61
15,1,239
26,1,56
15,0,56
6,1,66
26,2,940296
13,0,52
37,1,398
7,1,208
19,1,648
38,1,274
31,1,81
37,1,57
4,0,56
11,1,285
14,1,63
18,1,76
4,1,88
17,1,56
17,1,55
11,1,67
22,1,57
33,1,54
29,1,227
35,1,138
28,1,129
17,1,132
2,1,374
10,1,148
18,1,58
13,0,62
28,1,56
21,2,72608
28,1,129
29,1,56
5,0,59
17,1,67
15,1,130
20,2,56965
14,2,2409
37,1,144
8,2,214
23,2,176564
12,2,974
10,1,187
15,1,587
39,2,449393759
4,2,393
22,1,1265
19,1,437
8,2,396
19,1,105
35,1,451
4,0,170
31,0,111
39,2,442233852
3,1,1004
26,1,290
37,0,103
3,1,61
37,2,173411819
12,1,913
29,1,384
4,1,268
17,2,9989
37,2,174260250
12,1,20012
22,2,124468
26,0,85
29,1,383
28,1,140
16,2,6176
9,2,283
26,2,746490
34,1,236
2,2,65
13,0,69
8,0,50
24,0,44
26,0,44
29,1,73
28,1,63
18,1,189
11,2,653
14,1,296
36,1,139
16,1,148
17,1,51
9,2,275
12,1,70
5,1,205
34,1,56
38,2,269920559
10,1,764
6,2,214
33,0,92
16,2,6208
40,2,793069705
35,1,808
10,1,370
21,1,282
28,1,231
25,1,167
13,0,91
6,1,215
29,0,52
33,2,23637078
12,1,853
6,1,302
1,0,80
4,1,219
8,0,79
14,2,2465
16,1,188
15,1,210
27,1,265
23,1,259
13,1,141
12,0,78
3,0,51
2,0,44
32,1,252
30,2,5326348
6,2,265
16,1,453
32,1,183
23,0,99
11,2,669
20,1,211
30,1,138
22,1,67
31,1,53
38,1,258
38,2,287466689
16,2,6723
3,2,103
39,1,838
33,1,570
22,1,227
3,1,418
8,2,273
29,1,198
15,1,209
3,0,99
27,1,62
15,0,86
17,1,118
25,1,114
5,2,176
33,0,54
19,1,201
2,0,59
33,1,65
6,1,655
14,0,56
35,0,52
4,0,60
34,2,42324187
19,0,120
25,1,824
35,1,361
1,2,88
22,1,145
16,1,237
32,0,71
2,1,341
20,2,44976
12,1,229
19,0,55
24,2,307108
25,2,500295
35,1,158
39,2,460199957
21,1,876
29,0,98
27,0,59
7,2,285
38,2,270932806
16,0,120
19,1,815
13,0,66
30,1,309
21,0,44
25,1,188
14,1,294
22,0,45
11,0,60
29,0,43
36,1,331
25,1,64
36,2,102149509
15,1,718
8,1,432
16,1,135
3,2,191
26,2,756998
32,1,421
7,1,138
30,1,133
21,1,167
11,1,200
33,1,51
19,1,205
37,1,229
19,0,95
25,0,53
31,0,68
37,0,50
40,1,231
36,1,59
32,0,45
14,2,2442
11,2,650
6,0,50
7,0,49
11,0,43
4,1,146
31,0,45
28,2,1954090
1,1,61
35,0,49
22,2,108979
23,1,116
33,0,48
5,1,61
40,1,60
19,2,25822
12,0,59
36,2,104572799
10,2,549
23,1,699
6,2,172
31,1,254
5,1,299
2,1,240
11,0,105
13,1,196
39,1,322
21,2,72625
38,1,194
3,1,202
40,0,66
5,1,54
18,1,192
17,1,119
15,2,4143
36,1,218
18,0,64
1,2,75
25,1,56
34,1,127
5,1,57
23,2,246266
7,1,164
28,2,2623946
22,2,231330
4,0,117
17,1,757
40,1,273
33,2,24337618
15,1,1831
37,0,113
18,1,417
33,1,304
35,1,380
23,1,200
4,2,245
10,2,514
18,1,79
3,1,519
1,0,84
11,1,287
10,0,72
3,2,103
29,2,3547493
27,2,1224160
28,1,700
25,1,250
18,1,179
24,1,116
33,0,101
27,0,49
20,0,44
24,1,117
3,0,43
6,1,305
3,1,311
18,1,63
36,2,101866856
38,2,272842474
34,2,38086631
26,0,143
30,2,5723789
39,0,116
16,2,6192
26,1,743
19,2,25836
8,1,433
27,2,1238284
7,0,148
30,2,5573425
13,2,1742
35,2,66306354
25,1,914
4,1,508
21,2,67519
31,1,346
33,0,99
1,1,61
26,1,233
18,0,50
21,0,51
32,0,43
3,0,45
15,0,44
5,2,169
17,1,186
21,1,218
32,0,44
20,1,115
34,1,311
24,2,285443
31,0,44
34,1,118
12,1,280
32,1,62
37,1,127
7,2,198
31,1,62
24,0,58
3,1,325
19,2,25811
19,1,63
21,2,231250
23,0,135
20,1,439
30,2,5619347
12,1,854
3,2,182
3,1,657
8,0,103
8,0,45
2,2,74
3,2,61
10,1,199
15,0,52
3,1,77
25,1,288
15,2,3885
38,2,271613860
35,0,121
34,1,1024
15,1,430
19,2,25857
36,1,170
5,0,66
28,1,290
15,1,53
21,1,209
36,1,52
18,0,58
6,1,286
21,2,67404
35,2,68342546
7,1,962
31,1,354
20,2,45011
27,1,297
13,1,135
30,0,100
12,2,1067
16,1,142
34,0,51
1,1,64
11,2,688
35,2,68380474
15,1,814
21,1,328
9,1,320
20,0,104
7,1,246
34,1,202
24,1,286
7,0,53
25,1,58
22,1,67
19,2,27843
13,1,211
23,0,64
14,1,53
11,1,180
36,1,123
40,0,66
14,1,54
16,0,55
22,0,53
36,0,69
3,1,309
34,1,129
21,2,105043
34,1,350
34,0,111
1,1,81
36,1,118
26,2,821939
39,1,240
1,1,57
16,1,175
30,1,437
38,0,77
2,1,218
17,1,56
38,1,156
24,0,56
5,0,55
15,1,170
15,0,57
38,2,281142129
28,2,1954140
11,1,820
31,0,86
10,1,150
16,2,6158
34,1,297
26,2,746458
3,2,93
36,0,74
18,0,57
28,1,318
21,2,67398
20,2,41685
35,2,63616577
26,2,836202
10,1,880
21,1,314
1,1,56
39,1,331
22,1,139
28,0,105
30,1,190
2,0,47
28,0,43
8,1,193
18,1,133
33,1,133
21,1,51
12,2,1046
27,1,213
19,0,56
31,1,52
2,2,85
13,1,199
2,0,49
16,0,47
6,1,138
26,1,62
28,1,70
12,1,139
5,1,117
20,0,43
33,1,55
27,1,59
21,0,44
6,2,187
34,1,134
14,1,60
37,0,64
31,0,58
29,2,3161915
8,0,49
11,0,48
34,0,44
9,1,68
1,2,67
26,1,54
32,1,61
5,1,68
23,1,125
12,1,54
34,2,37364873
9,2,434
24,1,805
37,1,466
7,2,215
3,2,97
5,0,99
19,2,27812
39,1,209
38,1,145
37,1,58
19,1,273
36,1,136
23,1,137
11,1,207
40,1,144
19,1,56
36,2,105964894
16,1,853
3,2,321
22,1,295
21,0,105
27,2,2426624
36,1,877
36,0,125
16,2,9386
11,0,73
19,1,431
6,1,335
16,1,199
23,1,768
23,0,69
11,1,268
39,0,72
6,1,68
35,1,95
16,1,68
9,2,681
6,0,68
29,2,4252768
33,1,1214
15,2,3876
14,2,2384
26,2,815123
30,0,84
28,1,441
34,1,196
15,2,3868
23,2,204271
6,2,209
9,2,407
1,1,67
13,2,2467
38,1,344
18,2,21404
29,1,82
6,1,669
26,2,852773
16,2,6781
33,2,24084294
34,1,787
12,1,359
10,0,91
18,1,252
15,1,207
31,1,182
23,1,217
1,2,96
21,2,67493
30,1,164
7,2,189
21,1,126
36,1,170
11,2,648
27,1,208
17,1,132
29,2,3631895
23,1,1021
40,2,727312527
4,0,128
25,1,1175
8,1,599
30,0,66
3,0,53
39,2,449937061
29,2,3161845
32,1,964
11,2,683
25,0,87
12,2,980
17,0,50
39,1,331
27,1,288
34,1,165
28,2,2060618
16,0,129
15,0,45
14,2,2510
32,1,309
38,1,182
9,1,327
34,1,63
3,0,59
16,1,196
4,1,212
35,1,51
30,1,136
15,1,152
32,0,50
34,1,51
15,1,54
24,1,208
16,0,51
34,2,36469944
3,2,135
18,1,656
40,1,370
17,2,9943
27,1,142
25,1,68
23,0,93
27,1,55
5,1,299
40,2,715153784
36,1,945
12,1,365
20,1,249
30,1,192
21,0,109
29,1,221
35,2,63184152
15,1,986
8,2,329
15,1,90
32,2,13551824
6,1,530
33,1,351
32,2,15068986
31,1,755
18,2,16012
35,1,303
33,2,27710186
22,1,783
39,2,450277632
16,0,90
32,1,809
2,1,401
4,2,182
4,2,115
27,1,266
25,1,184
27,1,53
27,1,54
3,2,85
30,0,62
13,2,1563
8,1,287
7,2,202
30,0,64
20,0,48
33,0,43
26,2,747126
5,1,59
15,1,302
34,2,41457918
9,1,1234
30,1,304
26,2,746583
39,1,267
8,0,102
34,2,41618736
35,1,965
36,1,189
11,1,366
14,0,89
34,1,111
39,1,230
37,0,80
2,0,42
19,0,43
10,1,148
14,0,48
6,1,187
11,0,44
37,2,167261063
25,1,1017
27,1,214
2,1,365
25,1,56
1,0,86
33,2,25883836
29,1,905
25,0,118
12,2,1104
18,1,291
15,2,4119
5,2,150
7,1,374
18,1,70
35,2,69163081
11,0,127
5,1,870
15,1,414
34,1,302
3,2,136
32,2,14918201
3,1,776
24,2,307784
25,1,335
36,0,93
24,2,307777
30,0,71
17,1,242
2,0,49
19,0,53
28,2,2091085
19,1,755
33,2,23015753
3,0,130
26,0,65
36,2,106139358
18,1,881
2,0,102
36,2,107759573
38,1,887
15,1,795
2,1,305
40,2,756027565
23,1,863
19,2,25899
10,0,80
5,2,147
18,2,15990
23,2,176276
14,0,58
11,1,472
12,0,44
26,0,67
18,1,184
6,1,218
29,2,3371618
24,2,297995
17,0,95
5,0,44
39,2,440966731
35,2,64937435
24,1,833
32,1,778
39,2,450073538
27,1,918
10,1,377
40,1,668
5,1,208
36,1,197
