ImageWidth,ImageHeight,WantedImageWidth,WantedImageHeight,runtime
2020,1664,3940,491,1364
1380,491,4580,491,1305
1380,491,740,100,976
2020,491,5220,882,1584
4580,491,100,1664,1347
1380,2446,1380,2837,1538
5860,3619,5860,3619,1427
5220,2055,100,100,1180
100,491,100,491,653
2020,1664,4580,2837,1458
3300,2055,4580,882,1558
2660,1273,4580,1664,1422
100,1273,2660,2837,1559
5220,1273,4580,882,1503
1380,2446,3940,1664,1672
2660,3228,5860,2055,1249
5220,1664,100,882,1488
2020,3619,1380,100,1293
5860,1664,3940,2837,1618
1380,100,5860,2055,800
2660,882,2660,2837,1110
3300,2837,3300,100,1624
100,1664,3300,2055,1163
3940,2055,740,100,1840
100,882,100,2837,807
100,882,100,3228,1399
2020,3228,740,3619,1530
1380,100,5860,3619,938
2020,1664,100,3228,2051
5860,2055,100,2837,1580
3300,1273,2660,100,2445
2020,491,5220,3619,1574
2660,491,3940,1664,947
740,100,740,1664,651
740,491,1380,882,868
740,1273,2020,1273,1663
3940,3619,100,491,1475
1380,2055,5860,2055,1510
1380,100,100,2446,2075
740,491,5220,491,680
2020,491,3940,882,1178
4580,2837,1380,2837,1643
3940,491,100,2446,1472
2020,100,100,1664,600
2020,1273,4580,3619,1414
1380,882,1380,2055,1038
2660,3619,100,491,1378
1380,2837,3940,3228,2013
100,491,1380,100,608
2660,2446,1380,2837,1907
5860,882,3940,2837,1841
5220,1664,2020,3228,1728
5860,2446,3940,100,1540
5220,2055,5220,3619,1527
3940,1664,5860,882,1548
5860,2055,5220,100,1578
100,100,2020,491,500
1380,491,2020,3619,1439
3300,882,1380,1664,1485
2020,491,740,100,1292
740,3619,1380,2837,2870
5860,491,2020,3228,1232
3940,2837,2020,2055,1490
2020,882,740,100,967
4580,1273,100,3619,1441
100,1664,4580,1273,753
5860,3228,3300,2446,1746
5220,100,5220,100,1437
3300,1273,1380,100,1533
1380,882,740,2837,1072
5860,2446,4580,1273,1739
3300,1273,3940,2055,1415
100,2837,740,3619,1248
2020,3228,3940,2837,1853
4580,2055,5220,1664,1619
2660,2446,2020,882,1546
5220,2055,1380,491,1363
1380,2837,3300,2055,1907
1380,491,740,2837,1507
3940,100,3940,1273,825
4580,2446,4580,2837,1567
5860,2446,2660,491,1566
100,3228,3940,882,1712
5220,3228,5860,100,2172
5220,2055,2020,3228,1229
3940,100,100,882,707
5860,1273,4580,2055,1507
1380,2837,2020,3228,1493
2020,3619,5220,3228,1784
1380,3619,2660,491,1080
5220,1664,3300,3228,1504
5220,2837,3300,882,2507
2660,1664,5860,491,1640
5860,1664,2660,1664,1294
2660,1273,100,2837,1502
5860,3619,3940,2837,1449
100,3228,2020,2055,785
3940,100,740,2055,618
1380,2837,2660,3228,1263
5860,1664,4580,1273,1484
2020,1664,5220,1664,1273
740,1273,5220,2446,1472
3940,100,100,1273,826
5220,491,5220,100,11847
5220,1664,2660,491,1363
2660,1273,3940,491,1848
4580,2446,3940,882,1461
5860,1273,1380,882,1388
2660,3228,5860,3619,1534
3940,2837,5860,100,1441
740,2055,4580,882,1493
740,491,740,2446,682
2020,2837,1380,1664,1397
5860,1273,5860,3228,1892
5860,3228,5220,3619,2637
740,3228,4580,491,1356
5860,882,100,3228,1491
2660,2055,5220,100,1592
5860,2055,740,2055,1541
100,1273,2020,1273,1534
1380,882,5860,2446,1245
100,3228,2660,3228,1135
5860,3228,3940,2446,1474
100,882,4580,2055,680
4580,2837,1380,882,1670
2660,2446,100,3619,1486
2020,1664,3940,100,1501
2020,1273,5860,1664,1884
2020,100,2660,100,584
3300,882,4580,491,1286
3300,2055,4580,3228,1313
5220,2055,5860,3228,2608
1380,1664,5860,2837,1805
5860,1664,3300,491,1444
3940,491,100,882,1499
2020,1664,3300,100,1414
100,2837,2020,3228,907
1380,1273,740,100,1348
100,882,2020,2055,610
2020,1273,2020,2446,1502
1380,3619,2660,3619,1535
5220,1273,2020,1664,1425
2660,3619,4580,1664,1691
100,2837,3940,882,1121
5220,1273,100,2837,2073
740,3228,5220,491,1730
3300,3228,4580,882,1866
5860,3228,4580,1273,2086
2020,100,5860,3619,580
100,2055,3300,3619,869
3300,491,1380,100,1335
3940,100,5860,2837,872
740,491,3300,2055,748
100,1664,2020,1273,1121
100,2446,3940,100,815
5220,2446,3940,2446,1796
1380,3619,3940,2446,1364
5860,1664,5220,3228,1239
740,3619,740,3228,1431
3300,1664,4580,2446,1835
1380,2055,2020,882,2149
3300,882,5220,3228,1490
3940,1273,5220,3228,1420
1380,2055,3300,2837,1531
1380,100,1380,491,625
2020,882,740,491,1551
5220,3619,2660,2055,1541
100,1664,2020,3228,722
3300,1664,5220,882,1838
2660,882,1380,2837,1344
740,882,100,100,1070
3300,2837,100,100,1472
4580,3619,5220,2446,1520
3300,2055,2020,3228,1535
2660,1664,2020,491,1470
3300,1273,5220,491,1419
2660,491,740,882,1068
2020,882,740,1664,1505
5860,1273,2020,3228,1172
5220,2055,100,3619,1129
3940,2446,3300,2446,1365
3300,100,4580,2837,568
3940,882,3940,3619,2251
2660,2055,1380,1273,1464
740,3619,5860,2055,1432
5860,882,4580,1664,1517
5220,2837,5220,2837,1426
2020,3228,740,1664,1112
2020,1664,2020,2055,1463
4580,2446,3940,100,1667
3300,2837,3300,2837,1515
100,100,3300,3619,670
2020,491,3940,1664,785
2020,1273,2660,491,1826
5860,2446,2020,2446,1542
740,1664,5220,1664,1668
5860,100,1380,2055,848
5860,882,1380,3228,1568
3300,2446,4580,491,1460
1380,2055,740,2446,1472
2660,2446,740,3228,1530
2660,100,3940,2446,553
740,2446,4580,2446,1452
3300,491,5220,2055,1447
2660,882,3300,1273,1788
740,1664,740,491,1156
5860,1273,4580,1664,1018
5220,2446,3300,2837,1743
740,882,3940,2055,1744
1380,100,5860,882,495
5860,3619,5860,491,1482
5220,3228,100,3619,1532
5860,100,3300,1273,2044
3300,491,5860,2055,1435
2660,491,5220,100,1726
740,1273,3940,2446,1315
100,1273,3300,2837,616
4580,491,5860,2837,1070
2020,882,5220,1273,1438
5860,1664,5860,1664,1477
100,882,5220,491,783
2020,1273,3300,1664,1443
5860,2837,2660,1664,1552
5860,2446,3940,2837,1409
3940,2055,3940,882,1461
3940,491,5220,2837,1031
2020,491,100,2446,1194
5860,3619,2020,2055,1206
5860,882,2660,882,1684
5860,2055,2660,2446,1483
100,2055,100,882,1151
5860,100,2020,3228,702
2020,2446,1380,3619,1703
3300,2837,2660,1664,1536
100,1273,740,882,698
1380,1664,2020,491,1580
2660,491,2020,3228,1578
4580,2837,4580,882,1434
740,1273,5860,3619,943
740,2446,1380,3228,1626
4580,491,1380,2055,1703
5220,3619,2660,1664,1699
5860,3619,2660,3619,1599
740,2446,3940,1273,1452
5220,3228,2660,491,1495
5220,2446,5220,3619,1589
3300,1664,5220,3619,1629
1380,2446,2020,100,1056
4580,2446,5860,100,1487
3300,2837,100,882,1656
740,3619,1380,2055,1850
100,3619,100,2446,1662
3300,2837,5220,3228,1581
1380,1664,1380,100,1451
3300,491,740,2055,1696
2660,2446,3300,2446,1593
100,3619,3300,1664,1070
3940,491,100,3619,1282
5220,2837,100,2446,1639
1380,2446,5860,1273,1598
100,1664,5220,2837,743
5220,1664,100,1273,1483
3300,882,2660,491,1535
4580,2446,4580,882,2310
5860,2055,5220,2446,1204
5220,1273,4580,1273,1478
2660,100,3300,3619,614
740,2837,4580,3228,1659
3940,3619,1380,1664,1540
3940,3228,3300,2837,2211
4580,2055,3300,2837,1618
4580,3228,3940,2837,1555
3940,1664,1380,2837,1617
4580,882,100,2446,1296
1380,882,3300,2055,1514
3940,2055,1380,1664,1471
3300,2837,100,1273,1577
2660,2837,1380,2055,1590
3940,3619,3940,3619,1408
4580,2837,3940,1664,1291
2660,2837,740,100,1402
740,491,100,882,666
740,100,5220,3619,581
5860,2837,1380,1273,1827
2020,2446,100,1273,1081
740,491,100,1273,1087
2660,3619,740,1273,1762
3300,3228,5860,491,1424
5860,1273,4580,491,1647
3300,100,740,2055,1653
1380,1664,3940,882,1612
3940,3228,100,2055,1507
4580,100,740,882,674
3940,2837,5860,3228,1707
5860,3619,4580,100,1585
3940,491,2020,882,1278
2660,1664,4580,882,1383
2020,100,100,2446,588
2660,491,740,1664,1084
5860,3228,740,1664,1682
2660,2837,5860,491,1834
1380,491,3940,2446,955
2660,3228,3300,3228,1431
5860,2446,1380,3228,1554
5860,3619,1380,882,1305
1380,2055,1380,3619,1352
1380,3619,5860,3228,1325
100,491,2660,3228,1098
5860,100,1380,2837,1229
740,2055,100,3228,1148
2020,882,3300,1664,1013
5220,882,740,882,1425
5860,1664,2660,882,1263
5860,1664,5860,2446,1443
5860,1664,2020,100,1626
3300,1664,100,3619,1451
1380,3619,1380,1273,1372
2020,491,5860,2837,947
3300,2446,1380,3228,1864
2660,2446,100,2446,1476
5220,2837,5220,1664,1473
5860,2837,2020,882,1691
5220,2837,3940,1273,1365
3300,1664,2020,882,1854
3300,2055,2020,1273,1473
5860,3619,5220,3228,1500
3940,1273,5220,2837,1524
3300,1273,3300,2055,1268
100,2055,2660,2055,915
5220,1664,5220,100,1532
5220,2446,1380,100,1527
5860,882,2660,2446,1490
100,100,2020,1273,523
740,2446,740,882,2042
2660,1664,740,3228,1545
2020,1273,100,2837,1469
5860,1664,100,100,1911
5220,2837,1380,2055,1536
3300,3619,4580,2446,1538
1380,2446,2020,1273,1520
1380,3619,740,3228,1529
100,2055,2020,1664,1008
3940,100,100,2446,954
3300,491,4580,3228,1942
100,882,5220,2446,977
5220,491,2660,3228,1350
4580,100,5220,2055,1424
3300,2055,5860,2837,1535
100,1273,2660,491,543
4580,2446,5220,100,1738
4580,100,2020,882,709
2660,1664,4580,2055,2528
1380,3619,5220,2837,1725
3940,3619,5860,491,1230
3300,2055,3940,1664,1647
2660,1664,740,882,1838
3940,882,3300,1273,1359
3940,2446,5220,1664,2341
100,2446,740,100,868
4580,2446,740,1664,1669
100,491,4580,100,807
3940,3228,100,2837,1458
3940,3228,4580,100,1540
100,2446,5220,3228,975
1380,491,5220,1664,1017
1380,2055,3940,1273,1862
2660,3228,4580,1664,1633
3300,2446,2020,3228,1345
3300,3228,2020,1664,1531
5220,491,740,100,1046
100,882,740,882,726
1380,2837,1380,3619,1300
1380,3228,5860,3228,1556
3300,3619,3940,100,1852
3300,3619,2660,2837,1412
740,1273,5860,3228,1119
1380,1664,3300,882,1410
1380,2446,2660,2837,1430
4580,2055,5220,491,1860
740,1273,5220,3228,1017
5860,882,2020,3619,1658
2660,882,2020,1273,1747
5220,2446,740,100,1494
3300,1664,2660,1664,1539
4580,2837,2020,2446,1328
5220,2837,3300,2055,1554
740,882,5220,882,1362
4580,491,3300,3619,1924
3940,3619,3300,2055,1657
2020,491,1380,2055,1720
4580,3228,5220,2055,1537
3300,1273,3940,882,1607
3300,491,5860,3619,1531
3300,1664,1380,3228,1821
3940,3228,100,100,1486
3940,2446,2660,2446,1678
3940,1664,3940,882,1570
2020,1273,100,3228,1600
2020,2837,5220,3228,1446
2660,1664,5860,1273,1509
5860,491,2660,1273,1711
3300,2055,740,3619,1375
3940,491,3300,3619,1458
5220,491,3940,100,1332
3300,882,740,882,2153
2020,100,3300,882,634
3940,2055,3300,1664,1874
100,100,2660,882,582
740,2446,740,491,1195
100,2837,100,882,899
100,2446,100,2837,1005
1380,491,2660,1664,1091
3300,491,100,491,1313
100,2446,1380,2055,1513
3940,100,3940,3228,625
5860,1664,100,3228,1474
740,2837,2660,491,1494
5220,2446,1380,1664,1416
4580,491,3940,3619,995
5860,3228,4580,2837,1466
2660,2055,1380,2055,1388
3940,491,1380,1664,1797
100,491,3300,882,648
1380,1273,740,882,1129
2660,491,1380,1273,1245
2020,2055,5860,100,1642
3940,3228,2660,3619,1515
740,882,4580,2837,907
100,3228,4580,3619,2062
100,2055,5860,491,1263
4580,2837,740,2837,1320
3940,882,1380,1273,1640
5860,3228,5220,2837,1432
5220,100,2660,1273,687
1380,100,2660,3228,716
1380,1664,1380,2837,1511
2660,100,5220,1273,693
3300,1664,3300,1273,1343
2660,2055,100,1664,1429
2660,2837,1380,1664,1818
1380,1273,5220,491,1649
1380,100,3940,2837,551
2660,3228,3300,1664,1897
1380,3228,3940,491,1564
1380,2837,3300,491,1390
2020,1664,1380,491,1527
4580,2837,3300,2446,1684
3940,3228,100,1273,1502
2660,2446,3940,3619,1825
740,1273,100,100,1348
5220,882,5860,2446,1891
2660,1664,5220,3228,1350
3300,100,100,2055,742
4580,3619,1380,2446,1777
5860,2837,100,882,1782
100,1273,3940,100,721
3940,1664,5860,2837,1433
5860,3228,2020,2446,1518
100,2055,100,2055,917
1380,1664,2020,2837,1240
3300,2837,2020,491,1455
100,2446,1380,882,1370
3300,3228,1380,2446,1431
5860,2446,5220,2837,1829
100,100,3300,2446,575
3300,2055,2020,491,1559
100,3619,5860,2446,1399
5860,2446,100,1273,1298
100,491,3940,2837,720
2020,3619,3940,100,2167
5220,2446,5860,2446,1239
2020,1664,740,2446,1300
2020,1664,100,2837,1690
2660,491,1380,882,1068
3300,1273,2660,2837,1540
2020,1664,740,1273,1448
740,1664,740,100,1744
2660,1273,100,2055,1757
2660,491,100,100,1533
3300,882,3940,2055,1556
2020,3228,4580,1273,2429
2020,3228,4580,2837,1461
5220,2055,2020,3619,1592
5860,2837,3940,2055,1433
740,3228,3940,3619,1552
2020,491,100,100,1866
3300,882,5860,1664,1248
3940,882,740,2055,2584
3300,3228,4580,2055,2058
3300,1664,3940,2055,1479
2660,882,1380,2055,1532
3300,491,5220,2837,2085
1380,2055,5220,882,1259
5220,1664,1380,2446,1454
5220,100,740,1273,832
2020,1664,3940,2446,1475
3940,100,2660,491,876
5860,1664,1380,3619,1503
2660,2446,3300,1664,1148
2020,2446,2020,2837,1838
2660,1273,3300,3228,1816
2020,3228,2020,1664,1582
3940,491,3940,2055,1204
5860,491,3300,100,1443
3300,2055,1380,3619,1852
3300,882,5220,100,1220
3300,1664,2660,2055,1407
2020,491,3940,100,1476
5860,2446,740,2837,1496
5860,2837,3300,3619,1370
2020,2055,2660,2055,1563
3300,100,1380,1273,750
2020,100,1380,3619,716
4580,882,1380,882,1346
1380,3228,1380,1273,2221
1380,2837,4580,491,1376
3940,3228,5220,491,1308
3300,2055,3300,1664,1237
5860,2446,2020,1273,1580
3300,2055,3940,2055,1867
4580,3619,3300,1273,1481
3940,1664,5220,2446,1444
1380,2446,5220,2055,1534
1380,1273,2020,2837,1492
100,3228,4580,2446,1699
740,3619,2020,3228,1733
5220,2055,5220,100,1435
2020,882,5860,882,1403
100,2055,2660,491,1085
2660,882,2660,3619,1770
2020,100,4580,3619,614
1380,2055,2020,491,1573
4580,100,3940,2055,723
3300,491,5220,1664,3097
1380,1664,3940,3619,1225
3940,1273,2660,3619,1572
5220,100,2020,2055,763
100,3619,2020,491,1451
740,1664,2660,491,1210
3940,2055,100,491,1550
3300,491,740,491,1233
740,2055,3940,3228,1216
3940,2446,100,100,1444
100,100,2660,100,419
4580,3228,5860,1273,1605
2020,2837,740,491,1360
3940,2055,5860,2446,1436
2660,2055,2660,2055,1699
5860,2446,5220,100,1621
5860,2837,5860,100,1563
100,1664,5860,882,1641
740,3619,1380,491,1623
5220,2055,4580,882,2095
2660,2446,2020,100,1639
740,1664,3940,1664,1501
3940,2446,3940,491,1569
3940,1273,740,3228,1535
2660,2446,4580,3619,1327
5860,1273,1380,3619,1334
2020,3228,5220,2055,1433
4580,2055,5220,3619,1379
3300,3228,740,2446,1458
740,2055,4580,3228,1532
2020,1664,2660,2446,1681
2660,2837,2660,491,1443
2660,2837,2020,2837,1508
5860,491,2020,100,1840
5220,882,2020,100,1488
4580,3228,3300,2446,1543
740,2837,100,100,1016
740,2837,3940,882,1923
5220,1664,2020,1273,1364
3940,2446,4580,3619,1346
740,3228,3300,1664,1487
740,100,2020,2055,650
100,1273,4580,2446,852
5860,1273,3300,882,1550
2660,3619,3940,491,1413
100,3619,100,3619,1103
3300,100,3300,1273,902
100,2446,5860,2446,1031
2020,882,2020,3619,1176
3940,3619,2660,2837,1602
5860,882,2020,882,1456
2660,2837,2020,2446,1839
2660,491,100,3619,1164
3300,1273,1380,2837,1681
1380,2837,1380,491,1524
2020,100,1380,2446,811
100,882,3300,2055,546
5860,2055,1380,882,10050
2660,491,4580,1273,1260
3940,2837,5860,1273,1814
3300,1664,1380,882,1764
3300,3228,5860,2446,1417
1380,1664,5220,1273,1313
2020,882,2660,2446,1237
2020,3619,2020,3619,1526
1380,2837,4580,3228,1208
4580,3228,5860,2446,1585
2660,2446,100,491,1773
5860,3228,5860,2055,1541
740,100,5220,491,476
740,2055,3940,100,1463
5860,1273,740,3228,2036
2660,882,5860,882,1518
740,1273,4580,2446,985
3940,1273,2020,2446,1623
2020,882,5860,2837,1189
5860,1664,4580,882,1561
100,2837,5860,2055,1308
1380,2055,100,2446,1389
3300,491,3300,2055,1472
100,882,100,100,582
5860,491,100,2446,1807
5220,882,4580,3619,1454
100,2055,740,1664,894
3940,2446,1380,882,1594
3940,882,2660,491,1916
2020,882,740,3228,1756
740,2055,5220,2837,1465
5220,882,2660,2446,2323
3940,882,4580,1273,1575
5860,3619,3300,491,1542
4580,3619,5220,1273,1380
3300,3619,3940,1664,1595
4580,2446,1380,100,1762
100,491,5220,2446,928
5860,2837,3940,2446,1551
100,100,5860,3619,680
2660,2055,5220,1664,1289
2660,3228,4580,2446,1449
4580,3619,3300,100,1780
5220,1273,5860,3228,2171
5860,2055,3940,2055,1437
5860,882,2020,3228,1494
2020,1273,3940,2055,1326
1380,3619,100,3228,1593
2660,100,5860,3228,827
4580,1273,4580,2837,1455
5220,2055,4580,1664,1408
3940,1664,3940,2837,1467
1380,2055,5860,2837,1456
2020,491,2660,3228,1230
740,882,5860,3228,1365
5220,3228,4580,491,1636
5860,491,2020,1664,1486
2660,2055,2660,100,1543
5220,1273,740,1664,1599
2020,2055,1380,2446,1407
3940,2055,4580,1664,1552
1380,1664,4580,1664,1238
5220,2446,2020,2446,2001
740,2446,5220,3619,1162
4580,1273,5220,3228,1438
5220,491,5860,2446,1692
1380,2446,2020,2446,1511
1380,1664,2660,491,1491
2660,3619,5860,491,1407
1380,2837,5220,100,1663
5220,3619,4580,3619,1488
2020,1273,2020,3619,1689
2020,882,4580,491,1033
2020,1273,5860,491,1866
4580,3228,5220,491,1455
100,2055,5220,3619,1149
2660,3619,3300,491,1979
5860,1273,5860,100,1543
2020,2837,4580,3619,1857
5220,1273,2020,2837,1498
3940,1664,2660,1664,2137
1380,1664,740,491,1443
1380,1664,2020,1273,1375
740,3619,740,491,1461
1380,100,100,3228,646
2660,100,740,491,780
740,2837,100,2837,1206
3300,3228,3300,491,1409
4580,100,5860,2837,1764
100,100,5860,882,692
5860,1273,4580,2446,2325
4580,2446,2020,2446,1620
2660,882,1380,1664,1829
2660,1664,3940,3228,1255
4580,1664,3940,2837,1504
5220,882,5220,2837,1570
3300,3228,3300,1664,1498
3300,1273,2020,1273,1616
5220,491,5860,2055,1472
4580,2055,3300,3619,1424
5220,100,1380,491,722
1380,3228,2660,2055,1695
2020,3228,100,882,1431
1380,1273,2020,1664,1217
5860,491,3300,2837,2337
100,882,4580,2837,756
1380,2055,4580,2837,1775
3940,2446,100,1664,1520
5860,2055,3300,3619,1198
1380,491,3300,1273,1439
2020,2446,2020,1664,2082
5860,1664,5860,2055,1626
740,2837,1380,1664,1210
2660,2446,3300,2837,1423
5860,2446,5860,2446,1483
2660,2446,5860,2837,1387
2020,882,5860,3619,1920
740,2055,740,3228,1627
4580,100,1380,882,882
4580,3228,5860,3619,1615
5860,2837,1380,100,1577
5860,1664,1380,882,1601
100,2055,5220,2055,945
3300,1273,5860,2446,1167
5860,100,4580,882,942
5220,2837,100,3619,1582
740,491,4580,882,1159
1380,2837,3300,1273,1999
100,2837,5220,2446,1106
4580,491,100,491,1208
5860,3619,5220,491,1642
1380,3619,4580,1664,1303
740,1664,2660,3619,1804
2020,3228,5860,1273,1454
3940,1273,3940,3228,1941
3300,3228,4580,100,1747
3300,491,100,3619,1744
100,2055,1380,3619,909
740,1664,1380,882,1281
3940,3228,3300,1664,1185
3300,2055,740,882,1445
4580,491,1380,1273,1439
3300,2446,100,2055,1767
3300,491,740,1664,1792
100,491,2660,491,751
5220,2055,5220,1273,1661
5220,1664,1380,1664,1430
3300,2837,5220,2055,1952
5220,1273,5220,1273,1251
5860,2837,3940,3228,1147
3300,3619,3940,3619,1238
5860,882,5860,100,1576
1380,882,5860,2055,1200
3300,3619,1380,2837,1426
3300,491,1380,882,1074
2660,1273,2020,3228,1580
740,2837,740,2837,1537
3300,100,1380,3619,1430
3940,882,100,1664,1530
5220,882,740,1273,1496
1380,491,740,3228,1142
1380,2055,3940,2446,1284
2660,100,740,1273,707
3300,3619,4580,3228,1512
2660,3619,2660,1273,1559
3300,2837,740,1273,1655
2020,2446,1380,3228,1510
5860,3228,2660,2055,1533
5860,3228,100,1273,1702
4580,3228,5860,882,1666
2020,882,5220,3619,1184
100,1273,4580,3619,738
5860,2837,3300,1664,1529
1380,491,3300,882,1330
740,3228,5860,3619,1980
4580,100,2660,2446,779
740,1273,2020,3228,1991
3940,2446,3300,491,1658
3940,1664,2660,882,1550
740,2055,2020,882,2285
5220,1273,740,491,2252
3940,2837,4580,1664,1982
5860,491,740,882,1814
2660,3619,5860,100,1405
3300,2055,4580,3619,1658
2660,3619,4580,491,1549
5220,3228,3940,1273,1550
2020,3619,5220,2446,1373
1380,3228,1380,100,1550
740,882,1380,1273,1154
100,3228,1380,882,1099
4580,2055,740,882,1553
740,2446,2020,2837,1355
4580,3228,3940,1664,1504
4580,2055,740,2055,1605
3300,3619,2660,1664,1491
2660,2446,4580,2446,1678
2660,2446,2020,3228,1608
2020,1664,740,3619,1448
3940,2446,3300,100,1720
3300,882,3300,3619,1464
4580,2446,4580,491,1580
100,1273,3300,2446,1125
100,3619,100,882,1076
100,1664,5860,1664,915
740,2837,5860,1664,1449
3940,2837,740,1664,1389
5860,882,2660,491,1498
4580,2837,4580,2837,1618
3940,3619,1380,3228,1380
100,2446,1380,2446,805
2020,100,5860,2837,1361
5860,100,740,882,930
2020,2837,2020,882,1424
4580,491,2660,2446,1218
740,1664,4580,2837,1261
740,3228,1380,882,1574
5860,100,2660,2837,1303
2660,2446,3300,100,1810
2020,3228,5860,2837,1665
740,3619,100,1664,1141
4580,1273,1380,2055,1446
3940,1664,4580,882,1492
2020,491,2020,2055,1062
100,2446,3300,100,862
2020,491,4580,2446,1547
5860,2837,2020,2446,1857
1380,491,2020,100,1033
3300,1664,3300,2446,2404
740,100,3300,1273,541
4580,491,5220,3619,1571
2660,2055,3940,3619,1428
740,2055,3940,491,1326
2660,1664,740,2055,1558
1380,2446,740,3619,1425
2660,882,3940,2055,1433
3300,2446,2660,100,1811
1380,1273,1380,3619,1571
5860,2837,5860,3228,1516
740,1664,2660,2837,1792
2020,2055,740,2837,1592
740,1273,100,882,1333
100,2446,3300,882,999
4580,2446,2020,882,1610
1380,100,100,2055,533
4580,3619,5860,3228,1739
4580,1273,5220,882,1545
4580,2055,3300,100,1369
2020,3228,3940,3619,1384
100,1273,3300,3619,1545
2020,1273,2660,1664,1449
4580,882,2020,100,1407
2020,3228,4580,2055,1482
2660,2446,2020,2446,1550
5220,2446,5860,491,1518
740,3228,3300,882,2486
100,2837,5220,2837,942
2660,491,5860,3228,947
3300,1273,5860,882,1743
2020,882,4580,2446,1612
5860,100,1380,882,908
4580,882,1380,100,1477
100,3619,5220,491,2324
4580,2837,2660,1273,1550
1380,3619,3940,3228,1471
3940,491,740,2446,1021
3940,2446,5860,1273,1726
2020,3619,3940,3619,1921
5860,491,100,2837,1585
3940,2055,100,2837,1616
4580,882,5860,2446,1961
740,882,3940,1664,1818
3940,2055,2020,3228,1578
100,1664,1380,2446,749
2660,1273,100,1273,1317
2660,2837,2660,1664,1849
100,100,100,1273,641
4580,2837,4580,1273,1548
4580,491,3940,3228,1488
740,1273,3300,491,1331
2660,2446,1380,3619,1591
4580,3619,4580,2446,1380
4580,882,100,1273,1520
3940,2055,2020,491,1784
5860,1273,2660,2055,1399
2020,2837,3940,1273,1270
3300,3619,5860,100,1468
5220,2055,4580,100,1614
