ImageWidth,ImageHeight,WantedImageWidth,WantedImageHeight,runtime
3940,882,4580,2837,3714
4580,1273,1380,491,3859
4580,3228,4580,882,4060
3940,882,1380,2446,4088
3300,491,1380,491,3489
2020,100,4580,2446,3508
740,882,3300,882,3637
2660,491,4580,3619,3973
3940,3228,100,3619,4181
1380,882,3940,1273,3895
3300,2055,740,2446,4233
3300,2055,1380,100,3785
2660,3228,2020,882,4024
3300,2446,3940,100,4295
3940,100,1380,3619,5961
100,1664,3940,1273,3634
5220,100,4580,3619,3732
2020,3619,100,491,4128
3300,2055,740,2837,4740
2020,491,100,2055,5884
740,2055,5220,1664,3549
2660,2837,100,2055,3967
2660,1664,100,882,4076
100,2055,2660,1273,4112
1380,100,3300,2055,3850
5220,3619,5220,1273,4747
2020,2837,3300,2446,3866
3940,882,2660,3228,4042
5220,2837,3940,3228,4052
740,1664,3940,2055,4287
2020,2446,2660,882,3809
3300,100,1380,2837,3771
4580,882,100,491,4549
3940,3228,4580,882,4333
2660,3228,3940,1273,4121
5220,2837,1380,1664,3837
740,1273,5860,2446,4189
5860,3228,3300,100,4278
4580,3619,740,100,4625
2020,491,1380,882,3968
1380,3619,3300,882,4111
5860,1664,740,2837,4625
2020,1664,5220,2837,3813
1380,882,2020,100,4197
4580,2446,1380,3619,4218
1380,3619,3940,491,4400
3300,1664,100,2446,4004
5860,2055,2660,1664,4430
1380,1273,5860,2446,4171
3300,3619,1380,491,3741
5220,882,2020,2055,3956
3300,491,1380,3619,3876
3300,882,4580,2837,7988
740,1664,5220,2055,4085
740,3228,100,491,3859
3300,1664,740,2446,3928
3940,491,5860,882,4316
1380,882,2020,1273,3569
3300,2055,5860,2446,5119
4580,2055,100,882,6341
1380,2446,1380,100,4350
2660,3619,1380,1664,5086
5220,2837,4580,2055,5133
3940,2446,100,2055,4109
2020,100,3300,1664,7662
2660,1664,2020,2837,3797
100,1273,100,3619,3520
4580,3228,3300,3228,4064
4580,100,4580,1664,5623
740,491,1380,100,3681
4580,2446,5220,3619,3969
100,100,2660,2446,3008
5860,2837,3940,2837,3932
1380,2837,4580,100,4047
4580,3619,100,1273,4199
1380,1273,3940,882,5364
2020,882,3940,2055,4198
100,3619,740,491,3744
740,1273,1380,2446,4419
2020,2446,2660,1664,3829
3940,3619,2020,1664,5078
1380,491,100,2055,3771
5860,882,3940,3619,3966
100,2446,5220,491,3365
3940,2446,5860,3228,4698
100,2837,2020,882,3880
2660,882,100,2837,5009
740,2837,740,2446,4344
5220,882,2660,3228,3728
1380,2055,2660,1664,3890
4580,1664,5860,3619,4724
3300,1664,100,491,4137
2660,1273,5220,2055,3845
5860,2055,2020,3619,4605
5220,491,100,882,4602
5220,882,2020,882,4019
5220,1273,1380,1273,4259
3300,1273,740,2837,5955
5220,2446,5220,1273,4225
5220,2837,5220,3619,4122
740,2055,2020,1664,3946
3940,3619,5860,1273,5354
1380,2055,2020,100,4123
4580,1273,3940,3619,4523
2020,882,5220,100,4554
2020,882,2660,491,3937
5220,3228,100,2055,4633
2660,2446,100,2837,4055
4580,2055,2020,491,7217
3940,100,4580,2837,3774
4580,1273,5860,882,3958
100,100,5860,100,3389
2020,1273,100,491,3712
3300,3228,100,1273,6596
3300,2837,5860,491,4953
1380,2055,100,3619,3809
4580,882,2660,2837,4460
5220,2837,5220,100,3883
4580,3619,100,2055,4740
3300,882,3940,100,3781
2660,1273,5860,1273,3787
4580,2837,100,1273,4134
100,2837,5860,3228,3716
100,3619,2660,2446,3496
5860,2837,740,2837,4204
1380,100,100,1664,2856
5860,3228,3300,2837,4938
3300,3619,2660,2055,4572
5220,2055,740,491,3643
2660,1273,740,2055,3889
3940,3619,5860,1664,3845
5860,1664,740,491,3842
5860,1273,740,2837,4349
100,2446,3940,3619,6091
740,100,5860,1273,3632
3940,491,2660,2055,4212
740,882,1380,3228,3970
100,882,1380,1273,3274
3940,1273,2660,882,4214
3300,2837,1380,2055,4336
3940,1273,3300,1664,4299
5860,3619,100,3619,3829
4580,3619,740,1664,3861
3940,882,740,2446,4522
100,1273,740,1273,3727
3300,2837,3940,1273,4215
5220,3228,1380,882,4248
2660,2446,5220,3228,4002
3300,1664,2020,3619,3964
100,882,1380,491,3281
100,3619,1380,2055,10809
3300,2446,5220,491,4500
740,2446,2660,2055,3912
2020,3228,5220,882,4057
740,100,5220,2446,3555
5220,3619,5220,491,3905
2660,3619,1380,3619,5448
4580,2446,5860,1664,4099
5220,2837,740,1664,3737
4580,2055,1380,2446,3852
2660,3228,4580,2055,4292
4580,1273,3940,1664,4365
2020,882,2020,882,3777
5860,100,740,491,4137
1380,2055,1380,491,4521
5860,100,4580,3228,3729
740,3619,5860,3228,3761
4580,3228,5220,3619,4254
2020,2055,5220,3228,3843
740,491,2660,882,55263
5860,2055,5220,491,126310
1380,882,2020,491,76466
740,2446,2020,3619,36848
740,1664,2020,2055,2085
4580,2055,2660,2055,2304
4580,1664,5860,3228,2378
5220,1664,2660,2837,2530
2660,2837,3940,882,1923
5860,2055,2020,1664,2454
1380,3228,1380,882,3296
2020,2055,100,2055,2562
100,2837,3940,2055,2156
2020,882,1380,100,2149
3940,1664,5860,1273,2183
3300,3619,3300,2837,2249
100,2055,3940,1664,1950
1380,3619,5220,491,2819
5220,3619,3940,1273,2481
5220,3619,2660,3619,2576
3300,2446,4580,3228,2563
740,100,2660,2837,1909
740,3228,100,3228,3034
2020,2837,2020,491,2244
3940,2446,3300,3228,2407
5220,3228,740,491,2260
3300,2837,5860,2055,2485
3940,2837,2660,1273,2957
1380,491,3940,882,2444
2660,3228,2660,882,2522
4580,2837,5860,2837,2210
740,1664,4580,3619,1923
100,882,2660,1664,1889
2660,3619,100,2055,2539
1380,2446,740,2837,2727
2660,1664,2020,1664,2077
100,3619,740,3228,2403
2660,491,4580,2837,2518
5220,491,2020,2837,2668
3940,100,3940,2055,2066
740,882,5220,491,2215
5860,882,2660,100,2786
4580,1664,3940,100,2473
3940,2837,100,491,2660
3940,3228,5220,1273,2647
3300,882,740,491,2958
2660,3228,1380,2055,3056
1380,491,5860,2837,2304
3940,491,5220,1273,2439
5220,100,3300,100,1848
2660,3619,5860,3228,2578
5860,3228,3940,2055,2444
2020,1273,2020,2837,2447
4580,882,4580,3619,2191
1380,2837,2660,1664,2385
2660,3228,740,1273,2545
1380,100,1380,2837,2157
4580,100,2660,100,2482
4580,100,4580,100,1770
5860,2446,5220,3619,2705
5220,2055,5860,491,2669
100,1664,3300,491,1679
5220,100,3300,1273,2364
740,3228,740,3228,2508
5220,3619,3940,3228,2147
3300,491,5860,100,2280
5860,100,100,1664,2273
2660,2446,2660,2446,2362
4580,3228,2660,882,2562
100,882,2660,3228,2433
3940,882,2020,882,2120
3300,882,5860,1273,3484
5220,3619,1380,3619,2619
740,491,3300,1664,2511
3940,2055,2660,2055,2248
5220,1273,5220,1664,2535
3940,2446,100,3619,2886
3300,2055,3940,491,2481
100,3619,3940,2446,2148
740,100,4580,1273,1792
4580,3228,740,2446,2554
2660,100,5220,2837,3087
1380,2446,3940,1273,2296
100,2837,740,3228,2028
5220,3228,1380,491,2575
2660,882,1380,100,2210
3940,2446,3300,1664,3293
4580,3619,5220,3619,2957
740,2446,3300,2837,2576
2660,2446,5860,1273,3004
4580,1664,2020,2055,1934
2660,100,1380,100,1777
5220,2055,1380,100,2555
2020,3228,5860,1664,2331
100,100,4580,1273,1586
2660,1273,4580,491,2679
100,1664,100,1664,1668
2660,2055,2660,491,2912
100,2837,3940,1273,1854
740,2837,5220,882,2296
100,3228,3940,2055,2165
100,100,740,2446,1993
100,491,2020,2055,1784
5860,2837,2660,3228,2926
2020,882,100,1273,2174
2660,1664,5220,100,2445
100,2055,5220,2837,1939
740,3228,2020,1273,2358
3300,2055,2660,882,2782
4580,1664,5220,882,2233
5220,3228,5220,1273,2302
5860,2055,1380,1664,2675
740,2055,1380,491,2146
2020,2446,5860,2837,2632
3300,3619,5860,491,2435
100,882,4580,1273,2638
4580,100,740,3619,1938
3300,3619,2020,2055,2640
5220,2837,4580,2837,2479
2660,882,4580,2446,3335
5860,1664,100,2055,2491
2020,491,100,491,2204
3300,100,3300,3228,2127
2660,2055,2660,3228,2242
3940,1664,2660,3228,2038
3300,491,2660,1664,2175
1380,1664,2660,2446,2082
1380,2446,100,882,2225
3300,491,2020,491,2243
3940,1664,100,1273,2344
5220,2055,3940,3619,2489
4580,1664,5220,1664,2797
3300,3228,3300,2055,2277
100,3619,5220,882,2227
100,491,5860,1273,1630
2660,100,5860,3619,2219
4580,1273,740,2446,2346
4580,491,740,1273,2233
2660,2837,740,882,1992
2660,100,100,2055,1853
5860,100,3300,1664,2173
740,3619,5860,3619,2350
5220,100,2020,491,1995
5860,3619,740,3228,2771
740,100,3300,491,1803
2020,2055,5220,882,2483
4580,2837,1380,1664,2763
5220,491,740,882,2295
2020,2446,3940,3619,2074
5220,3228,3300,491,2422
2660,2446,2660,1273,3497
100,100,100,3619,1689
740,882,2020,882,2170
1380,491,1380,3228,2685
2660,1664,3300,882,2840
1380,3228,4580,882,2238
4580,2837,2020,2055,2309
3300,100,100,1273,1842
3300,100,5860,100,1692
100,1664,3300,3619,2366
2660,1664,1380,1664,2810
4580,3619,3300,2055,2414
3940,3228,1380,1664,2207
5860,2837,3300,491,2200
740,1273,740,100,2285
4580,100,5220,3619,1866
100,100,1380,3228,1823
2660,2446,5860,2055,2577
2660,882,3940,100,2255
2020,3619,2660,3228,2622
4580,1664,5860,491,2553
2020,2446,740,3619,2877
4580,1273,2020,3619,2552
4580,882,1380,2055,2494
100,3228,5860,882,2024
740,100,2660,882,1615
3300,2055,5220,3228,2290
4580,491,2020,3619,2202
3940,1273,3300,2055,2399
3940,2055,1380,2837,2360
5860,491,4580,2446,2645
5220,491,5860,100,2634
5220,491,3940,1664,1965
2660,1664,100,3228,2159
5860,1273,100,1273,2382
1380,3619,100,491,1973
100,2446,2660,2446,1771
2660,1273,3300,2837,2659
4580,1664,3940,3228,3672
740,3619,2020,1273,2299
3940,2055,4580,3619,2474
740,1664,1380,1664,2807
2020,100,3940,100,1769
4580,2446,2660,882,2229
1380,491,2660,2055,2381
2660,3228,740,882,2479
3940,2837,4580,3619,2274
5860,882,100,491,2245
4580,2055,5860,1664,2378
2660,1664,1380,3228,2795
1380,882,3940,2446,2152
4580,491,1380,491,2188
4580,491,100,2837,2758
3940,2837,3940,491,2664
2660,882,100,3619,2129
3300,882,2660,882,2955
3940,2446,5220,882,2357
1380,2837,1380,2837,2251
1380,1664,2660,2055,2306
740,3228,4580,2055,2474
740,1664,2020,491,2360
100,3228,100,100,2329
1380,1664,1380,2446,2523
4580,3619,740,2446,2912
5220,1664,100,1664,2767
740,3619,3940,1273,2283
2020,2055,2020,2837,2598
100,3228,3940,491,2049
5220,882,100,3619,2706
2660,882,740,2837,2191
2660,1273,5220,100,2206
2020,2446,100,3228,1976
3940,882,5860,3228,2457
3940,2837,2020,491,2106
5860,1664,3940,1273,2274
100,1273,5860,2055,3102
2020,2055,3300,3228,2304
740,2446,4580,1273,2321
4580,1273,4580,491,3439
3300,491,2020,882,2481
4580,491,5860,2446,2477
740,2837,740,100,2958
2020,2837,2660,100,2204
2020,2837,2660,1273,2370
3300,2837,100,3619,2593
2020,2837,3940,2837,2429
2020,2837,740,1273,2517
740,3228,1380,3619,2266
2020,3619,5860,2837,2331
5860,882,3300,2055,2630
3940,3619,2660,1664,2283
2660,2837,5220,1664,3197
3940,3619,100,3619,2186
5220,1664,5860,1273,2427
5860,2446,5860,3228,2866
3940,1664,100,2837,2201
3300,3228,2020,1273,2279
2660,3619,1380,2837,2794
2020,2055,100,3619,2559
100,3228,740,491,2183
4580,2446,2020,3228,3039
5860,1273,1380,1273,2441
3940,882,740,491,2549
4580,2055,100,1664,2141
2020,2446,5860,491,3476
5220,2837,5860,100,2545
2660,100,2020,3228,2108
100,1664,1380,491,1850
3300,1664,5860,2446,2319
3940,3619,4580,2837,2539
2660,3228,5220,100,3670
3940,491,3940,491,2389
5220,491,740,3619,2828
1380,1273,2020,100,2360
5220,882,3940,2055,2537
3300,100,740,3619,1984
100,1664,2660,1273,2187
5220,100,100,2837,2833
740,882,1380,100,2468
3940,882,2660,882,2311
1380,2837,5220,882,3646
5860,2837,2660,882,2782
2020,1273,5860,3228,2354
4580,2837,5860,491,2775
1380,491,2660,1273,2469
2660,1664,5860,3619,2455
5220,1273,740,3228,2326
2020,491,4580,1664,2313
5220,2837,4580,491,2281
2660,2055,5220,3228,2734
2020,100,740,1273,1918
5220,2446,5860,2837,2589
100,2837,4580,2055,1992
2020,2446,2660,491,2727
3940,100,5220,882,1913
2660,882,2020,2837,2635
740,2446,740,3619,2945
100,882,2660,2446,2546
5220,2446,5220,100,2333
4580,2837,2660,100,1987
3940,882,3300,3228,2269
3300,2055,1380,882,2745
2020,3228,2020,2055,2188
3300,100,3940,1664,2693
1380,2446,1380,491,2699
1380,2837,5860,491,2374
100,491,2660,2446,1499
2660,2446,100,1273,2430
740,2446,3940,2837,2044
2020,100,4580,1273,2225
5220,1273,5220,882,2408
1380,2837,5860,2055,3014
2660,2837,5860,1273,1856
740,2446,3300,3619,2112
740,3619,4580,2837,2221
2660,3228,2020,1664,2808
100,882,4580,3228,1709
1380,2837,2020,2055,2437
5860,3619,5860,882,2511
1380,2055,4580,2055,2711
5220,1664,3940,1273,2814
2660,3228,100,100,2507
3300,2055,3300,100,2195
3940,2837,3300,882,2303
740,491,2020,3228,1870
4580,3228,100,100,3848
100,882,3300,2837,1745
100,100,5860,2055,1724
2660,1664,100,100,2107
5860,2055,4580,3228,2336
2020,2446,5220,882,2162
740,2837,2020,1664,2562
2660,491,2020,2837,2240
100,3228,2660,2446,3518
3940,2837,740,2446,2426
740,1273,5220,1273,2503
5220,3619,3300,1273,2843
100,2837,4580,491,2073
740,100,2660,2446,1634
5220,491,2660,1273,2582
2660,2837,100,2837,2974
100,1273,3940,1664,1954
740,1273,5220,3619,3334
2660,1273,5860,100,2436
740,3228,3300,100,2333
5860,3619,100,100,2664
1380,2446,3940,2837,2481
100,2055,100,491,3214
1380,1664,100,2055,1991
3300,1273,740,3619,2230
2660,2446,5220,1664,2887
1380,491,5220,3228,2347
2020,1273,3940,100,10944
100,1664,5220,100,2269
2020,2055,2660,3228,2338
2660,2446,5220,3619,2381
3300,100,2020,2055,2364
1380,2446,1380,882,2745
3300,2055,3300,3228,3261
3300,3228,1380,2837,2809
740,3619,740,2837,2267
5220,491,3940,1273,2843
2660,491,740,2837,2565
3300,2055,3300,2837,2359
2660,2055,100,100,2284
3940,2055,3940,1664,2342
4580,2837,5860,1664,2595
2020,2055,2660,1664,2565
5220,3619,4580,1273,2664
3940,3619,5220,100,2300
740,3619,100,100,2459
2020,2055,5860,3228,2231
5860,2446,1380,491,2805
2660,491,100,1273,2378
4580,2446,1380,2446,2059
100,100,5220,3619,1803
5220,3619,100,3619,2723
740,491,5860,3228,2088
3940,491,3300,1273,2061
4580,1273,3940,2837,2774
740,882,3300,100,2091
3940,3228,3940,3619,4022
3300,2446,2660,2055,2501
5860,2837,5220,2837,2241
740,2446,2660,3619,2291
5220,1664,2660,882,2116
100,3619,740,882,2456
5220,1664,5220,1664,2545
2660,2446,740,2446,2717
5220,3619,740,1273,2557
3940,882,5220,882,2033
5860,1664,2660,1273,2990
740,2446,1380,882,3418
100,2837,100,2837,1819
3940,2446,740,2446,3868
1380,2055,2660,2446,2068
3300,3228,3300,100,2414
1380,1273,2020,2446,2464
100,1273,5220,2055,1949
1380,2446,740,1273,2215
4580,1273,100,2055,2224
5220,3228,5220,100,2305
2660,3228,4580,100,2566
3300,882,100,1664,2303
2020,2446,3300,100,2411
1380,3619,2660,2446,2378
5220,3228,3940,3228,2552
5220,1664,100,491,2563
5220,3228,3300,3619,2185
740,882,2020,3619,1938
100,1664,5860,491,1786
5860,3228,740,100,2469
740,1273,5220,2055,2199
2020,1664,5220,1273,2678
5220,2446,2660,3619,2439
2660,3228,4580,3228,2457
2020,2837,5220,100,1896
4580,3619,2660,3619,2812
3940,3228,5860,100,2145
740,2055,2020,1273,2172
5860,1273,2020,2837,2334
2660,3228,740,3619,2974
3940,491,3300,2446,2278
4580,2446,2660,1664,2216
5220,100,2020,1273,3423
2660,1273,1380,491,2686
740,2837,3940,2446,2716
2020,3228,4580,2446,3133
2020,882,3940,1273,2286
5220,1664,2020,2055,2713
2660,2055,5220,491,3339
1380,100,740,882,1768
1380,2837,5860,100,3327
3300,3619,4580,491,2463
3300,882,740,2055,2937
5220,3228,5220,2446,2574
1380,1664,100,3228,2474
740,2055,4580,491,2328
2020,1664,1380,1664,2241
1380,1664,100,100,2418
5220,2446,1380,2837,2415
2660,3228,4580,491,2449
5220,1273,1380,1664,2676
5220,100,2660,3228,2080
100,2837,3940,3228,2166
3300,2837,3300,2055,2222
5220,3228,100,2837,2517
3300,2837,5860,1273,2508
5860,2055,3300,1273,2992
3940,3619,3300,882,2327
2020,491,5220,1273,1998
5860,3228,2020,3619,3354
3940,2837,2660,100,2041
3940,491,4580,1273,2346
3300,2837,3940,2837,2213
4580,1664,3300,3619,2279
2660,3619,2660,882,2456
4580,3619,1380,1273,2381
5220,3619,740,2837,2528
100,2446,2660,2837,2072
2020,2837,1380,491,2013
4580,882,740,2055,2081
4580,1664,1380,882,2375
2660,2446,5220,100,2694
100,3619,2660,2055,2827
1380,1664,5860,882,2683
1380,1273,5860,2055,2360
5860,2055,5860,1664,2477
740,3228,5220,100,2345
740,1664,740,1664,2364
5220,3228,3300,2055,2205
5860,100,740,3619,1911
3940,882,5220,2837,2249
2660,2446,3940,100,2848
5860,1664,2660,3228,2473
100,1273,100,2837,2186
1380,1664,5860,1273,2520
100,3228,3940,2837,2046
740,3619,1380,100,2243
5220,2055,3300,882,2686
1380,3619,3940,100,2740
5860,491,5220,2055,2611
1380,2837,3940,2055,2510
100,491,5860,1664,1621
5860,2055,740,2446,2454
4580,2446,100,882,2535
2020,100,1380,882,2402
1380,3228,4580,100,2432
5220,3619,1380,1273,2453
2020,1273,100,1273,3055
2660,1664,3300,1664,2325
740,2055,3300,2446,2150
5220,491,5860,491,2409
4580,2446,100,3228,2388
3940,1664,740,100,2579
1380,3228,100,1664,2712
3300,1664,4580,3619,2518
740,3619,5860,491,2115
1380,1664,2660,3619,2482
2020,3619,5860,100,2493
100,1273,3940,2055,2289
3940,3619,3300,100,2792
740,2837,5220,2837,2572
3940,882,2660,1273,2462
740,2055,2660,2446,2226
3300,2837,3300,882,2148
2660,2055,100,3619,2263
100,3228,2020,491,1924
5220,100,1380,1664,2001
100,1273,1380,2837,1855
740,2055,4580,2055,2000
3940,882,100,2446,2342
5220,2837,2660,2055,2357
740,2446,4580,3619,3522
5860,491,1380,1664,2064
3300,2055,1380,2055,1884
3300,3228,100,882,2277
3940,2446,4580,100,2351
3300,2446,5860,491,1972
3300,2446,5220,100,2367
4580,2837,2660,3619,2573
1380,3619,740,1273,2499
1380,882,2660,1273,2235
4580,882,2660,1273,2633
3300,491,3300,100,2933
5220,3619,100,2837,2648
3940,2446,3940,3228,2262
740,3619,5220,882,2139
5860,2446,100,491,2406
5860,1273,100,2055,2276
100,491,2020,882,1966
3940,882,2660,2055,2245
3300,1273,3300,1273,2606
5860,3228,740,1273,2124
5220,1273,100,3228,2473
5860,491,2660,1664,2579
4580,491,1380,882,2298
5860,491,3300,491,2772
1380,2446,3300,2446,2903
5860,2837,2660,3619,2193
5860,1664,1380,2837,2693
5860,100,2020,882,2311
4580,1273,2660,100,2252
740,3619,2660,882,2419
740,1664,3940,3228,2154
4580,1664,5220,491,2002
2020,3228,100,100,2882
2660,2446,1380,2446,2562
5860,882,5220,2446,3072
3300,3619,100,882,2556
2020,882,1380,491,2850
740,2837,2020,491,1813
740,2446,4580,2837,2589
3300,3619,5220,2446,2232
3300,491,2660,1273,2301
5220,882,3300,100,2243
4580,3619,740,491,2715
2020,882,3300,2837,1931
100,491,1380,2446,1905
100,1273,1380,491,1988
5220,2446,2020,2055,2236
3940,882,2020,2055,2695
2020,2446,2020,491,2348
2020,882,1380,2837,2151
3300,2837,3300,491,2625
5220,491,4580,2055,1922
100,3228,2660,3619,1807
2660,3619,2660,491,2413
740,2837,5860,3619,2177
2660,2446,3940,491,2885
2020,491,5220,491,2472
4580,2446,1380,3228,2933
1380,3228,3300,1273,2861
740,3228,3300,491,2473
1380,100,5220,2055,2161
4580,3619,2660,2446,2689
740,1273,3300,1273,2459
2660,3228,5860,100,2158
2020,2446,1380,491,2539
100,1273,3940,491,2166
3300,1273,5220,3619,2632
100,2446,3300,2837,2576
1380,100,1380,2055,2078
2020,2837,2020,1273,2290
2020,491,2020,2837,2163
2660,100,4580,1664,1694
1380,491,3300,100,2000
3940,3228,4580,1664,2424
2660,1273,1380,882,2451
1380,3619,2660,2837,2365
100,1273,3940,882,1799
3940,2837,5860,2055,2404
5220,2837,1380,2837,2416
3300,2446,5860,1664,2190
4580,2055,5220,2837,2845
4580,100,2020,2055,1878
5860,882,2660,1273,2388
2660,2055,740,100,2827
5860,491,2020,1273,2364
3940,1273,740,2837,2695
4580,491,100,100,2287
4580,1664,2660,1273,2165
5860,100,4580,2446,1876
5220,3619,2660,882,2971
2660,3619,4580,3619,2522
4580,2837,2020,3228,2446
3300,2446,740,100,2372
3300,3619,5860,1273,2451
2020,882,100,3619,2257
1380,1664,5860,1664,2880
740,2446,3300,2055,2415
5220,882,740,1664,3917
2020,2446,740,2055,2360
2660,1273,5860,2055,2106
740,1664,100,2446,1918
2660,2446,3940,2055,2572
2660,1273,740,1273,2167
2660,1664,3300,100,2290
740,3228,740,2055,2075
4580,100,5220,1273,1926
740,491,1380,3619,1867
5220,100,4580,882,2388
1380,2837,5220,3228,2579
5860,2837,1380,3619,2688
5220,100,1380,3619,1708
740,1664,3300,1664,2011
100,3619,5860,3228,2036
740,1664,5860,3228,2258
5860,882,100,3619,2040
5860,882,5220,882,2183
3300,3228,4580,3619,3516
3300,882,5220,1664,2206
3940,100,2660,882,2334
3940,491,2660,3619,2172
740,882,3940,3619,2350
100,882,1380,2837,1724
3300,1273,740,100,2282
3300,1273,5860,3619,2284
4580,2837,100,2837,2076
100,2446,2660,491,1716
100,882,1380,3619,1654
740,882,5860,2446,2397
740,1273,4580,1664,2350
4580,882,3940,2446,2032
3940,2055,5220,1273,2265
2020,100,3300,3228,1952
5860,882,5220,2837,2081
5860,100,100,2446,2115
2020,1664,2660,2055,3640
2020,1664,2660,2837,2702
5220,2446,4580,2446,2297
1380,3228,5220,100,2254
5860,3228,2020,1664,2235
4580,1664,3300,2446,2938
1380,3619,2020,3228,2525
5220,3228,5220,2837,2253
2660,100,3300,1664,1916
3300,2446,1380,2055,2189
5860,1664,3300,3619,2653
5220,2446,2660,3228,3682
5220,2446,4580,2837,2911
100,491,740,2446,1755
4580,2055,3940,2446,2563
1380,2837,100,2837,2222
4580,2055,740,3619,2321
2660,491,2660,882,2305
1380,3228,2660,100,2285
740,491,100,2055,3404
100,2837,5860,1273,2018
3300,2446,740,1664,2698
2020,491,740,491,2474
2020,2446,100,100,2925
740,1664,5220,2837,2144
4580,1664,3300,2055,2706
5220,882,3300,1273,2659
2660,491,5220,2837,2576
5220,2446,740,2837,2273
100,1273,3300,1664,1760
3300,3228,3940,1273,2507
1380,3228,2020,491,2624
3940,882,740,3228,2474
2020,1273,5220,3228,2246
740,2837,100,1664,2602
2020,882,1380,2446,3402
100,100,3940,3619,1698
1380,1273,4580,2055,2996
740,2837,5220,491,2115
5220,2055,1380,3619,3401
3940,2446,1380,1664,2267
4580,3619,3940,491,2325
5220,882,3300,2446,2010
5860,2055,740,3228,2700
4580,2446,3940,1664,3534
1380,1664,740,1273,2621
2020,2446,5860,2055,2436
3940,1664,3940,1664,2030
740,1273,3940,3619,1905
3940,2055,3940,491,2182
740,100,740,491,1717
5220,3619,3940,2446,2040
100,100,2660,2837,2063
2660,2837,5220,491,2468
3300,882,3300,1273,2558
3300,2446,3300,1664,3932
3300,1273,2660,2055,2479
3940,2446,1380,3228,2137
1380,491,5860,2055,2153
3940,2055,740,1664,2576
2020,100,2020,2055,1879
4580,1664,1380,491,2201
1380,2837,2660,1273,2763
2660,1273,4580,2837,2458
2020,882,4580,1664,2249
1380,882,4580,3619,2116
740,1664,1380,100,2124
100,1664,740,3228,2040
5860,1273,3940,2446,2748
4580,882,5860,3619,2030
5220,2446,5860,3228,2342
100,2837,2020,100,1997
740,491,740,2837,1928
5860,491,4580,100,2516
2660,3228,5860,2837,3200
100,491,5860,3619,2249
4580,1664,740,3228,2202
5860,882,740,3619,2217
3300,1273,1380,882,1863
2020,2446,100,2446,2448
5860,491,740,1664,2544
740,2055,5220,491,2623
2020,2446,740,100,1955
4580,1664,100,3619,2934
100,2837,5860,2837,2381
100,3228,2020,3619,1964
3940,491,5220,3619,2001
3300,3228,5220,2446,2247
740,882,740,3228,2539
2020,1273,740,1273,2122
2660,491,4580,100,2741
740,1273,740,1273,3371
740,100,740,3228,1853
100,2055,5220,3228,2227
3940,3228,4580,2446,2484
3940,1273,3940,100,2385
2660,491,3940,882,3047
4580,3619,2660,100,2351
740,3228,4580,1664,2448
5860,2837,5860,491,2482
5220,1664,3940,3619,2523
5220,2446,5860,1273,2623
5860,3619,3940,2446,2397
1380,3228,2660,2837,2059
5220,2055,2660,491,2575
3300,2446,2020,100,2431
5220,1664,1380,882,2732
3300,1664,1380,1273,2349
2020,100,1380,2837,1648
3940,2446,5220,491,2410
4580,3228,100,1273,2435
3940,2837,2660,491,2431
5220,3228,3300,2446,2524
2020,491,2660,1273,2537
2660,3228,2020,491,2237
5220,491,4580,491,2069
2660,2055,3940,2055,2614
3300,1664,5860,3619,2327
2020,2837,3940,491,2875
2020,2446,1380,882,2105
3300,491,100,3228,2166
2660,491,4580,882,2166
2020,2055,3940,882,3102
2020,3228,2660,3228,2793
3940,100,5860,882,2003
740,1664,1380,3228,2442
5220,2055,740,1664,2742
5860,3228,3940,1273,2637
2660,882,2660,2055,2659
4580,3619,5860,3619,2759
3940,882,3300,2837,2362
2660,2055,3300,1664,2422
2020,882,2660,2837,2413
5220,882,740,3228,2440
3300,2446,3300,491,2188
3940,2446,3940,1664,2320
3940,2837,4580,2446,3812
740,3228,740,100,2333
100,3619,4580,882,1945
4580,3619,3300,1664,2796
4580,2446,5220,491,2570
2020,100,2660,3619,2006
5860,3619,2660,2055,2406
4580,882,5860,3228,2790
100,1664,1380,1664,2065
4580,1664,5220,2837,2587
3940,3619,5860,2446,2631
100,2446,1380,3228,1869
3940,1273,2660,2055,2391
2020,1273,2020,1273,2390
740,2055,2660,491,2542
740,2446,2660,491,2488
2020,2837,740,2837,2258
2660,882,3940,2446,2275
100,100,5220,2446,2073
2660,2055,2020,1273,2183
3940,2055,5860,1273,2407
2660,2837,3940,3619,2764
740,3619,5220,2446,2435
3300,3228,740,3619,2843
100,491,1380,1273,2231
5220,882,3940,1664,2646
1380,1273,2660,2446,2199
2660,491,3300,1664,2311
5220,491,5220,2837,2336
740,3228,3940,491,1958
5860,100,3940,2055,2041
2020,3619,3940,1664,2971
100,3228,100,2837,2122
4580,100,740,1664,1888
1380,882,3300,491,2551
4580,2446,1380,491,2145
5860,1664,100,882,2543
3300,1664,100,2055,2584
2660,3619,2020,491,2220
2020,3228,740,2837,2802
2020,882,4580,3619,2219
2020,1664,2660,491,2600
100,1273,5860,1273,1883
4580,491,3940,1664,2965
2020,1664,5220,100,2801
5220,2837,4580,2446,2443
5860,2446,740,1664,2242
100,882,3300,3619,2056
740,2837,3300,3228,2747
5220,2446,740,3619,2698
4580,491,4580,2446,2591
1380,882,2660,2055,3232
2660,2837,740,1664,3673
1380,1664,5220,491,2778
3940,1273,740,2055,2497
