n,m,runtime
2,3,240
0,3,71
2,2,165
3,0,148
1,1,75
0,0,60
1,2,75
1,2,77
0,2,67
1,1,66
2,1,181
0,1,60
1,1,59
1,3,131
2,2,147
2,1,90
1,1,77
0,1,65
0,1,57
2,1,124
3,2,1695
2,0,88
1,2,99
3,0,128
2,2,159
2,1,93
3,2,1825
2,1,102
1,2,74
1,1,75
3,2,1649
2,2,140
1,3,99
2,2,138
3,0,113
3,2,1462
0,2,71
1,1,73
3,3,7488
3,2,1438
1,0,153
1,1,89
1,2,95
1,0,60
2,2,131
1,2,92
1,3,116
1,1,68
1,3,85
1,1,64
0,0,75
3,2,1599
0,1,73
0,1,62
1,1,73
1,1,78
3,2,1487
1,1,82
0,0,58
1,0,80
1,1,119
0,0,55
1,2,95
0,1,67
1,3,117
0,2,64
0,1,64
2,2,246
1,1,82
2,1,123
2,1,136
2,1,117
1,1,71
1,2,103
2,1,114
2,2,162
3,3,7372
0,2,58
2,1,119
0,0,70
0,1,58
1,0,79
2,2,153
1,1,80
0,2,64
1,3,114
2,2,147
1,3,101
2,3,199
2,2,174
2,3,262
2,2,254
2,1,97
1,2,86
2,1,100
2,2,145
3,2,1542
1,3,91
2,1,184
2,3,209
1,1,120
2,1,126
2,3,154
0,3,63
1,0,63
1,3,96
1,0,70
2,3,193
0,3,47
3,2,1484
2,2,172
0,1,59
3,1,397
0,3,60
0,2,59
0,2,59
0,0,48
0,1,59
1,1,75
1,0,65
2,2,225
2,2,180
1,2,99
1,1,81
2,0,96
1,2,71
2,3,183
2,0,97
1,3,82
2,3,199
0,2,71
2,2,144
3,0,117
2,1,116
1,1,88
1,1,91
0,1,71
2,1,122
1,0,72
3,0,99
2,0,201
1,3,103
1,0,64
1,2,83
2,2,163
1,1,85
0,2,62
2,2,147
2,2,149
3,0,102
1,0,80
1,1,99
0,0,66
2,2,154
2,2,139
3,1,421
1,3,109
2,3,208
1,1,84
1,2,82
0,1,69
1,2,103
2,1,108
0,0,61
2,1,111
1,0,60
2,2,162
3,3,7390
0,3,62
0,2,52
1,2,155
2,2,144
1,0,72
1,1,71
2,0,87
1,0,62
2,1,104
2,1,118
1,0,48
3,2,1571
2,2,190
3,2,1445
3,0,211
2,1,94
2,1,111
2,0,94
0,1,77
1,2,88
1,0,75
1,2,80
1,1,90
3,2,1592
2,0,103
3,2,1433
3,0,108
3,2,1467
1,1,60
2,1,99
1,3,112
1,3,64
0,2,60
2,2,207
2,2,150
1,1,80
2,1,122
1,1,89
2,2,144
1,0,83
0,2,59
0,2,60
3,2,1612
3,1,371
3,0,111
2,0,84
3,2,1319
0,3,67
1,1,92
1,1,71
3,2,1364
2,1,110
3,1,430
2,1,127
2,0,87
2,2,132
2,2,192
2,2,161
1,3,99
3,1,386
2,3,158
1,2,86
2,2,161
1,1,85
0,2,71
3,2,1458
2,2,119
1,0,84
2,1,136
0,2,60
2,2,146
1,2,85
2,1,253
1,2,76
0,0,65
0,0,63
2,1,108
2,0,79
3,1,381
3,2,1714
2,0,75
0,2,61
1,2,104
0,1,62
0,3,59
2,1,95
1,0,74
1,3,94
2,3,195
3,1,415
3,2,1430
3,2,1674
1,2,114
3,0,119
1,3,87
1,1,88
1,2,78
2,2,142
2,2,117
3,3,7823
1,1,93
1,3,75
1,2,132
1,2,75
2,1,110
3,1,422
1,0,79
2,1,104
2,2,161
3,1,403
3,2,1591
0,2,70
0,0,63
2,0,128
0,2,63
3,0,109
3,3,7063
1,2,99
0,1,66
3,1,387
1,2,83
3,0,131
2,2,208
1,2,88
2,3,201
3,0,121
2,0,80
1,1,97
1,2,70
2,1,117
2,2,140
2,1,111
3,0,167
2,2,151
1,2,92
3,2,1848
1,1,75
0,2,62
0,1,66
2,0,80
2,2,151
1,2,78
2,3,219
2,0,96
3,1,409
2,0,77
2,0,78
2,1,112
0,1,67
1,1,86
2,3,214
2,0,76
2,2,167
3,1,373
0,1,61
1,0,90
1,3,90
0,1,56
1,1,77
1,3,84
2,2,166
3,0,119
3,3,7463
2,1,115
2,2,128
1,1,100
1,2,75
1,0,75
1,3,66
1,2,88
1,2,75
1,1,72
0,2,70
2,0,100
1,1,68
1,2,79
2,1,100
1,0,87
2,0,88
2,1,90
3,1,373
3,2,1451
1,2,120
2,3,221
1,1,65
1,2,68
0,2,69
1,0,67
0,3,57
1,0,65
2,3,189
2,3,202
1,1,83
3,1,426
2,1,122
2,3,202
1,2,85
1,2,78
2,2,150
0,2,52
1,1,52
0,1,57
0,3,64
1,2,115
0,2,70
3,1,417
3,2,1582
3,2,1369
3,2,1324
0,1,59
1,2,173
3,2,1451
3,0,163
1,1,78
1,1,71
2,0,86
0,1,77
2,3,187
0,2,76
1,2,103
1,1,81
1,1,68
2,1,165
0,2,77
1,2,106
2,1,108
3,1,391
1,2,72
1,1,77
0,2,59
2,0,76
1,1,58
1,0,89
2,1,147
0,0,59
3,1,420
0,3,61
0,1,63
3,0,118
2,2,143
2,2,126
0,0,61
3,2,1842
1,2,81
2,2,135
0,2,60
1,2,65
2,1,118
2,2,139
0,2,60
1,3,101
2,0,79
2,2,177
2,2,128
0,3,65
2,2,160
1,0,86
3,2,1658
1,0,66
3,2,1514
2,2,142
1,1,89
2,1,139
0,1,63
0,2,66
2,2,166
1,1,66
2,1,104
2,2,146
2,2,141
2,1,132
1,2,83
2,1,160
2,3,224
1,2,68
3,1,436
2,1,102
3,3,7606
3,1,434
2,1,110
1,0,78
1,3,91
3,1,441
0,1,65
2,2,162
1,0,78
3,2,1545
0,2,51
3,0,130
1,1,80
0,2,63
2,2,145
2,1,148
1,2,163
1,1,75
1,0,71
0,1,65
3,0,110
0,1,60
2,1,109
1,1,73
1,1,73
3,1,379
3,1,369
1,1,60
1,0,79
1,0,90
1,3,92
1,2,88
1,1,73
3,1,369
3,1,382
3,3,7297
3,1,417
3,1,354
0,3,67
1,2,84
1,0,63
2,2,157
3,0,124
1,1,77
2,1,110
0,1,70
1,1,91
0,2,70
1,2,99
3,1,477
1,1,72
1,0,85
0,0,69
1,1,85
0,2,66
2,0,127
0,0,58
2,2,158
3,1,437
1,3,128
0,2,65
1,0,77
0,2,67
3,2,1575
3,2,1427
3,3,7439
2,2,141
2,2,143
1,0,82
2,2,143
1,3,108
3,1,406
1,1,72
1,2,86
2,3,172
0,3,67
3,0,164
0,0,46
3,1,400
2,3,186
1,0,85
1,3,90
2,0,89
1,3,92
2,0,143
2,2,166
2,2,124
2,2,142
2,1,113
1,0,68
2,1,105
1,2,83
1,2,74
0,3,66
2,1,121
3,1,449
1,2,107
3,2,1672
1,2,86
2,3,223
2,2,127
0,2,72
1,1,96
1,1,62
2,2,166
1,2,115
0,1,73
1,2,87
2,2,141
1,1,77
3,1,367
2,2,143
2,2,148
1,0,72
1,3,65
1,0,80
1,3,119
2,2,132
1,3,73
2,0,77
0,0,55
0,3,58
1,2,79
2,2,115
2,1,102
1,0,71
3,3,7685
1,2,76
0,2,64
2,1,106
1,3,80
2,1,127
1,2,84
0,2,52
3,1,337
2,0,113
0,1,65
2,2,148
2,3,184
2,0,61
2,0,92
0,1,76
1,2,85
2,1,120
1,1,73
0,1,84
2,2,149
1,3,90
0,1,64
2,0,84
1,1,94
1,3,96
0,1,50
2,2,138
1,1,86
1,2,135
2,2,155
0,1,60
3,1,377
2,0,71
2,2,146
2,1,95
2,3,187
2,2,136
0,2,56
2,0,115
1,0,84
2,2,141
2,1,105
2,0,90
2,2,142
3,1,453
1,1,73
3,0,128
2,3,188
1,2,114
2,0,89
3,2,1728
1,1,71
1,1,75
2,3,246
1,1,78
2,2,143
2,3,223
2,0,71
0,2,75
1,1,83
1,1,75
1,3,99
2,3,186
1,1,76
1,1,72
1,2,77
0,3,61
2,1,89
2,1,142
1,0,60
0,1,73
1,2,84
2,1,113
0,2,68
2,0,97
2,2,163
1,0,70
1,3,71
1,1,117
1,2,84
0,1,61
0,1,61
3,2,1501
3,2,1459
1,1,84
2,0,93
1,3,97
0,3,59
3,1,437
2,1,201
2,1,127
1,1,77
1,2,64
2,2,148
0,3,61
2,0,82
1,2,92
1,2,75
2,1,152
2,2,140
1,2,100
1,2,54
0,3,67
1,1,71
2,1,116
0,1,75
2,3,201
1,3,102
0,0,82
1,2,101
3,3,7706
1,2,85
2,2,133
1,1,88
3,0,114
2,1,109
3,0,130
1,2,67
0,0,75
1,0,88
2,1,150
2,1,107
2,3,210
2,2,151
1,3,95
1,3,101
3,1,381
1,1,59
2,2,162
2,2,140
1,2,88
0,2,69
1,0,96
0,3,65
2,1,115
1,1,161
1,1,77
2,2,136
2,1,126
1,2,80
0,3,71
1,2,81
0,1,56
0,1,63
3,2,1591
0,0,77
3,1,424
1,1,60
2,1,156
2,3,188
1,3,91
1,2,80
2,3,183
3,0,105
2,0,80
2,2,123
1,2,91
2,3,170
1,1,108
1,2,79
0,2,72
1,3,112
3,2,1556
1,1,71
0,1,53
1,0,77
1,1,67
2,1,113
1,1,114
1,3,99
0,2,65
0,1,57
1,2,70
2,1,118
1,1,71
2,3,156
2,0,76
1,0,73
1,1,97
2,0,80
2,3,201
2,1,106
2,2,163
0,2,65
2,1,103
0,1,57
0,0,59
0,0,58
2,1,166
2,1,103
2,1,90
1,0,148
1,1,88
2,0,85
1,2,74
3,2,1571
2,0,75
2,2,143
0,1,77
3,1,379
2,1,111
1,2,86
2,0,87
0,3,61
2,2,163
1,0,62
1,2,76
1,3,92
0,1,63
1,0,63
1,2,109
2,3,195
2,1,100
1,1,73
1,2,71
3,1,375
1,1,62
2,1,103
1,2,117
1,2,64
2,1,92
0,1,61
2,1,115
1,2,75
1,0,66
2,2,142
2,2,152
2,1,87
0,3,52
1,1,79
1,1,65
2,1,99
2,2,152
2,3,192
2,3,170
2,3,176
2,1,116
0,3,63
2,3,264
0,2,64
2,2,160
0,1,68
3,3,7522
3,3,7303
2,1,133
0,2,79
2,1,87
3,3,7101
1,0,135
1,1,179
3,3,9517
1,3,127
0,2,78
1,1,59
1,1,57
2,2,279
0,1,58
1,1,67
1,3,176
2,1,176
0,1,61
2,1,99
2,2,229
2,0,120
2,2,169
1,1,66
2,0,80
0,1,55
1,1,115
1,1,62
1,2,116
3,1,529
0,2,56
1,1,48
1,1,88
3,2,1805
1,3,80
3,2,1598
1,2,140
2,2,197
1,3,105
2,1,104
1,1,59
2,3,294
1,3,100
3,2,1560
0,2,72
1,2,77
1,2,120
0,2,62
2,2,183
2,2,141
0,2,81
3,0,187
0,2,66
2,1,126
0,2,63
0,3,65
2,1,137
2,0,92
1,3,100
1,1,75
1,2,78
1,0,72
0,2,76
1,3,70
2,3,280
1,2,96
1,2,106
3,3,8509
1,2,82
0,2,65
3,0,192
2,0,77
2,2,168
1,2,83
3,3,7692
1,0,71
1,2,114
0,2,65
1,2,81
2,3,239
2,1,127
1,0,79
1,2,78
0,3,67
0,3,63
1,3,108
2,3,255
0,1,72
0,1,52
0,1,62
1,3,100
2,2,152
1,2,66
2,3,183
1,1,97
2,1,114
2,0,110
1,2,89
2,1,118
1,1,87
3,2,1730
2,2,167
2,2,167
0,1,76
3,3,7566
0,0,76
2,3,245
2,3,212
0,1,70
3,2,1463
0,2,48
0,1,61
2,1,102
0,0,60
3,1,378
3,1,354
0,1,75
3,1,395
1,1,78
3,1,372
0,2,69
0,2,48
1,1,65
0,1,65
3,2,1476
0,3,54
0,1,70
1,0,87
2,3,223
2,2,170
1,3,99
2,2,146
0,1,59
2,0,86
0,2,55
3,0,132
0,1,70
3,0,121
2,0,88
1,1,81
2,1,112
0,3,59
2,1,106
1,2,95
1,1,74
1,3,84
2,3,216
3,1,351
1,1,61
2,3,220
2,2,132
3,2,1548
2,2,145
3,1,361
2,2,159
2,2,167
1,1,134
2,3,222
1,1,83
2,3,165
1,1,63
2,3,180
3,1,359
2,1,97
1,2,106
1,1,68
1,2,129
1,3,89
0,1,70
1,2,66
2,2,127
1,3,61
1,3,100
1,1,80
2,2,153
0,2,73
3,2,1717
0,0,60
2,0,88
2,0,75
1,3,85
0,0,54
2,1,85
2,0,81
2,0,73
2,1,112
1,1,88
1,2,92
1,3,88
3,0,122
1,0,82
2,1,130
1,1,67
1,0,66
2,2,170
2,1,112
2,1,130
0,2,75
3,1,441
2,1,217
0,3,59
2,1,84
2,2,151
2,3,204
2,1,105
2,2,125
1,1,101
1,0,58
0,1,57
1,1,161
1,1,88
1,1,60
3,1,382
0,2,66
2,3,217
2,2,139
1,2,105
1,0,79
1,2,88
0,3,63
2,3,179
1,0,68
0,2,62
0,2,61
3,2,1684
1,1,90
1,2,101
0,0,74
3,1,420
1,3,99
2,3,231
1,2,85
3,2,1563
0,0,48
2,0,89
3,3,7362
3,1,446
1,1,64
0,1,73
3,1,413
1,3,102
2,1,126
1,0,85
2,0,100
1,2,87
2,2,161
3,0,135
0,3,63
2,2,159
1,2,87
1,3,79
1,0,74
1,1,83
1,0,74
0,1,50
3,2,1637
2,3,204
3,2,1427
3,2,1403
1,2,106
2,1,104
2,0,92
1,2,89
2,1,112
0,2,51
1,3,97
0,2,69
2,2,180
0,1,59
3,0,122
2,3,183
1,1,71
1,2,101
1,3,86
2,3,199
2,3,215
3,1,427
1,2,112
0,1,71
2,2,170
0,0,75
2,0,86
2,2,146
1,1,79
1,0,75
1,1,65
3,1,444
2,2,158
2,1,99
1,3,95
2,1,106
2,0,85
2,2,128
3,3,7516
1,1,86
1,0,60
2,3,232
0,3,64
0,1,63
2,1,115
3,0,129
0,0,65
3,1,358
2,3,198
2,2,142
2,2,143
0,3,63
3,2,1693
2,1,116
2,2,145
0,2,63
1,0,67
2,1,116
2,3,232
2,2,154
3,1,439
2,2,242
1,2,83
3,0,211
2,0,84
2,1,106
0,0,66
0,0,68
0,3,71
2,1,101
3,1,429
3,3,8453
1,1,76
1,2,83
2,1,94
2,1,111
1,2,71
2,3,187
1,1,70
2,2,129
1,3,84
1,0,87
2,1,139
1,2,81
2,1,92
1,2,61
1,1,80
3,1,374
3,2,1342
1,3,104
1,1,67
2,0,122
2,1,127
1,1,89
1,1,79
1,3,104
1,1,165
3,1,379
2,1,111
2,2,139
0,1,68
3,0,153
1,2,97
3,1,404
2,2,157
2,0,78
1,3,102
2,2,150
2,2,144
1,0,67
2,1,111
1,2,107
1,2,77
3,0,139
1,3,82
2,2,180
2,2,171
1,1,100
1,1,83
1,1,86
2,3,165
2,2,231
1,2,91
2,1,120
3,1,408
1,2,71
1,2,88
2,2,116
0,1,67
3,0,114
2,1,104
2,2,183
3,1,387
0,2,73
3,1,421
1,0,83
3,1,387
1,1,99
2,1,105
1,3,105
1,0,61
2,2,180
1,1,89
1,1,79
2,1,99
2,1,116
0,2,66
1,3,115
1,2,85
1,1,76
0,3,62
2,3,223
2,2,137
1,1,87
0,2,66
2,0,82
3,1,393
3,2,1761
3,3,7579
1,2,89
2,0,82
2,2,172
0,3,59
1,3,100
1,2,81
2,2,139
1,2,62
0,1,65
0,0,65
2,3,209
1,1,70
3,0,173
3,2,1704
1,3,105
1,2,63
1,2,78
3,1,384
2,3,180
3,1,332
0,2,67
3,2,1444
2,1,150
1,2,92
1,0,82
1,2,99
1,1,101
2,1,100
1,0,75
0,3,67
2,1,115
2,0,99
2,1,150
3,1,411
2,3,200
2,1,112
1,1,84
1,3,110
2,2,147
1,2,60
1,2,77
2,3,167
3,1,450
2,1,110
0,2,64
2,3,194
0,1,64
1,3,88
3,2,1612
1,2,69
2,2,132
2,1,98
0,0,66
2,2,186
2,3,199
0,1,50
2,3,197
1,2,108
2,2,133
2,3,176
2,1,110
2,2,145
2,2,189
3,2,1600
0,2,63
2,1,101
3,3,7626
2,2,161
3,2,1661
2,1,114
2,1,110
1,3,88
1,3,140
1,2,79
2,0,95
0,2,61
3,1,388
2,1,111
3,2,1653
2,3,216
1,1,75
1,2,85
1,1,143
2,1,229
1,2,85
0,0,72
2,1,111
3,2,1561
1,1,76
1,1,83
2,1,88
2,1,111
2,0,234
2,3,183
2,0,74
3,3,7282
0,1,70
1,0,78
2,1,108
0,1,68
3,3,8036
2,1,112
2,2,192
2,2,252
0,2,69
1,0,75
0,0,70
1,1,68
2,0,95
1,1,84
1,1,73
2,1,87
1,0,97
0,1,75
2,1,131
2,0,77
0,1,60
2,2,159
0,1,65
2,1,112
1,2,87
0,1,78
2,1,152
1,1,78
2,3,225
0,3,72
2,1,105
0,1,77
1,1,79
1,1,73
1,1,68
2,3,199
2,0,121
2,0,76
2,1,113
1,2,71
1,3,79
1,2,63
2,2,149
1,2,57
2,3,227
0,2,70
1,1,91
1,0,65
2,2,144
2,2,144
1,2,75
2,1,112
1,1,70
1,0,87
0,0,60
3,0,137
2,0,94
0,3,55
1,2,65
2,0,77
0,2,62
2,2,165
0,2,61
1,2,98
1,1,83
1,1,65
1,0,98
2,2,166
2,0,83
1,3,104
2,2,133
2,2,147
3,2,1714
2,1,110
3,2,1514
0,3,73
0,1,75
0,3,58
3,1,389
3,0,121
1,1,79
2,0,80
1,2,90
1,2,78
1,2,78
1,2,75
2,1,139
0,2,64
2,2,150
2,0,68
1,1,68
1,3,113
2,1,100
1,1,91
3,1,358
1,2,64
0,1,75
1,2,108
0,2,62
1,1,75
2,1,104
2,3,189
1,1,69
1,1,73
3,2,1596
3,1,398
2,1,128
3,2,1505
3,2,1504
1,2,90
1,2,80
1,2,62
2,0,93
1,3,93
2,1,101
3,2,1549
2,1,145
3,1,391
0,3,70
0,0,71
2,3,214
2,2,140
1,2,82
3,1,344
2,2,120
1,1,90
0,3,73
2,0,133
1,2,97
0,2,63
3,2,1853
3,3,8054
0,2,65
0,1,49
1,1,78
0,3,62
3,1,428
1,1,74
0,2,60
0,2,61
3,2,1567
2,1,112
2,1,101
1,2,78
1,0,80
0,1,75
0,0,54
1,2,137
1,2,76
0,1,57
2,1,104
3,0,109
2,2,146
2,2,142
3,2,1586
3,3,7291
2,2,183
0,2,73
3,2,1708
2,1,102
2,2,144
2,2,139
2,1,117
1,1,84
3,1,347
3,3,7418
1,0,93
2,1,151
0,2,60
2,2,157
2,1,90
2,3,198
3,0,208
3,1,391
2,0,96
2,0,79
3,1,480
3,3,7934
0,3,67
2,3,197
1,1,79
2,1,112
1,0,75
2,1,83
0,3,62
2,2,150
1,0,77
1,1,90
2,2,147
2,1,90
2,1,110
3,2,1625
1,2,79
1,2,64
1,0,72
1,2,103
3,2,1721
0,3,69
1,3,126
2,1,109
0,1,57
3,1,375
3,1,400
2,1,104
1,1,81
2,1,96
1,1,87
2,1,124
2,0,87
3,2,1437
2,1,96
0,2,68
2,2,144
1,2,79
1,3,80
2,1,91
1,3,135
0,2,64
0,2,56
3,3,7938
3,2,1437
2,2,124
1,3,99
2,2,167
0,1,71
0,3,71
3,2,1669
0,3,71
2,1,125
3,2,1523
3,3,7752
2,0,93
2,0,94
3,1,415
2,2,115
2,2,139
0,2,64
1,1,106
1,2,99
3,2,1666
1,2,77
0,1,67
0,2,61
3,0,119
0,1,66
2,2,159
1,3,117
0,2,49
1,1,60
1,3,100
1,2,88
1,1,82
0,1,61
3,3,7812
0,3,59
0,0,65
3,0,149
1,1,75
0,2,60
3,0,117
2,0,79
1,2,79
1,0,79
0,2,64
2,2,144
1,0,83
2,1,159
2,2,149
3,2,1653
1,2,79
0,1,70
1,2,100
3,2,1612
1,1,78
1,0,85
3,3,7792
3,2,1665
3,1,402
3,2,1617
3,2,1596
2,2,154
2,2,120
1,2,77
1,0,64
0,3,51
2,1,105
0,3,80
2,2,150
1,2,88
3,2,1649
1,2,72
0,1,61
1,2,104
3,3,7950
3,3,7190
0,1,72
1,0,95
2,1,128
2,3,189
1,1,64
1,2,100
3,0,128
1,3,110
0,1,62
0,0,66
0,0,55
3,1,418
0,2,60
1,3,108
3,0,131
1,3,76
1,1,85
2,2,145
2,2,137
3,2,1650
3,2,1552
1,3,144
1,1,78
3,3,8042
3,1,408
0,2,51
2,1,124
3,2,1781
2,2,119
0,1,68
0,1,59
0,2,69
2,0,118
0,2,75
2,0,97
3,0,123
0,0,72
1,1,74
2,1,102
2,3,201
2,1,89
1,1,139
3,1,428
3,1,406
3,2,1531
1,2,85
1,1,77
2,3,221
1,0,81
1,3,97
3,0,122
1,1,104
3,2,1654
2,1,90
3,1,402
3,2,1470
3,1,362
1,2,75
1,2,69
1,3,79
2,2,145
0,2,80
2,0,128
2,0,89
2,0,82
1,0,71
0,0,71
0,2,59
1,1,79
1,0,67
3,3,7523
2,2,193
0,1,76
1,2,85
0,2,51
1,1,61
2,2,103
1,0,68
1,3,80
3,1,369
1,2,84
3,2,1417
2,1,113
1,3,115
2,3,178
0,2,63
0,1,59
2,2,137
1,2,75
0,2,58
3,1,396
1,3,112
1,0,98
3,1,418
2,1,113
2,0,94
1,0,63
0,0,76
1,2,78
3,1,383
1,3,101
2,1,142
0,2,71
0,0,64
0,0,59
1,0,72
1,2,89
2,0,99
0,2,69
1,3,89
1,2,102
1,2,108
3,2,1447
1,2,80
3,0,131
3,2,1601
2,3,190
1,3,118
1,2,76
0,2,67
1,2,85
1,1,100
1,1,63
1,1,76
1,3,93
3,3,7645
0,1,74
2,0,110
2,3,211
1,2,98
0,1,59
1,3,147
1,2,78
2,2,143
1,2,69
0,2,64
3,0,109
1,1,65
2,1,106
1,2,87
1,2,73
3,1,488
2,1,103
1,0,83
2,3,205
2,3,213
2,2,159
1,3,101
0,2,72
2,0,73
2,3,175
1,2,251
1,1,70
3,2,1627
2,1,97
2,3,177
3,1,352
3,0,136
3,2,1680
3,1,384
0,2,60
2,1,159
1,1,68
2,1,116
2,1,104
0,1,68
1,2,100
0,1,70
2,1,128
0,2,55
2,3,201
1,2,182
1,1,72
1,2,77
1,2,64
0,3,68
3,2,1661
2,3,200
0,1,57
1,3,94
1,2,77
2,0,120
1,1,60
2,1,128
1,0,95
1,0,77
2,2,168
2,2,158
1,0,77
0,2,68
2,2,173
1,2,122
2,3,218
0,1,72
0,0,58
2,2,143
2,2,140
0,2,55
0,2,64
2,2,145
1,1,76
1,1,120
1,2,115
2,3,218
0,2,58
3,1,376
2,1,101
2,0,109
2,3,210
3,1,333
2,2,112
2,0,150
2,2,109
0,1,62
2,1,103
1,3,84
1,1,77
1,2,56
2,1,112
2,3,188
2,2,160
3,0,143
0,3,55
3,1,405
2,0,81
2,3,170
3,3,7534
2,3,203
1,2,77
3,0,110
2,1,116
1,2,123
1,3,97
2,0,104
3,0,121
1,0,79
2,1,118
1,2,87
1,2,66
2,3,202
1,1,73
3,2,1611
3,2,1455
3,1,339
1,1,84
1,2,78
0,2,78
3,2,1449
0,1,49
1,1,78
1,1,72
0,1,64
3,2,1832
1,1,84
2,0,94
1,0,82
2,1,80
1,3,210
3,1,403
2,2,148
2,2,128
1,2,146
3,2,1859
2,2,162
3,3,7489
2,1,108
1,0,80
1,1,56
1,1,92
1,2,60
1,1,66
0,1,66
1,2,105
0,3,67
1,3,96
0,1,59
3,1,383
1,0,83
1,2,102
2,0,85
2,2,174
1,1,106
0,1,71
2,2,135
0,3,56
1,0,66
1,3,103
0,2,49
0,1,62
2,0,98
0,1,64
2,2,184
1,3,112
1,1,93
1,1,69
2,3,200
1,1,67
3,2,1436
0,0,62
0,2,61
1,2,82
0,0,70
0,1,70
3,0,153
0,0,67
0,0,68
1,3,103
2,2,143
1,2,81
1,1,88
1,0,83
2,2,185
2,2,119
1,0,79
0,2,66
3,0,118
2,2,145
1,2,73
2,2,115
2,0,89
2,2,147
2,1,144
3,1,401
2,3,165
0,3,59
2,2,106
1,1,94
1,1,84
1,1,71
3,1,384
0,3,66
3,0,167
3,1,389
0,1,61
2,2,132
0,1,64
1,0,67
2,3,177
3,2,1539
1,2,93
2,2,143
1,2,128
1,2,91
1,1,80
2,2,141
1,1,76
2,0,99
1,1,70
0,3,80
0,1,158
0,2,67
2,3,219
1,2,84
0,1,63
1,2,90
3,1,439
3,2,1657
3,1,390
1,1,79
0,1,64
1,2,67
1,2,119
1,1,88
2,3,175
0,0,57
1,2,84
2,1,106
1,1,84
1,3,89
0,0,58
3,2,1620
0,1,55
3,0,154
1,2,85
3,2,1689
2,3,210
0,2,74
1,2,74
2,0,92
2,1,129
3,2,1741
2,3,192
2,1,136
3,1,378
0,2,68
2,1,105
2,3,179
1,0,82
2,2,148
1,2,77
1,2,72
1,1,105
2,3,209
2,3,179
0,1,58
3,1,401
1,3,91
0,0,51
1,1,76
3,1,361
0,3,60
2,1,131
2,1,96
1,2,96
0,1,66
1,2,69
3,2,1776
1,1,99
2,1,135
1,2,71
2,2,141
1,2,210
2,1,207
3,1,432
2,2,159
2,1,121
2,1,102
0,3,82
1,2,82
3,1,416
1,1,90
0,3,60
2,3,223
2,3,170
0,3,65
0,0,64
1,1,73
1,3,96
2,0,123
1,2,80
1,2,75
1,0,95
3,2,1667
3,1,382
3,2,1568
0,3,67
3,3,7596
2,2,153
1,3,109
1,3,90
0,1,58
2,1,154
2,2,157
2,2,144
1,1,85
0,2,68
2,1,90
0,1,64
2,1,106
2,1,130
3,1,412
1,1,100
2,3,162
2,3,174
1,2,96
1,1,79
2,1,126
1,2,91
1,1,91
1,1,84
0,0,61
3,2,1875
0,2,68
2,2,172
1,1,77
2,1,101
2,2,152
1,0,67
2,1,116
2,1,119
1,2,96
0,1,70
3,3,7852
1,3,113
1,0,85
1,1,86
1,2,85
2,1,127
2,3,212
0,1,67
1,3,84
2,1,141
2,2,161
0,1,71
3,3,7824
1,0,64
2,2,146
1,1,90
1,3,114
1,0,81
2,2,174
1,1,95
2,0,91
0,2,56
1,2,89
2,2,148
2,0,78
1,2,73
1,1,70
2,3,164
1,2,77
1,2,123
2,2,116
3,3,8428
2,0,90
1,2,75
2,2,152
3,2,1450
2,3,173
0,1,74
2,2,145
3,2,1774
1,0,77
2,2,141
1,3,107
2,2,144
2,1,122
3,2,1651
3,2,1642
0,2,65
3,3,8222
0,1,73
3,0,162
3,2,1569
1,2,219
1,2,78
3,3,8196
1,3,88
3,1,380
3,3,7328
2,2,161
0,2,75
1,1,100
1,2,82
2,2,163
2,1,134
1,1,88
2,1,109
1,3,92
0,3,68
3,0,125
3,3,7703
0,2,61
1,0,74
2,0,87
2,0,85
0,2,65
1,0,74
1,1,84
2,1,115
2,0,78
0,2,63
0,1,61
3,0,147
2,2,177
0,0,72
1,0,64
0,3,70
2,3,244
2,1,112
1,2,106
2,3,217
2,3,225
2,1,103
2,0,68
1,0,67
1,2,97
0,0,72
3,2,1420
1,2,87
1,3,116
1,0,98
0,1,73
1,0,77
1,2,113
2,0,93
1,0,59
3,2,1763
1,2,80
1,2,99
2,1,130
1,0,82
3,1,449
3,2,1689
2,1,128
1,0,61
1,2,66
2,0,89
1,2,71
3,2,1548
0,0,58
0,2,63
3,0,157
2,2,159
3,2,1741
1,2,91
2,2,155
1,3,93
0,1,64
3,1,391
2,1,124
2,3,227
1,1,79
2,3,234
1,3,107
1,0,68
3,2,1615
1,1,90
0,2,74
1,1,73
0,3,54
2,1,153
2,2,147
2,0,95
2,1,123
2,2,151
1,1,82
0,3,58
1,0,78
1,0,75
1,2,103
1,0,85
1,2,115
0,2,63
0,2,64
1,3,114
0,3,56
1,1,71
1,1,90
3,3,7534
1,2,85
1,1,129
3,2,1729
3,0,125
2,2,141
2,3,190
1,0,79
2,1,130
2,1,109
2,2,131
1,1,70
1,0,74
1,1,91
0,0,78
2,2,165
0,0,64
1,1,80
1,2,98
3,1,382
1,2,88
2,3,213
2,1,151
1,0,89
1,2,85
0,1,62
2,3,218
0,2,60
3,1,420
1,3,96
1,1,77
2,3,222
2,1,183
1,0,81
1,2,84
0,0,69
2,3,176
1,1,79
2,1,115
2,3,340
1,3,124
1,2,72
1,2,133
3,2,1818
2,1,124
1,1,72
0,2,72
1,2,94
1,0,87
0,1,67
2,0,116
2,2,163
0,1,93
1,2,111
