ImageWidth,ImageHeight,Sigma,runtime
391,3299,6.318182,151621446
4464,455,8.363636,298847949
4755,3832,7.954545,2799899470
973,2233,3.863636,210993056
391,455,6.318182,32009119
4464,811,1.818182,343252771
4755,3655,5.5,2319417454
2718,3655,7.136364,1440531393
2427,1166,5.5,322885064
973,1700,9.181818,187394652
3009,2055,2.227273,485258164
2427,455,6.727273,146140596
2718,2233,3.045455,510906272
3591,2233,3.863636,747167722
4755,2055,8.772727,1144264494
5918,1700,4.681818,1207542449
3009,1877,1.409091,387269716
4464,3121,4.272727,1454286037
4755,1522,7.954545,1066639804
4755,1877,7.136364,1264427591
3591,3477,3.045455,1165607401
973,1166,6.727273,141194900
5336,3299,7.545455,2636160203
1845,2944,7.545455,737919602
4173,1166,7.136364,692251833
4464,2944,9.590909,1526190906
4755,989,6.318182,596719709
4173,1166,4.681818,492029087
973,2766,2.636364,209197489
2718,2588,6.318182,963102633
3882,1522,5.909091,679874349
5045,3832,5.5,2436967670
973,2766,7.954545,389481950
391,3655,1,87063867
100,2055,2.636364,17505831
3009,2766,5.090909,1012071565
4173,3121,7.954545,2034900580
5918,100,5.090909,63418214
4755,2944,2.636364,1268764179
2718,989,5.5,332097349
973,1877,7.954545,256183156
100,3655,6.318182,80390335
3009,1522,5.909091,577931866
5045,455,1,147862978
2136,989,5.090909,237694430
1845,633,4.272727,123074706
3591,2410,1.818182,679019747
391,3832,1.818182,142488766
4464,2233,1,726273225
2718,455,8.772727,134404610
2718,455,2.636364,99591119
4464,3477,3.454545,1528583421
973,278,5.5,37989139
5336,1522,3.863636,828171242
391,811,7.136364,41644857
391,2410,5.090909,93154616
391,1344,7.545455,76332392
3009,3832,5.5,1455154653
2427,1877,1,339014015
1264,2944,7.545455,542639450
391,3832,6.318182,173711367
682,3832,1,171814974
1555,3655,7.136364,753270927
973,2766,5.090909,291227687
5627,1877,9.181818,1277941509
3882,633,9.181818,278825343
3591,2233,7.954545,1187866257
3009,2055,5.5,700810043
5336,2588,2.636364,1311486287
5336,811,6.727273,608889998
100,1522,3.863636,27528158
682,2055,7.954545,198384429
4464,633,5.090909,302686397
1555,811,3.454545,110405632
2718,2588,4.272727,731742490
1264,278,8.772727,40983862
3300,1877,1,423736579
1555,100,6.318182,20747924
2718,3655,3.454545,1012351766
5336,455,7.954545,357225624
1555,1522,1.409091,147900728
2136,3832,1.818182,703193454
1845,2766,1,349525180
100,100,5.909091,3907655
5045,3655,8.363636,2900959481
2136,1877,4.272727,418368289
100,2233,2.636364,18027113
391,1877,4.681818,92964875
3591,1877,9.181818,823521990
3591,811,8.363636,463227633
3009,1700,5.090909,553150792
973,3477,1,228320584
3591,3477,2.227273,1025291083
5918,2410,4.272727,1548435882
2427,3655,4.272727,913134992
391,455,5.5,21336738
100,1522,8.772727,20516966
3009,989,8.363636,486925421
682,455,7.545455,45091239
5918,2233,7.136364,1894147242
5918,455,9.590909,321514452
973,989,5.909091,111382123
3300,811,3.454545,256502028
3009,100,8.363636,47733067
4464,2588,6.318182,1528956256
4173,1522,2.636364,571845416
1264,1344,8.772727,228945651
2718,3477,7.954545,1364002373
5627,2766,8.363636,2317645824
1845,3121,5.090909,660367622
3009,2766,3.863636,890179963
3300,278,3.045455,69472676
3591,278,5.5,114694072
2136,455,2.227273,74505511
3300,2588,1,604188993
5045,2944,7.954545,2254887893
100,3655,8.772727,43294721
391,1344,4.272727,61786189
1264,3477,6.727273,613482032
3882,1522,5.5,671243387
1555,2055,3.454545,301009523
682,278,1,11314771
3009,3832,2.636364,985125812
3882,989,7.136364,534754776
4173,633,5.090909,301045366
2136,2588,2.227273,481753554
5627,3121,5.909091,2317747244
391,2944,1.818182,73996722
3882,811,1.818182,230744815
3009,278,5.909091,99495026
3009,2944,1.818182,661387420
2427,3655,2.636364,784425586
5045,100,2.636364,43038564
4173,3299,6.318182,1766767726
1555,989,3.454545,135602671
5336,3299,3.045455,1690077107
1845,989,2.227273,161923413
5336,1166,5.5,756254720
4755,3655,3.454545,1820606926
5918,2410,3.454545,1447955978
973,2944,7.545455,382842745
5627,1700,9.181818,1152355213
4173,2766,8.363636,1755561454
682,633,6.727273,58624962
3009,3121,7.954545,1411407110
1845,2944,2.636364,437511334
973,2944,3.045455,250105602
2718,989,3.045455,236282326
682,1700,1,65683239
5336,100,6.318182,65301514
1264,633,6.727273,99813789
5045,1522,6.318182,982345635
2427,2588,7.545455,909952607
3591,3655,6.727273,1782404311
973,633,3.454545,55116093
2136,2588,6.727273,768007202
1264,100,5.5,19316567
5918,278,4.681818,160307432
3882,2588,7.136364,1455855432
1845,2055,5.090909,464439973
1555,3121,5.909091,607291474
4173,989,6.727273,535785174
1845,3121,6.727273,738701426
2136,3121,1.818182,541665251
4464,811,9.181818,449711510
4173,100,5.909091,53415580
1555,633,4.272727,111040212
2718,3121,1,566150788
4755,1877,2.636364,837910998
100,2055,6.727273,28331819
5045,3655,4.681818,2180037933
5336,2766,8.363636,2274346750
2718,2766,5.5,972000144
4755,3121,8.772727,1723372849
4173,989,8.772727,471079044
1845,811,5.909091,182104672
4173,3299,5.909091,1854222879
1555,989,8.363636,231518818
5918,633,5.909091,463405345
2427,2944,3.863636,708536303
2718,2233,6.727273,797233920
1264,3832,3.454545,467546789
5918,2055,1,909834231
5627,2944,8.772727,1975781678
5336,2766,2.227273,1263028404
1264,1877,3.045455,206752435
100,3832,2.636364,28644398
2136,2944,7.545455,861333234
100,3477,7.136364,47851598
1845,2766,5.090909,564015395
100,3477,4.272727,37033067
682,1700,3.863636,106154669
5627,2766,2.227273,1357944374
1555,2410,8.772727,450577304
5627,2233,7.136364,1786322006
1845,3121,8.363636,833090452
5918,1166,1,550845007
3300,3477,9.590909,1420310740
1845,3832,9.181818,854406581
1555,1522,8.363636,345628411
4464,2233,3.045455,896576519
100,100,2.636364,3029908
3009,2944,6.727273,1215012148
2718,278,7.545455,131369913
5336,2410,4.681818,1451832591
3009,2766,9.590909,1001636962
3300,3477,5.5,1427316248
5045,2055,5.090909,1132261716
2427,2233,9.590909,639335588
1555,100,5.090909,20599519
391,989,7.136364,55632017
1555,633,4.681818,98239447
3300,455,9.181818,174495322
2136,3121,8.772727,799859304
3591,2766,4.272727,1046829882
2136,2944,7.136364,915185408
1845,2944,9.590909,618674914
5045,100,1.409091,37703524
682,2766,3.454545,162656120
3882,1877,8.772727,855294051
1264,3477,8.772727,528968228
3882,3832,4.272727,1731889118
973,100,4.272727,14649842
2136,100,5.5,25317180
682,811,9.181818,63890503
2427,2588,4.272727,673575103
2427,1522,2.227273,287509646
4173,455,6.727273,232520500
4464,1522,4.681818,764198217
2718,3477,8.772727,1072030210
4173,2233,4.272727,1034493986
1845,2944,5.090909,616192301
3009,3655,2.227273,907695291
5336,2233,9.590909,1430744192
5045,3832,1,1521542194
3009,989,4.272727,306988440
2136,2233,2.227273,363998221
973,100,4.681818,13568759
5045,1344,7.136364,901074352
2427,3655,6.727273,1199768739
4755,1877,4.681818,1026661115
3300,2944,1.818182,790764601
5336,1522,2.227273,680884014
3591,989,2.227273,285449832
4755,3299,4.272727,1680520524
2427,989,2.636364,195163662
3300,2055,9.590909,991378116
682,455,7.954545,45521719
4464,1877,3.863636,844006116
973,1344,9.181818,196494315
391,2588,5.5,109357289
4755,1344,2.636364,568415609
5336,2055,2.227273,879773047
5336,3121,9.181818,2110229617
4173,3655,9.181818,1819534046
2136,989,3.045455,176701929
973,278,6.318182,31822445
1555,2766,5.5,479296128
1555,2944,9.181818,537940909
4755,3121,9.590909,1821527153
2136,2588,4.272727,571499846
3300,989,7.545455,473134836
4464,278,4.272727,128647579
5045,2233,6.727273,1532214797
682,1166,6.727273,96973620
4173,278,1,60173074
391,2233,1,55494100
1845,1344,7.136364,421984281
391,989,8.772727,44334209
1264,2055,2.227273,198648626
4173,278,8.772727,135026449
682,3121,5.909091,255523592
3009,2588,3.863636,754387122
1264,2055,3.863636,231967158
5045,2944,9.590909,1865741264
3591,3832,2.227273,1243969309
682,1877,2.227273,101439976
2718,100,5.5,30761247
3300,3299,5.909091,1291824254
1264,100,6.727273,19925982
3009,1700,1,336076705
3882,2410,8.363636,1455219534
5045,1700,4.272727,984194024
682,278,4.272727,18603016
4755,989,2.227273,362218668
3882,3655,3.045455,1408611899
3009,3655,8.772727,1273351736
5045,2766,3.045455,1333235023
391,1877,8.363636,104179646
3882,3832,6.318182,2082527061
1555,2410,1,240256440
391,100,4.681818,5685926
4755,3655,8.363636,2935353799
5045,100,5.090909,54235901
2136,811,3.863636,155091997
5627,1700,2.636364,844464038
3882,2944,8.772727,1325279369
682,3121,9.181818,251255605
3300,3477,2.636364,979676677
4755,100,1.409091,27179484
4755,100,3.863636,42098231
391,1700,5.909091,113656385
3300,633,7.545455,287065272
2136,1700,6.318182,460415006
1845,2766,7.545455,722266937
2136,455,8.363636,143675694
100,3832,6.318182,53400379
3300,278,5.909091,106731292
4464,811,1,259012865
100,811,2.227273,6820522
3300,3299,1,776070051
2136,2410,3.454545,470316679
1845,1166,4.681818,227481250
4464,2944,7.136364,1832866531
1845,455,4.272727,84543738
682,3832,7.954545,369934467
4464,3477,5.090909,1840623752
973,811,6.318182,95169772
2718,989,9.590909,306674315
3009,3121,7.136364,1302512229
973,3299,3.454545,269743313
3591,2588,8.363636,1364579885
100,1522,9.181818,20653618
973,633,3.863636,58472591
1555,2944,2.636364,383999438
5918,1166,4.272727,745135073
3882,2588,4.681818,1159206938
100,989,5.090909,13576161
3591,3299,9.181818,1373515163
3591,1700,6.318182,793719641
973,3477,6.727273,431499090
682,1877,9.590909,135706487
391,278,5.909091,15878599
1264,2766,9.590909,397155053
5336,2055,7.954545,1718167378
2136,3299,5.909091,866583770
973,100,8.363636,17762605
3591,3477,5.090909,1466825864
4464,2944,3.863636,1350488733
2427,2766,1.409091,464029032
1555,455,8.772727,77484099
3300,2233,7.545455,1047672933
5045,3477,2.227273,1596959028
2136,3299,4.272727,814053613
3300,3655,6.727273,1634800689
5918,455,3.863636,265219564
4755,3299,5.5,1866427383
100,633,1,4822163
5045,3121,7.136364,2187118106
5918,2055,8.772727,1420885946
3591,1877,1.409091,456465950
5918,1700,7.545455,1443454480
3009,1700,3.863636,484827399
3009,2588,5.909091,992537696
100,1877,6.318182,24745613
3882,2588,1.409091,712867656
4173,811,1.409091,232495882
3591,278,2.636364,75948111
2136,3299,5.090909,784639149
4464,3477,1.409091,1222997529
4464,100,5.090909,52726133
1555,1344,1.409091,131390073
5627,1166,7.954545,970125097
5336,3121,2.227273,1381305980
2718,278,6.318182,94454274
2718,1700,1,366912294
3009,278,5.090909,93053012
5336,100,5.909091,83235816
1845,2766,5.909091,603152198
973,3121,3.454545,258995742
5336,3299,4.681818,2031997392
1845,1522,1.818182,208174248
973,3121,2.227273,230552261
391,2233,4.681818,81734756
1845,633,2.636364,99209153
3300,3121,4.272727,1090863099
682,811,3.863636,49724729
2718,2944,4.272727,836750239
973,2055,2.636364,159013584
4173,1522,5.909091,749384143
5627,3655,5.5,2623438422
5627,2766,3.863636,1553624680
1264,3832,2.636364,420857700
5045,2055,3.454545,976462229
2136,1522,4.272727,332096776
5045,1522,5.909091,912660738
4173,1344,8.772727,702161022
682,278,6.318182,24098689
391,278,5.5,13463407
682,3121,2.636364,178747947
5918,811,2.227273,369047931
4173,2233,7.954545,1361192080
3882,2055,4.681818,889474771
100,1166,3.863636,11679528
4755,2944,1.409091,1095784570
391,1877,7.954545,99848117
3009,3832,9.181818,1410667341
5627,1522,5.909091,1067785434
3300,3477,3.863636,1183447054
5627,1700,7.136364,1321875314
5045,3477,6.318182,2394523816
5336,2233,3.863636,1183995073
1845,3477,5.5,796220939
5627,3832,8.363636,3552175043
5336,2588,5.909091,1708314415
1264,989,3.863636,124442629
973,3299,2.636364,259155769
3882,2055,1,572931786
5627,2766,5.5,1827660709
4464,2766,5.909091,1561023452
2427,455,9.181818,122900701
5045,2055,9.181818,1164112944
5045,3121,6.727273,2244968961
973,2766,3.863636,265821194
4464,811,2.227273,273796382
3300,3299,1.409091,828756877
1555,2055,4.681818,330387466
2718,278,5.090909,76435841
4464,811,7.954545,513923069
2136,1166,5.909091,288333241
3591,2944,3.863636,1221304789
4755,1522,4.272727,746236030
3300,3121,9.181818,1180399245
973,1522,1.818182,112765785
1264,3299,7.136364,618676426
2427,1344,7.545455,470226746
682,2588,5.5,196495438
2136,3655,2.636364,681163472
1555,3121,9.181818,536625549
4173,100,3.454545,38179546
682,1522,5.909091,129541273
3009,633,9.590909,217778267
3300,2766,5.909091,1122258837
2427,2766,6.727273,861949378
100,278,7.136364,5981896
3591,3121,5.5,1443021443
1264,455,2.227273,45292776
1845,3832,2.227273,574990764
973,455,4.272727,49969863
2718,1877,3.863636,469816785
100,633,5.5,9839182
391,2766,3.863636,105117459
5336,989,8.772727,649388229
5336,3477,4.681818,2053477027
5045,3832,8.363636,3244087346
100,1522,7.545455,26547882
5045,811,9.181818,472464789
3882,2766,5.5,1354240642
100,3121,7.136364,44982906
2427,2055,9.181818,537468370
682,3121,4.272727,206945455
973,2944,8.772727,309938269
682,3121,6.318182,254137767
5045,989,1.409091,333329878
4173,3832,4.681818,1744350797
5627,3477,3.863636,2195380676
4755,3477,7.954545,2577591283
5336,1166,2.636364,512615643
100,2766,5.090909,31956808
1845,1700,6.727273,404055290
5045,2588,6.318182,1685453497
2718,1166,1.818182,246807242
391,811,5.5,42051925
5918,1877,4.272727,1208241953
1264,2055,8.363636,378075673
1264,1522,3.045455,194268948
3591,100,1.409091,23402694
100,100,3.045455,3278549
2136,278,8.772727,65595915
2427,2944,9.590909,1216580829
3009,278,7.954545,147002155
1555,3477,8.363636,1070655368
3300,1166,9.181818,609837713
973,2233,4.272727,254614274
1845,2944,8.363636,1034092004
391,2233,5.090909,86281867
5045,2766,8.363636,2214771515
2427,2055,1,356855227
4173,1700,4.681818,760280329
4464,989,1,330058979
5627,1700,4.272727,1047412010
5918,2410,7.954545,2227960932
391,1166,8.772727,59625628
973,3832,1.409091,270891183
2718,1344,4.272727,384131082
1264,811,1.409091,70491517
5045,278,9.590909,165068579
5918,455,7.136364,377964150
391,278,9.181818,23052678
100,2944,2.227273,21264988
682,1877,3.454545,109445149
3009,2233,1.818182,519362659
2136,3299,6.727273,960517219
973,3655,4.272727,402029288
5918,811,1.818182,423393120
5045,3477,8.363636,2956389445
4464,2766,6.318182,1648952563
3591,2055,2.636364,677133010
4173,1344,7.545455,863176582
391,278,8.772727,12979489
5918,2588,2.636364,1516588106
100,3655,6.727273,47529694
2718,811,6.727273,301846967
5045,2944,2.636364,1405959308
391,811,3.454545,27396836
2718,633,6.727273,227388096
4173,1700,3.454545,696902577
3882,1877,4.272727,750695330
3300,3121,8.363636,1594833437
1264,633,7.954545,119858462
4173,1700,7.545455,1008076519
1555,633,6.318182,146503637
391,3655,9.590909,163710243
3300,811,3.045455,237976086
5627,278,7.545455,224339458
5336,3832,3.863636,2243177982
1555,989,2.227273,111969385
100,3477,3.863636,37695527
1555,2055,1,219620032
5045,989,8.772727,590717235
5918,989,7.954545,858637749
1264,1344,5.5,188800081
5045,2588,5.909091,1646572971
1264,2055,3.454545,282257528
3882,2588,7.954545,1523295592
3882,2944,5.090909,1323757881
2427,2588,1,436702706
5336,3299,3.863636,1811280275
1555,278,6.727273,53659903
5918,2410,3.045455,1371918583
682,2410,4.681818,160221659
1264,3477,5.5,497870173
4755,3121,4.681818,1673015137
5627,3299,2.227273,1662566483
5336,1700,3.454545,885414778
973,633,6.318182,75201441
2427,1877,2.636364,359039557
4464,1344,4.681818,696052732
2427,2588,2.227273,495819076
2718,3477,3.454545,918608748
5336,633,1,239447250
2718,3832,4.681818,1184488271
1264,989,3.454545,109654598
4755,1166,5.909091,649403832
4173,3121,9.590909,1517911468
3591,3655,1,973448637
3300,3477,2.227273,970650704
1264,2410,5.909091,347635434
1264,2588,7.954545,457679649
1845,1877,5.909091,399334188
5918,2055,1.409091,968705874
2427,100,1.818182,18235250
682,2588,1.409091,101261668
1264,811,7.954545,147371422
1555,3655,3.863636,554873970
1264,2055,6.727273,356930786
5627,1166,1,493729528
682,1700,1.409091,69669377
4755,100,5.909091,57167780
3882,811,6.727273,429648442
4173,2766,1.818182,952528570
2427,633,5.090909,169771114
973,1344,8.363636,189036451
3882,3477,9.590909,1688779942
100,811,8.772727,11684425
4173,1877,1.409091,572121100
1555,1522,6.318182,282416935
5045,2233,2.636364,983899464
2136,633,9.590909,155612859
1264,989,5.5,137189231
2427,278,1.818182,46570705
4755,811,5.5,447017617
1264,3121,5.5,478876019
2427,3477,5.909091,1070910442
2136,2766,5.090909,671897507
973,1522,9.181818,164258626
4464,989,5.090909,492127828
2718,2766,7.136364,1049610633
5627,3832,6.727273,3016760724
391,1877,4.272727,77573727
3009,3121,5.909091,1209477199
2427,989,6.727273,313176054
973,1166,8.363636,163847842
5045,3477,5.5,2194651925
4173,455,7.954545,263351440
3591,1344,2.636364,423471490
391,455,5.909091,21440215
3882,1700,4.681818,706918278
5045,3299,7.545455,2353045165
5627,2410,6.727273,1815589381
1264,2766,9.181818,389837709
1264,1166,7.954545,205758244
4755,2766,5.090909,1575814525
5045,1344,3.045455,583678044
5627,455,1.818182,177964924
4173,1877,6.318182,992323403
5336,1700,2.636364,852593573
5045,3477,6.727273,2543594919
4464,1700,1,563250500
3591,989,2.636364,314122446
4755,2410,2.636364,992879548
3300,455,3.045455,123905091
2136,1700,2.636364,327563438
2136,3121,1,444936341
2718,633,6.318182,220817440
3882,1166,4.681818,475508031
100,2766,8.363636,43113671
4464,1877,2.227273,682405277
2136,1344,9.590909,332669142
682,2233,8.363636,218754923
5627,633,9.181818,405421744
5627,2588,7.545455,2239134137
973,3477,2.227273,245579721
4755,1522,5.909091,859947443
2427,811,3.863636,181373236
4464,2233,1.409091,741222656
391,3477,3.454545,124288210
3882,2055,7.136364,1061908818
5627,3477,1.409091,1587730378
391,2055,1,47338031
4173,455,8.363636,301667056
682,1166,5.090909,83980004
3300,1344,9.181818,537311073
1264,1344,7.545455,243523709
4464,2233,2.227273,887689881
1264,1877,9.181818,259841202
4464,2944,1.409091,1029530758
3591,2055,8.363636,1182725783
3300,2055,3.863636,630526273
5918,455,3.454545,260210540
3882,2233,5.5,1055462631
5336,2766,4.272727,1776039082
1555,3655,6.727273,749716992
3009,1344,7.954545,623464366
682,633,7.954545,61099995
5336,2410,3.863636,1344797572
2427,3477,6.318182,1071195809
1845,2588,2.636364,390248138
682,2766,5.090909,188756077
5627,455,8.363636,374184305
3591,100,5.909091,45229541
3591,633,4.681818,246831999
973,989,6.727273,145342746
682,1166,4.272727,81035470
4173,3477,4.681818,1591797948
5627,100,9.181818,66501554
391,1344,1.818182,41963609
3591,2410,5.090909,963989067
2427,1700,5.909091,516658129
4755,2233,3.454545,1031838482
3591,278,3.045455,76898809
3300,100,3.045455,41833921
2136,2410,8.363636,775014185
2136,1700,6.727273,452435362
391,2588,4.272727,92242575
3591,3299,2.636364,1055088405
3882,2944,3.045455,1027339575
5627,1344,3.863636,724126789
4173,3832,1.818182,1301904193
5336,278,1,77487395
391,2944,9.590909,126498574
1264,100,7.954545,23897862
4173,2944,1.818182,1043484956
100,100,6.727273,3361232
3882,2588,3.454545,971958678
1845,2410,1,323108970
2718,1522,2.227273,426603099
3009,2588,5.5,936564082
2427,989,7.545455,323645334
2718,2766,1.818182,580620891
5918,1700,9.181818,1213197439
100,3121,5.5,35628533
391,3477,4.681818,133013790
1264,455,7.545455,79565280
391,2588,7.545455,136514083
3300,1344,1.818182,344805439
4173,2055,6.318182,1090176478
2718,1700,5.5,546141689
1845,3655,3.454545,639439235
5918,811,7.545455,694593292
1264,2410,7.954545,471707744
3882,2766,9.181818,1268032350
2136,1522,4.681818,349119517
4173,989,9.590909,499493784
5627,2944,3.454545,1774372722
2427,1344,6.727273,453469391
3009,2766,4.272727,869686095
3009,2410,5.090909,763212652
3009,2944,8.363636,1410112428
682,3477,2.636364,184698630
1264,1700,5.909091,241409697
5627,1877,7.954545,1534387469
4464,2410,4.681818,1214847228
5336,2410,3.454545,1353722393
4173,3299,8.363636,2117878174
682,2766,6.318182,233030148
5045,1522,4.272727,854812968
2136,3477,9.590909,875724690
3882,2233,4.272727,948854096
100,2233,6.318182,29209741
5336,3832,1,1656422526
1264,278,2.636364,25345607
5336,3299,6.727273,2431652304
682,3477,2.227273,164033855
5627,2055,1.409091,898633091
2427,455,3.454545,97199859
1555,2410,5.909091,448396212
3300,989,6.727273,403159873
1555,1166,5.909091,201757294
3009,1700,5.5,608570382
2427,3121,2.227273,614187108
4755,2766,3.045455,1197674992
5336,3832,4.681818,2490916897
3009,1877,9.590909,641322512
4755,3477,6.727273,2228061000
2718,3121,1.409091,605195689
3009,811,8.772727,303944391
3882,633,1.818182,169744708
5627,989,4.272727,626483287
682,2766,5.5,214439172
5918,2055,4.681818,1325503074
682,2766,9.181818,202755718
5336,3121,2.636364,1471281291
3300,1344,9.590909,593777606
5045,2944,8.363636,2290444050
2427,278,5.090909,71128373
3009,2766,7.545455,1193237826
2136,2055,7.136364,612354016
2427,3299,3.045455,750425433
5918,2233,9.181818,1643729306
1555,1877,6.727273,379191951
4173,1166,4.272727,486471954
973,3832,7.545455,521412086
682,2233,7.136364,195402521
2136,2410,4.681818,558901377
4755,2944,6.727273,1872209354
4464,3299,7.954545,2255028527
100,3299,5.909091,59040145
5045,100,8.772727,57724077
4755,2766,4.681818,1478720549
3009,2588,3.454545,741614209
100,811,5.5,10907481
1555,3299,4.681818,536458311
1264,2588,6.727273,429617954
4755,2410,6.318182,1515707442
4173,811,5.5,421628381
682,989,4.681818,71459717
1555,811,2.227273,133176814
391,100,2.227273,4232666
3591,2588,6.318182,1192614758
4464,455,5.090909,212351538
973,3477,7.136364,441286770
4173,989,5.5,498333422
4755,3299,1.409091,1288788456
3009,2410,3.454545,707856336
3591,2766,9.181818,1175535342
5045,2944,7.136364,2195178244
5045,455,7.954545,334548606
1555,3477,7.545455,781144769
3009,1700,1.818182,374763130
3300,1877,7.545455,882642005
391,278,7.136364,17072470
3882,1522,7.545455,811838279
100,3655,4.681818,39980211
5627,1166,7.545455,981066964
2427,3121,8.363636,1123272071
973,278,6.727273,48985626
3882,100,4.681818,42001478
100,2233,3.045455,48106778
3882,278,8.363636,150843817
4755,278,6.727273,165012306
4173,2055,9.181818,1001424372
3591,2766,1.818182,767762166
3300,2410,6.318182,1019809202
100,1522,6.318182,21569807
973,2055,8.363636,306189466
1264,2233,9.590909,375174031
4755,2766,2.227273,1107789728
5336,1344,5.090909,812525383
3300,633,8.772727,250419187
682,1522,1.818182,68678030
2718,1166,7.545455,425805473
100,3832,1,21529530
5627,2766,1.818182,1244617528
1555,1700,7.954545,374159401
1845,3121,7.954545,833985703
2718,100,5.090909,28672134
4464,3832,7.136364,2461514728
5627,2410,2.636364,1213623506
682,3121,9.590909,228595362
3300,100,5.090909,36046379
2136,3299,7.545455,963744210
4755,2588,5.909091,1558566405
1845,2410,2.227273,331690833
4755,1877,4.272727,948490347
5045,1166,9.181818,662346755
4464,2588,3.045455,1124033524
1264,278,4.681818,41784650
3009,3832,9.590909,1366814993
3300,633,5.090909,224151309
973,2055,9.590909,221811676
1555,1700,5.909091,307791205
5336,989,9.590909,713351594
5918,633,6.318182,464865993
3009,989,7.136364,446316949
973,3832,3.863636,377831956
5918,2055,6.318182,1567099696
3882,2410,9.181818,1076848278
3591,3832,8.772727,1627065038
2718,1166,8.772727,342842501
1555,1877,3.863636,278101512
1845,2410,5.909091,536845185
3591,2944,8.363636,1662809639
3009,989,1.409091,199501294
2718,2410,4.272727,685931248
3300,2233,4.681818,846056592
4464,455,7.545455,276185089
973,3655,2.227273,275587026
391,100,5.909091,6640389
973,1877,3.045455,171325866
3300,455,7.954545,228706426
3882,1166,1.818182,360649029
1264,3832,7.136364,757030780
1845,3299,2.227273,480350418
5918,2410,3.863636,1502018470
1555,1877,2.636364,260402298
682,1700,8.363636,162834128
2427,811,1,121748015
1555,278,6.318182,56664804
4755,2766,4.272727,1550450294
100,3121,1.818182,20513105
3009,2055,3.454545,566499040
5627,3121,9.590909,2139221616
5336,2944,2.227273,1383731973
4173,2410,6.727273,1333856005
5627,278,9.181818,167685143
2136,811,2.227273,128037561
3591,455,4.272727,161109367
2136,2055,2.227273,365150776
3300,1877,4.272727,624381555
5627,989,5.5,730791748
682,2944,1.818182,128055752
2718,1522,7.136364,593596787
682,3655,8.363636,385842441
100,3655,1.409091,22624503
3591,2410,9.590909,1098540532
3882,1522,7.136364,799956903
3300,455,8.363636,222148460
4173,2944,9.181818,1467965443
973,989,3.863636,99062312
2136,2944,3.045455,527651906
2718,633,7.136364,226956713
5045,100,4.681818,74398558
1845,811,4.681818,153312422
5045,455,1.409091,160347678
1555,633,9.181818,112855877
5627,2588,4.272727,1620875989
100,2588,7.136364,36719251
100,278,9.181818,5352368
3009,1344,9.181818,457156218
5045,3832,5.909091,2472631415
4755,2766,7.545455,1982594400
100,1700,3.454545,21673646
1845,2944,6.318182,689267355
2427,2233,6.318182,695236033
2718,2588,3.454545,655736995
5627,2233,6.727273,1799973457
100,633,2.227273,6583259
2136,2233,1.409091,338812260
5336,3121,8.772727,2068903000
5918,278,5.5,202164553
391,633,5.5,29621144
4464,1166,1,341874869
3300,1166,9.590909,480195730
2427,2766,8.772727,804032792
4755,3121,5.909091,1858592932
973,2588,6.727273,310744204
4755,2588,6.318182,1639406159
5627,811,1.409091,303131440
2427,2410,8.772727,639712001
3591,3832,9.181818,1604960759
2718,2588,1.409091,521493451
391,3832,3.454545,126576889
5045,1522,3.863636,792556316
5627,3299,6.318182,2546256883
3882,3832,2.636364,1280218413
3009,3121,2.227273,889732025
2136,3477,5.090909,815880107
5627,1877,5.090909,1165243642
1845,3299,7.954545,1057723696
5336,1344,3.863636,700568911
5918,1522,5.090909,1033594011
1264,3299,3.045455,369849871
1555,455,1.818182,50983111
3882,2766,9.590909,1267153929
4464,2766,8.772727,1472848489
4755,3477,9.590909,1967534989
4755,455,9.181818,258952928
2427,2588,5.5,777654313
2427,2410,1,394598489
1555,3121,7.136364,640980640
1845,2588,7.954545,730762534
2427,2410,5.090909,652725492
391,3121,2.227273,78771372
1845,3299,1.409091,432067340
5918,2233,3.045455,1263271744
3009,1522,6.318182,577437467
5918,1344,7.136364,1146085158
100,2233,2.227273,16951251
1555,455,9.590909,76409873
5045,3832,7.954545,2974185716
2718,2410,6.727273,884665260
5045,2055,5.5,1247046137
973,1344,3.454545,113099513
3882,278,2.227273,69969612
100,1344,8.363636,22101381
5045,3299,1,1352105173
973,2588,2.227273,175117014
1555,2944,8.772727,509754070
4173,633,6.318182,333415424
973,1700,9.590909,180212678
3591,2944,2.227273,894301294
2427,3299,8.363636,1198373452
5627,3477,3.045455,1865673195
1845,1522,5.909091,314014340
391,2588,1,54043600
1555,633,8.772727,121593495
391,455,9.181818,20506439
3882,3477,6.318182,1814187303
5336,455,4.681818,293747895
1845,633,5.5,148185942
391,3477,4.272727,139093703
2136,1877,4.681818,433374190
5627,2233,5.909091,1553336578
5918,278,1.409091,90056758
5627,278,7.136364,205367130
3591,2233,8.363636,1268076446
3882,455,6.318182,235821398
5045,2766,9.590909,1880648175
682,2410,3.863636,141407057
5045,278,6.727273,179760397
4464,2233,8.363636,1580087121
3300,811,6.318182,352291643
4755,3655,1.818182,1457440028
5336,3832,9.590909,2561378802
391,3832,9.181818,162707823
2136,633,3.863636,126743118
4173,811,1.818182,271534858
3591,2766,2.636364,897569111
1845,2766,2.636364,409043676
5918,1522,3.045455,814436626
391,1700,1.818182,41244998
3009,989,6.727273,398513943
4755,278,1,106055666
4173,455,7.136364,264219072
4173,989,4.681818,430672628
100,2766,5.909091,32283791
5336,1700,1,672578148
