ImageWidth,ImageHeight,Sigma,runtime
2427,3832,5.909091,1187595203
3591,100,3.045455,29615252
5627,633,3.863636,368321813
4755,455,1.409091,140504055
973,2944,4.272727,288730758
4464,633,6.727273,368029437
5918,455,4.681818,284854507
1264,1700,6.318182,259662655
2136,1166,6.318182,304690582
5627,2410,1.409091,1035419670
4755,100,3.045455,37081431
4755,811,8.363636,563077541
1555,1166,1,109381053
3882,1700,1.409091,488945388
2427,1344,8.363636,486457549
100,3299,3.045455,35026289
1264,1166,6.727273,204778892
3591,989,5.090909,381370381
3882,2233,5.909091,1125809404
1845,989,6.727273,231479565
2427,2055,1.409091,348136020
100,3832,9.181818,75380788
4755,1522,2.636364,645558674
1264,2588,4.681818,345530521
100,2233,1,16079074
391,989,1.409091,26478475
3009,2410,5.5,826451130
2136,3477,1.409091,546377069
682,3299,3.863636,197097351
682,2766,8.772727,258384026
3591,2944,7.545455,1533428496
4755,3299,9.181818,1888903237
5627,633,7.545455,504548372
3300,2588,7.545455,1205417672
2718,3299,1,632848265
2718,3477,1,669998667
5336,633,2.636364,277063216
5627,1166,8.772727,776088834
3300,1877,6.318182,783199785
2718,2766,1.409091,574488965
3882,1877,5.090909,784486046
3591,1522,6.318182,668586199
2136,2766,3.863636,607186142
682,989,2.227273,47798552
1264,3477,7.545455,612486375
100,455,4.272727,11315484
4173,455,8.772727,215737091
1264,2233,5.5,303951160
2136,1877,7.136364,569354913
391,278,8.363636,19131280
3300,2766,3.045455,842014744
3300,989,9.181818,388717196
973,1877,5.090909,193604958
4755,1344,3.454545,605359739
3300,1166,7.954545,562526299
2718,455,2.227273,120517315
1845,455,1.409091,59303148
3591,3477,7.545455,1807285568
1555,1522,5.909091,290267116
4464,2410,3.045455,1000126667
973,1166,7.954545,162994693
5336,989,2.227273,401840441
100,1700,7.136364,27648440
5627,2055,4.272727,1306051515
682,1166,5.909091,173140746
3591,2055,3.454545,742422708
1845,278,7.545455,73214451
682,1700,7.545455,154956300
1555,2944,6.318182,631788132
391,3832,3.863636,154653806
5918,2588,3.454545,1453320854
973,2944,1.818182,277143494
2427,3477,8.772727,954615137
391,811,6.318182,53152934
2427,989,2.227273,179496135
3009,2410,7.954545,1104388133
4464,811,8.772727,401459384
391,633,9.590909,28118507
100,278,8.363636,6746253
5918,455,5.090909,313881422
100,1166,5.5,14731430
2427,1700,1.409091,317647363
1845,989,9.181818,207698338
1845,3477,1,490294850
4755,989,6.727273,687386444
1845,2944,6.727273,720473131
5918,2055,2.636364,1113863679
4755,455,2.636364,171908365
100,2055,5.090909,26048645
973,1700,5.090909,171626155
5045,2410,9.590909,1449500182
4173,1522,9.590909,704500276
1845,455,7.545455,119293336
2427,2588,3.863636,594277486
1845,278,1.409091,33157073
682,1166,4.681818,77544400
1845,1700,4.681818,326924917
1555,989,8.772727,166665292
1845,3655,7.545455,986616162
391,633,1.409091,15206048
5336,2588,7.545455,1997152644
3591,2944,3.454545,1023670497
5918,1344,3.454545,744144527
5627,3299,8.363636,2928788568
3300,2944,7.545455,1371747346
3591,2233,5.5,985929421
5045,2233,7.136364,1627083729
1264,3655,8.772727,564614806
682,2944,7.545455,291206667
3591,3477,3.454545,1178507411
5336,2055,5.090909,1232791263
5045,3655,7.954545,2920956334
3882,1877,5.5,856928075
1845,2055,8.772727,462208278
4173,2588,7.545455,1606750298
4464,3477,3.863636,1542375575
2427,2233,4.272727,585797529
5336,633,7.136364,496225119
1264,455,5.5,69073515
1264,2233,4.272727,274000322
1845,278,6.318182,63215163
1264,100,1.818182,10340543
391,1877,3.863636,69741808
2136,2410,3.863636,539015939
4755,2233,2.227273,908051848
391,1166,6.318182,58355578
973,2233,7.954545,332897277
2427,811,8.772727,214036876
1845,278,5.5,61107095
5045,1700,8.772727,943078688
973,3832,8.363636,576226018
682,3832,5.5,326255162
3882,2944,6.727273,1532260180
1845,1344,9.590909,279146583
1264,1344,2.227273,121395671
682,3655,6.318182,303194637
3591,3121,1,831783357
3591,2410,7.954545,1231939375
3591,278,6.727273,125601328
2718,278,9.590909,84773662
3882,2588,1.818182,774208522
100,3477,8.363636,94210730
2136,3832,4.272727,893445249
973,2410,6.318182,289810168
5627,633,4.681818,368126564
973,3299,5.090909,341180287
1264,989,1,79520493
3300,1166,8.772727,484481166
682,3299,7.136364,286701907
4464,3477,4.681818,1735079574
2136,2055,5.5,533905270
3300,2410,1.818182,654142695
1555,2410,6.318182,474586148
2136,1166,9.181818,285377028
5045,1344,2.227273,574760013
2718,1344,5.909091,482914491
3300,2410,1,539130273
5045,2766,5.090909,1562547460
1555,2055,8.772727,380065642
100,455,3.863636,6793265
100,989,6.727273,16295835
3300,2944,7.954545,1447005643
4755,2055,7.136364,1412825725
2427,2766,3.454545,612166995
1555,3299,5.5,599598788
5627,2410,9.590909,1620341066
2136,811,9.181818,195923984
2136,3299,1.818182,574900005
1845,1877,9.181818,441132563
100,2055,6.318182,30836196
1264,1522,9.181818,227175016
3591,2233,6.318182,1000000231
1264,811,2.636364,80869491
3882,2944,4.272727,1226913179
5918,1344,6.318182,1044119550
100,3655,5.5,46949475
682,1166,9.181818,86796681
3591,3477,1.409091,986147913
4464,1344,3.863636,557106206
391,2410,7.136364,122744999
3591,1700,7.136364,885410340
3009,455,7.136364,181701316
2718,989,6.727273,424970996
2718,278,1,41320461
1555,2944,9.590909,507724377
2136,100,6.318182,33899439
5336,2944,6.318182,2132833552
5918,1700,3.045455,902210093
5918,1700,1.409091,810568639
2136,2944,7.954545,891839560
4755,3121,5.090909,1720348268
5918,989,1,393254292
1845,989,5.909091,205451724
5627,1877,1.818182,874504120
4173,1166,7.954545,701416326
391,1166,8.363636,69454314
100,1700,7.545455,25539835
3009,100,7.136364,44824993
3300,811,6.727273,354468213
4755,455,3.454545,200612336
5918,2410,7.545455,2211209336
391,1344,9.181818,56800089
5336,3655,9.181818,2410613358
3591,278,9.590909,115718798
973,633,1.409091,42442941
5045,1166,3.863636,563463046
682,100,5.909091,10292169
5627,3299,2.636364,1663567173
5627,2233,4.681818,1410956114
4173,811,6.318182,465464256
3882,2588,8.772727,1211183344
5627,1166,5.090909,735051921
2427,3121,3.454545,765857565
4173,1700,7.136364,948986842
5627,100,8.363636,90192229
1845,3655,5.5,775474683
1845,2588,7.136364,674155405
1845,278,3.863636,45251734
391,2410,8.363636,135379988
2718,2766,3.045455,626113799
973,455,3.454545,42683834
3300,989,9.590909,390399711
2718,3832,1.409091,787326791
5336,989,1,372936065
2427,1166,3.863636,304458350
973,1877,3.863636,163038201
5045,455,6.318182,296832089
2427,1344,4.681818,340475324
682,811,1.818182,42954888
5336,2055,9.590909,1360746678
1845,1877,4.272727,366747741
682,278,5.090909,20582280
2718,2055,5.090909,653671908
2427,2410,1.818182,478315231
4173,100,1.818182,36982222
5918,1877,7.136364,1519246197
682,2588,9.181818,204114758
4755,811,7.545455,546002347
1845,1522,7.954545,405632550
3591,3655,7.954545,1958807971
682,2944,7.954545,283630581
5918,1877,5.090909,1317359083
3009,455,3.454545,121271124
5918,811,5.090909,533693128
4464,2233,9.590909,1228147557
5045,3121,2.636364,1418909767
5336,2233,5.5,1428636103
973,455,6.727273,64397876
4173,811,8.363636,520776286
100,811,3.863636,11062798
5918,811,9.590909,548014229
973,2410,4.681818,233242577
1555,2588,4.272727,405553878
5918,455,6.318182,340088472
100,278,4.681818,6620021
2718,3655,2.636364,828369487
3882,811,5.090909,332299321
1264,2588,5.090909,372879295
2718,2410,1.818182,489595796
682,278,8.363636,29685723
3882,3121,3.863636,1255297073
391,3477,7.545455,176204775
3882,278,7.954545,181623851
5336,3832,6.727273,2825493778
5918,811,5.5,547411584
5627,278,7.954545,219149288
100,2944,1.818182,19812871
2136,1877,7.954545,615498277
5627,2410,5.5,1696336456
2718,1166,5.090909,336600822
4464,2055,1.409091,649119125
3591,1877,6.727273,853666669
4464,1700,5.5,874633560
1264,2055,8.772727,325457864
2427,1522,1.818182,271163689
391,278,3.454545,12456298
4173,989,3.863636,434916378
3300,2588,5.5,1003712592
4464,2233,7.954545,1472358998
391,2766,5.909091,126355748
5045,3832,6.318182,2656147437
5918,1166,9.181818,814883888
2718,989,1,164829623
2136,3477,2.636364,603737466
2718,2588,2.636364,577748852
100,2588,8.772727,30253020
3882,2233,1,607045287
2718,811,2.636364,200438686
2136,278,7.545455,89701698
4173,1522,7.545455,880342695
100,2944,2.636364,23112660
391,3832,4.272727,139629715
3300,811,3.863636,253803734
4173,2233,8.772727,1077615187
3591,1700,7.954545,949066187
100,1344,7.136364,20982278
2718,1344,7.136364,503209103
3882,3477,7.954545,2037733899
973,1344,1.409091,85751602
3009,811,1.409091,168136836
973,2233,5.5,254538904
3009,3121,1,691404719
3591,2588,3.454545,904365800
5336,2766,5.5,1831742900
2718,2410,3.045455,578811890
2427,1700,5.090909,488420736
4464,1522,2.636364,555608530
4755,1522,8.363636,1072670367
2427,3299,8.772727,921795877
5627,3832,7.136364,3173033732
3300,3655,4.272727,1293867763
5627,1700,3.863636,973702577
682,989,3.863636,60983916
5627,3121,3.454545,1790256932
3882,2410,2.636364,800555144
1264,1522,2.227273,140796527
2718,2233,6.318182,751325797
100,2055,1,12272230
1264,2233,1,202802716
3882,278,4.272727,103591534
2718,989,1.409091,183547689
4755,455,6.318182,265384599
3300,1344,4.272727,461681494
3009,3655,2.636364,918609541
1555,811,4.272727,126536958
5627,2944,1,1324992446
391,633,1.818182,15724324
2427,3477,2.227273,688733087
5627,633,2.227273,292510721
3300,1877,5.909091,723710014
4173,2766,3.454545,1150113809
973,1344,5.090909,138554039
2427,1877,3.863636,426307134
1264,100,4.272727,14718446
4464,100,8.772727,48542101
1555,100,3.045455,24144006
1555,3655,2.227273,441772831
2136,278,3.045455,45819930
4173,1877,4.681818,888828906
973,2410,8.363636,386133549
391,455,4.681818,18524406
2136,989,7.545455,294897119
2136,633,6.318182,200486339
1264,455,5.090909,65134679
973,3832,2.227273,276155924
5045,989,5.909091,600747686
391,2233,2.636364,93876635
3009,2588,1.409091,542951177
2427,1522,5.5,437157376
1845,1700,9.590909,343289813
4755,1166,3.045455,479556055
5918,811,3.454545,441922198
2427,1166,2.636364,228752211
3300,278,1,51025572
4173,1344,6.727273,750039845
100,1877,1,12347843
973,1700,5.5,201913339
2427,3832,9.181818,1023530391
4755,2944,3.045455,1284184184
1845,811,9.181818,163131118
973,1700,4.681818,164011750
2136,2055,7.954545,622080251
4464,2588,1.818182,894266728
5918,811,7.954545,750045458
4464,455,1.818182,146650971
3009,2766,6.727273,1204726761
3882,1166,7.545455,687671301
5336,3655,7.545455,2845089794
391,1522,9.590909,121872298
2718,811,8.772727,240054142
4755,2055,9.590909,1154001523
682,1700,6.727273,157208980
4173,2410,8.363636,1597809503
4755,1166,3.863636,507465120
5627,989,3.045455,482849069
1264,2410,1.818182,217588974
2718,100,7.954545,40800015
3300,2944,4.681818,1052846101
1264,2588,5.5,366039106
4173,1877,8.772727,893068624
682,2410,1.818182,105764152
1555,2944,6.727273,579111559
1845,1166,1,139229058
3009,100,1,16501693
3300,455,1,95562532
682,2766,7.545455,260576335
4173,1344,5.5,664907914
1264,2944,2.227273,294158332
1555,633,1.818182,72820619
682,2233,2.636364,111974427
5336,1344,7.954545,1066921916
2718,1877,7.545455,805781212
3300,278,5.090909,91504178
1264,1344,4.681818,204907229
682,2410,5.909091,193976723
3591,633,3.045455,226136106
3009,3299,5.909091,1218436323
5336,1344,5.909091,897653139
1264,2055,7.136364,343375070
3591,3121,1.818182,881312670
2427,2055,5.909091,570827634
4755,989,7.954545,689612858
5045,3832,4.272727,2126457143
4464,1700,7.545455,1118469542
1264,1877,6.318182,280467942
5045,455,5.909091,280106022
5336,3832,5.090909,2442541173
5336,989,6.318182,685489609
391,2944,7.954545,160505702
3591,1700,6.727273,834625448
2427,1344,7.136364,472973176
1264,2944,3.863636,359684862
1845,633,4.681818,119035979
1555,1344,7.954545,307251941
4173,811,7.545455,483344582
682,2588,8.772727,192823011
1845,3477,8.363636,970370303
3009,2944,5.909091,1086701654
1555,1522,4.681818,258926490
391,100,1.409091,5189098
682,2233,4.681818,156008587
100,1166,3.045455,10678225
4464,2055,4.681818,993963247
391,2410,3.045455,85563493
5045,2055,7.954545,1718005069
1845,3121,3.863636,555710571
5336,1344,9.590909,889876158
1845,3299,8.363636,931617522
2136,2588,6.318182,677739126
3300,2410,8.772727,964438578
5336,455,1,159280559
5918,2233,5.5,1558145242
4755,1522,1.818182,538846075
5627,2055,9.590909,1337733710
973,3832,7.954545,530987176
5627,3655,3.863636,2192562875
391,1877,3.045455,58934971
3591,2588,4.681818,1010149519
3300,2410,1.409091,565322178
100,1166,9.590909,16359835
3300,3655,2.636364,1093799962
1555,2766,2.227273,333870067
5918,100,7.954545,89522469
3300,3121,3.863636,1029134846
2427,2233,2.227273,406695939
682,455,3.045455,24344452
100,2588,6.318182,34969680
1845,1344,3.863636,252002314
391,3655,9.181818,161708050
973,2233,1.818182,165422429
391,1877,6.727273,91249091
5336,3655,4.272727,2186154349
3882,278,6.318182,139867209
4173,2944,3.454545,1180916506
1264,100,8.772727,18513044
3300,1700,5.909091,681860139
1264,2233,7.136364,420262023
391,1344,3.863636,47902265
5627,2233,2.227273,1088185385
4755,633,4.681818,328915321
5045,1700,5.5,1047117792
3009,1877,1.818182,424658849
4464,1700,6.318182,950661496
5336,2766,1.409091,1146768015
5918,1700,2.636364,893430016
4173,3299,5.5,1728350067
1845,3477,4.272727,694720689
391,455,7.545455,26644429
5918,278,2.227273,119797134
4173,3477,2.636364,1346018823
2427,1700,6.727273,561822036
1555,1522,7.954545,367780772
3591,3299,4.681818,1312827407
3591,989,5.5,416695520
5045,2766,3.454545,1442940983
5627,3299,9.590909,2332620105
2427,2944,3.454545,642526794
4173,2766,1,851345273
5045,2055,4.681818,1112068462
2136,3121,5.090909,751516026
682,633,3.863636,39830687
3591,3655,9.590909,1589606782
2136,633,1,87120161
5045,2055,6.727273,1401767643
1555,989,4.272727,154874058
3882,3832,7.954545,2226367017
1264,100,3.454545,12150568
3882,633,4.681818,301247388
2136,633,2.227273,99191140
1845,633,1.818182,87650082
3300,3299,2.636364,993765723
100,1700,3.863636,18003186
1845,3299,2.636364,507522993
391,1166,7.545455,67937631
2427,1344,3.045455,288127057
973,2944,8.363636,405381173
3882,3655,2.227273,1127584127
2427,811,2.227273,141826460
4464,278,6.727273,146698590
5627,633,8.363636,577044270
3300,1700,1.409091,445312572
1555,278,1.818182,30028851
2136,2766,5.909091,688363100
5045,278,4.681818,157902797
2718,1522,4.272727,432865323
1555,633,7.954545,185068233
1264,455,1.818182,52528251
1845,2410,9.590909,510963158
4173,2410,5.090909,1110159342
3591,455,7.954545,240471996
682,811,5.909091,65531543
1555,2944,7.954545,726789273
5045,455,1.818182,175109588
4464,100,5.5,52879046
100,3477,5.090909,40712937
1555,100,4.272727,18060119
2136,100,1,14235079
5045,2766,6.318182,1839884643
3591,100,5.5,43250244
4173,3121,1.409091,1000949265
100,3477,7.954545,61889795
1264,1700,1,131095943
5045,1166,1.409091,431093417
100,278,3.454545,4341226
3591,3832,5.090909,1590051425
391,2944,9.181818,143839240
1845,2410,8.363636,705961687
2427,3121,6.318182,966542221
4464,455,7.136364,298458193
3591,2588,5.090909,1009077484
1845,2588,9.181818,525211069
3591,3832,3.045455,1226393809
391,2233,5.909091,105141104
5336,2410,1.409091,1002916552
973,989,2.227273,70789087
4755,1700,4.272727,874208126
1264,811,3.045455,131330705
2427,1700,9.590909,456851582
100,3655,7.954545,55986156
4464,3832,6.727273,2441510759
973,1522,8.363636,272047704
5045,633,3.863636,303301510
4173,1344,1.818182,425487558
3009,811,2.636364,189008386
3300,2944,5.909091,1128624592
4755,3477,4.272727,1853153590
2718,2233,3.863636,591305143
1845,811,8.363636,229695710
1845,989,3.045455,148587503
1264,1522,8.772727,214264082
5336,1344,6.318182,908638760
5045,2410,7.954545,1793563443
2718,3299,9.181818,1015157336
3882,989,5.909091,440736350
391,3121,9.181818,134033481
1264,2233,8.363636,432319840
3009,278,4.272727,76875462
1845,3655,1,448845322
5336,811,4.272727,454231016
4755,1166,1,367989881
5918,2055,7.954545,1902621498
3591,2588,2.636364,782219417
1555,2055,1.818182,220410960
391,2588,7.954545,146252933
5045,1522,1.409091,544903459
682,3121,5.5,248723497
5918,278,3.454545,165387670
100,811,1.409091,7466756
1845,3299,7.136364,825729307
5918,1344,5.909091,974552997
4755,455,5.090909,237607177
2427,2766,9.590909,758205826
5627,989,8.363636,835853066
391,2233,7.136364,110871318
4464,455,7.954545,294282863
2718,3832,8.363636,1652552965
682,2944,4.681818,202149003
100,2410,1,14316188
5045,2944,6.318182,1991105693
4464,633,4.681818,303202697
4755,2233,2.636364,941237995
4464,2588,7.954545,1773145337
973,2410,1.818182,158607341
3882,3121,9.181818,1492021982
2136,1522,2.636364,315741146
682,811,7.136364,75603107
973,3832,3.045455,315637642
4173,3655,3.045455,1375146017
3591,989,3.045455,308980244
5336,100,2.227273,38321773
5336,1877,1.818182,762737450
391,2055,3.454545,76793466
1264,1522,4.681818,202743994
4173,811,6.727273,432382228
1555,1700,7.545455,356295516
973,1344,8.772727,139712162
1264,1166,3.454545,127614904
5627,100,1.818182,39562393
4464,3832,5.5,2206041419
100,1700,4.272727,19843520
5627,3477,8.772727,2447154465
2136,1877,1.818182,326061585
5627,2410,5.909091,1706642852
2136,3121,4.272727,734034074
3882,989,9.181818,466092892
4464,1700,2.636364,645694334
2136,2766,2.636364,473604051
5627,1166,7.136364,923781476
5918,100,9.181818,66104093
4755,989,8.772727,570397216
5918,455,5.5,324367349
391,3477,8.772727,144202758
2427,455,3.045455,93782752
100,2944,7.136364,48237383
973,278,3.045455,22925488
2718,2233,3.454545,590718610
1264,3121,3.454545,363015051
3882,278,9.590909,118031993
391,3477,2.227273,87021793
3882,3121,9.590909,1423739109
682,633,5.909091,48079402
3300,1700,6.727273,720949966
5918,989,6.318182,722408762
2427,3832,1,686851251
2427,278,7.136364,111047086
2136,3299,8.772727,856281358
4173,2233,7.136364,1282315060
1555,2588,9.590909,442362836
3591,3477,9.590909,1523365401
2427,2944,8.363636,1114910453
5627,989,1.818182,405431961
3300,3655,9.181818,1479801112
682,2944,6.318182,253711239
3591,633,8.363636,331623953
3591,1522,8.772727,596957080
4173,2233,4.681818,1008774195
3591,2410,1.409091,689050355
1845,455,3.454545,92970634
3591,1166,9.590909,474401687
1845,2944,5.909091,689393471
973,2233,6.318182,319709021
4464,2588,1,811345186
4464,2944,5.5,1640725241
4464,2944,1,949691538
3591,1344,2.227273,365088781
973,2588,7.136364,338041445
2427,100,5.090909,25491454
5918,633,6.727273,509279150
2718,633,5.5,195563349
2136,3655,5.909091,914699991
973,2055,6.727273,241638961
100,633,4.681818,9200639
5336,2588,7.954545,2140073947
2136,3477,7.545455,1093486612
